"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 06/06/2023

Product: Historical Climate (Monthly) - TerraClimate(http://www.climatologylab.org/terraclimate.html) 
"Location (Lat/Lon of 4-km Grid Cell Center): 39.1042 North,-96.6042 East" 
Variable List: 
aet: aet (Actual Evapotranspiration)
PDSI: pdsi (Palmer Drought Severity Index (PDSI))
pet: pet (Grass Reference Evapotranspiration (ETo))
ppt: ppt (Precipitation)
soil: soil (Soil Moisture)
tmax: tmax (Maximum Temperature)
tmin: tmin (Minimum Temperature)
********************************************************
Year,Month,aet(mm),PDSI(unitless),pet(mm),ppt(mm),soil(mm),tmax(degC),tmin(degC)
1961,12,0,3.28,0,22.3,76.6,1.43,-9.38
1962,1,0,3.69,0,34,76.6,-0.07,-11.33
1962,2,7.8,3.74,7.8,30.8,76.6,5.89,-5.29
1962,3,67.6,3.43,67.6,49.5,76.6,9.87,-3.15
1962,4,74.5,2.4,119.7,24.3,28.2,19.24,3.78
1962,5,126.6,1.69,175.4,124.1,19.5,29.27,15.18
1962,6,149.8,1.66,162.5,153.9,15.8,28.07,16.59
1962,7,103.4,1.53,176.8,105.8,12.9,30.89,18.78
1962,8,97.5,1.31,189.4,100.5,10.9,32.5,18.07
1962,9,109.9,1.63,109.9,129.3,23.8,24.56,13.22
1962,10,60.1,1.31,91.3,56.6,17.5,21.91,8.86
1962,11,28.9,0.65,61.4,26.6,13.9,12.62,0.61
1962,12,10.9,-1.16,10.9,12,13.9,6.02,-5.3
1963,1,0,-1.42,0,15,13.9,-2.3,-13.88
1963,2,14.4,-1.69,14.4,1.2,13.9,7.54,-6.8
1963,3,61.8,-1.9,83.9,60.2,11.6,15.27,0.85
1963,4,39.2,-2.76,120.8,39.5,10,21.35,6.92
1963,5,87.4,-2.96,139.1,90.8,8.8,24.5,12.13
1963,6,116.2,-3.3,192,121.3,7.8,31.19,18.51
1963,7,82.1,-3.37,203.8,85.7,7.1,33.32,20.66
1963,8,52.7,-3.76,186,54.8,6.4,32.7,19.19
1963,9,57.4,-4.12,140.8,59.9,5.9,28.28,15.25
1963,10,56.4,-4.39,125.6,58.9,5.5,27.23,11.44
1963,11,20,-4.78,77.3,20.7,5.1,15.26,1.02
1963,12,0,-4.7,0,5.7,5.1,1.29,-10.57
1964,1,14.2,-4.98,16.5,8.7,4.9,8.19,-6.99
1964,2,10.4,-4.95,15.7,10.4,4.6,7.35,-6.44
1964,3,41.8,-5.09,80.8,43.7,4.4,11.97,-3.57
1964,4,98.3,-4.34,109.8,103.2,4.1,19.93,6.44
1964,5,78.7,-4.81,167.7,82.6,3.9,26.69,13.5
1964,6,167.2,-3.77,167.2,196.5,23.4,28.65,16.27
1964,7,74.7,-3.85,220.1,72.1,17.2,34.66,20.99
1964,8,119.7,-3.01,171.1,122.4,13.8,29.79,17.3
1964,9,68.8,-3.25,132.8,70,11.5,26.36,14.12
1964,10,12.3,-4.17,111.8,11.3,9.9,21.53,5.07
1964,11,59.6,-3.07,59.6,95,40.6,13.03,2.1
1964,12,1.8,-2.61,1.8,25.6,41.2,4.47,-7.13
1965,1,2,-1.64,2,42.3,44.7,5.44,-7.82
1965,2,1.5,-0.82,1.5,37.8,48,4.85,-8.53
1965,3,10.9,2.1,10.9,47.4,66.5,6.24,-6.28
1965,4,109.8,1.95,109.8,51.6,76.6,20.9,6.64
1965,5,128.5,1.24,154,89,32.7,26.23,13.62
1965,6,158,3.06,158,305.8,76.6,28.05,16.77
1965,7,147.8,3.51,184,104.6,28.2,31.35,19.58
1965,8,78.1,2.93,177.3,73.1,19.5,31.42,17.68
1965,9,109,4.25,109,219.6,76.6,25.12,12.87
1965,10,64.2,3.1,111.9,16.6,28.2,22.52,7.03
1965,11,12.3,2.05,52.5,3.8,19.5,15.22,1
1965,12,45.8,1.64,45.8,51,22.2,9.73,-1.89
1966,1,0,1.09,0,10.9,22.2,1.63,-10.05
1966,2,3.1,1.07,3.1,21.9,23.1,6.07,-7.63
1966,3,39,-2.47,96.2,6.2,17.1,16.05,0.1
1966,4,49.2,-2.75,100.5,48.2,13.7,17.45,3.31
1966,5,33.4,-3.89,157.6,32.8,11.4,25.54,9.82
1966,6,114.3,-4.01,179.1,118.6,9.8,29.27,16.66
1966,7,77.4,-4.08,201.7,80.2,8.7,34.77,21.97
1966,8,95,-3.51,166.3,99.1,7.7,29.53,17.04
1966,9,48.9,-3.85,122.1,50.6,7,25.44,12.3
1966,10,19.2,-4.67,118.3,19.6,6.4,21.96,5.31
1966,11,4.1,-5.04,53.2,3.7,5.9,14.15,-0.25
1966,12,2.8,-4.64,2.8,21.3,6,5.38,-7.1
1967,1,1.7,-4.33,1.7,19.6,6.9,4.99,-7.69
1967,2,11.7,-4.19,11.7,4.8,6.9,7.81,-7.45
1967,3,56.7,-4.33,73.5,31.4,6.3,16.24,0.24
1967,4,110.2,-3.17,110.2,129.5,19.1,20.83,7.54
1967,5,88.8,-3.12,133.2,89.1,14.9,22.85,9.2
1967,6,142.3,2.65,142.3,328.5,76.6,27.58,16.34
1967,7,140.8,3.14,173.6,97.2,28.2,29.77,17.48
1967,8,48.1,2.2,171.1,41.5,19.5,29.93,15.93
1967,9,110.3,2.96,110.3,172.4,73,24.58,11.69
1967,10,94.1,3.54,94.1,116.1,76.6,19.68,6.57
1967,11,39.6,3.09,54.4,14.9,51.2,11.58,-0.61
1967,12,14.1,3,14.1,33.1,55.5,5.84,-4.42
1968,1,0,2.73,0,11.1,55.5,2.9,-9.27
1968,2,4,2.34,4,7.8,55.5,5.64,-7.03
1968,3,59.2,1.23,102.6,3.7,26.9,16.7,0.3
1968,4,93.8,1.07,117.5,90.3,18.9,19.61,4.83
1968,5,92.7,0.78,115.7,93.2,14.8,21.61,8.64
1968,6,84.4,-1.76,170.3,86.1,12.2,29.89,16.98
1968,7,162.8,-0.85,188.6,169.4,10.4,31.86,19.08
1968,8,149.3,1.65,162.7,155.7,9.1,30.39,19.23
1968,9,67.6,0.88,142.3,70.1,8.1,26.66,12.71
1968,10,112.1,1.48,112.1,137.7,26.7,21.77,7.67
1968,11,44,1.57,48,44.6,25.1,9.61,-0.58
1968,12,0,1.88,0,40.2,25.1,3.2,-7.53
1969,1,0,1.88,0,19.2,25.1,0.79,-8.77
1969,2,3.5,2.05,3.5,26.8,33,4.06,-4.98
1969,3,50.1,1.95,50.1,46.7,76.6,8.13,-4.28
1969,4,109.4,2.95,109.4,118.7,76.6,19.66,5.99
1969,5,129.1,3.25,134.5,126.1,67.3,23.97,12.29
1969,6,145.9,3.43,146.4,152.8,66.6,27.31,14.76
1969,7,163.9,4.43,175.6,155.5,50.4,32.45,21.05
1969,8,71.9,3.99,173.7,50.1,26.1,30.99,18.82
1969,9,77.3,3.13,133.3,73.5,18.6,27.65,14.67
1969,10,79.8,3.5,79.8,111.6,44.8,17.66,5.81
1969,11,23.1,2.51,64.5,3.5,25,13.58,-1
1969,12,2,2.3,2,25.5,25.9,3.67,-5.75
1970,1,0,1.69,0,6.8,25.9,0.75,-10.97
1970,2,37.3,0.81,47,5.7,22,10.26,-5.84
1970,3,30.3,-1.96,63.2,26.2,16.5,9.92,-3.08
1970,4,80.3,-1.93,111.4,81.1,13.3,19.55,4.75
1970,5,152.7,-1.64,165.7,158.5,11.2,27.09,13.21
1970,6,156.2,-1.24,163.4,163.2,10.1,28.15,16.79
1970,7,30.9,-2.25,211.1,31.2,8.8,33.41,18.89
1970,8,54.6,-2.75,188.7,56.4,7.9,34.65,19.83
1970,9,112.7,-1.11,112.7,206.6,76.6,26.67,13.92
1970,10,77.7,-0.6,81.7,74.6,69.8,17.71,6.02
1970,11,41.5,-0.59,57.6,18.5,45.9,10.69,-0.96
1970,12,20.3,-0.75,23.1,18.8,43.6,7.82,-4.76
1971,1,0,1.18,0,25.7,43.6,1.06,-10.37
1971,2,0,2.06,0,53,43.6,2.36,-8.39
1971,3,72,1.4,72,17,61.3,11.3,-1.99
1971,4,71.8,-1.38,131.3,38.7,27.5,20.55,5.8
1971,5,137.2,-0.89,137.2,149.2,32.1,23.12,9.56
1971,6,123.1,-1.22,174.4,118,21.1,30.98,18.84
1971,7,172.6,0.91,183.7,178,17.6,30.33,17.65
1971,8,18.9,-1.24,180.4,16.1,14,31.67,17.33
1971,9,43.4,-2.15,148.7,43.2,11.7,28.49,14.16
1971,10,105.1,-1.46,105.1,116,16.8,23.24,8.66
1971,11,59.9,1.35,59.9,97.8,49.8,12.63,1.05
1971,12,18.8,1.2,18.8,23,49.8,5.63,-3.15
1972,1,0,1,0,9.5,49.8,2.55,-9.67
1972,2,8.1,0.74,8.1,7.5,49.8,7.36,-7.43
1972,3,64.6,-0.51,96.3,31,26,15.99,0.2
1972,4,83.7,-0.71,112.5,80.2,18.5,19.31,5.24
1972,5,120.9,0.12,128,125.2,16.6,23.44,10.82
1972,6,61.5,-1.71,178,61.3,13.4,30.94,16.26
1972,7,125.7,-1.16,174.6,130,11.2,30.57,18.53
1972,8,110.9,-0.66,164.4,115.1,9.7,30.75,17.99
1972,9,84.2,-0.83,127.4,87.4,8.5,26.92,14.8
1972,10,68.4,-0.67,82.7,71.1,7.6,18.22,6.01
1972,11,36.5,1.45,36.5,99.2,65.2,7.79,-0.54
1972,12,0,1.96,0,40.6,65.2,1.94,-8.1
1973,1,0,2.81,0,45.2,65.2,2.26,-8.44
1973,2,11.9,3.12,11.9,39.1,76.6,6.08,-4.94
1973,3,59.6,5.59,59.6,205.4,76.6,12.3,3.24
1973,4,93.5,5.54,108.2,72,51.5,17.42,4.73
1973,5,132.2,5.2,145.5,125.8,38.8,23.45,9.41
1973,6,74.6,3.53,180.6,62.3,23.4,30.8,16.99
1973,7,176,4.12,185.3,181.8,20.1,32.07,19.05
1973,8,73.5,3.33,183.9,72.5,15.4,32.13,19.24
1973,9,105.9,5.78,105.9,303.8,76.6,24.01,14.41
1973,10,97.3,6.53,97.3,144,76.6,22.54,9.17
1973,11,52.7,6.22,59.9,42.3,64.2,13,1.46
1973,12,1.8,7.19,1.8,79.3,69.8,3.47,-6.14
1974,1,0,6.69,0,15.3,69.8,0.52,-10.14
1974,2,42.7,5.79,42.7,15.2,76.6,9.03,-4.5
1974,3,70.9,4.75,85.6,32.4,51.4,14.93,1.35
1974,4,109,4.37,123.7,100,37.3,20.04,6.51
1974,5,104.3,3.45,146.3,94.6,22.9,25.8,12.53
1974,6,105.4,2.55,167,104.7,17,28.34,15.09
1974,7,33.8,1.09,218.1,32,13.6,36.32,20.75
1974,8,93.2,1,175.9,95.8,11.4,29.26,17.17
1974,9,42.5,-2.64,116.8,43.1,9.8,24.31,9.8
1974,10,101.7,-1.97,101.7,110.9,13.5,21.23,8.17
1974,11,39.2,-1.85,53.6,39,11.3,11.66,0.57
1974,12,13.3,-1.93,13.3,21.1,11.3,6.08,-4.88
1975,1,1.7,-1.59,1.7,33.2,13.1,4.3,-6.92
1975,2,0,-0.95,0,37.6,13.1,1.79,-7.53
1975,3,54.3,-0.82,54.3,43.3,61.6,8.73,-3.53
1975,4,93.3,0.19,108.8,68.6,42.5,18.2,5.14
1975,5,123.4,-0.13,146.3,112.1,25.5,25.6,11.69
1975,6,160.7,1.23,160.7,211.8,66.1,28.57,16.66
1975,7,63.2,-0.68,209,26.4,27.9,33.03,19.13
1975,8,85.7,-0.76,173.5,81.3,19.4,33.56,19.67
1975,9,96.8,-0.74,130,97.3,15.1,25.06,11.42
1975,10,9,-2.01,110.3,6.6,12.4,23.76,6.96
1975,11,54.1,-0.88,54.1,102.5,55.6,12.88,1.25
1975,12,22,-1.04,26.6,17.8,50.7,7.36,-4.16
1976,1,1.7,-1.17,1.7,8,50.7,5.1,-8.56
1976,2,43.8,-1.8,68.3,15.6,27.7,14.26,-2.31
1976,3,59.8,-2.07,86.3,54.1,19.3,13.79,-0.45
1976,4,120.4,-0.93,120.4,149.3,40.7,20.2,7.18
1976,5,116.7,-0.87,139.1,106.4,25,22.34,9.11
1976,6,104.3,-1.51,177.6,102.4,18.1,29.54,15.65
1976,7,57.3,-2.12,204.5,56.3,14.3,32.57,19.35
1976,8,22.3,-3.27,202.4,20.9,11.8,33.3,18.01
1976,9,58.9,-3.75,151,60.3,10.2,28.31,13.25
1976,10,61.6,-3.65,101.9,63.6,8.9,17.73,3.63
1976,11,3.1,-4.21,57.9,2.3,7.9,10.3,-4.93
1976,12,1.6,-4.39,5.5,1.2,7.5,7.5,-8.42
1977,1,0,-4.12,0,24.1,7.5,-1.94,-14.05
1977,2,26.7,-4.76,52.7,3.1,6.8,10.49,-5.02
1977,3,59.8,-4.83,95.3,62.4,6.2,16.09,1.75
1977,4,70.9,-4.79,122.9,74.1,5.7,21.14,8.5
1977,5,144.4,-3.39,144.4,206,57.1,26.32,14.74
1977,6,194.9,-2.18,194.9,233.4,76.6,30.36,17.88
1977,7,105.9,-1.92,206.2,60.4,28.2,33.55,20.7
1977,8,177.2,3.15,177.2,210.8,51.3,30.17,18.21
1977,9,129.8,3.57,129.8,147.4,61.5,27.08,15.21
1977,10,88.5,3.52,96.5,82.8,51.7,20.78,6.87
1977,11,49.6,3.8,49.6,61.5,60.5,11.68,0.55
1977,12,3.7,3.23,3.7,4,60.5,5.59,-6.89
1978,1,0,2.88,0,9,60.5,-3.4,-13.78
1978,2,0,2.96,0,26.3,60.5,-1.99,-11.89
1978,3,67.2,2.62,67.2,43.6,67.5,10.9,-3.15
1978,4,89.1,2.43,108,64.6,40.8,19.3,7
1978,5,124.2,2.41,128.7,127.5,37.6,22.88,10.88
1978,6,111.4,1.62,164.7,101.9,23,30.35,17.03
1978,7,97.2,1.2,204.6,96,17.1,33.67,19.85
1978,8,68.5,0.68,176.9,68.5,13.7,32.52,18.33
1978,9,141.7,1.17,141.7,157.9,21.9,30.38,15.38
1978,10,15.5,-1.37,104.2,10.6,16.5,21.66,5.09
1978,11,53.8,-0.76,53.8,77.4,36.2,11.5,0.57
1978,12,2.3,-0.93,2.3,8,36.2,4.67,-7.11
1979,1,0,1.12,0,58.9,36.2,-5.58,-16.09
1979,2,0,1,0,10.6,36.2,-1.03,-13.28
1979,3,70.5,2.03,70.5,117.8,76.6,12.39,0.02
1979,4,81.3,2.16,98,54.6,48,17.53,4.76
1979,5,95.3,1.49,145.5,76.8,25.7,23.58,10.35
1979,6,134.7,1.14,168.3,134.1,18.4,29.29,15.8
1979,7,136.6,1.59,162.1,139.7,14.4,30.49,19.6
1979,8,67.9,1.09,166.9,68.9,12,31.2,18.32
1979,9,35.4,-1.35,138.8,35.4,10.2,29.28,12.7
1979,10,120.1,0.67,120.1,140.9,23.9,23.08,6.93
1979,11,44.3,0.84,48.4,45.1,22.5,10.6,-1.25
1979,12,13,-0.73,35,7.7,16.8,8.99,-4.43
1980,1,0,0.1,0,33.1,16.8,3.27,-7.34
1980,2,0,0.15,0,23.2,16.8,1.78,-8.67
1980,3,63.5,1.07,63.5,105.2,76.6,9.85,-2.19
1980,4,83.4,0.76,112.2,35,28.2,18.98,4.95
1980,5,66.1,-0.79,139.2,60.4,19.5,24.86,10.65
1980,6,59.7,-2.3,191.8,58.2,15.1,31.83,18.19
1980,7,32.7,-3.44,244.1,31.6,12.4,38.03,22.18
1980,8,95.7,-3.28,206.9,98.8,10.6,34.97,20.41
1980,9,45.7,-3.93,150.3,46.7,9.2,29.32,14.63
1980,10,92,-3.39,110.3,95.7,8.2,21.1,5.05
1980,11,4.8,-4.05,66,4.2,7.3,14.66,0.44
1980,12,16.7,-3.07,16.7,63.7,30.2,6.53,-4.76
1981,1,6.4,-3.13,6.4,3.3,30.2,6.84,-7.08
1981,2,31,-3.28,39.1,9.5,26.3,9.15,-5.31
1981,3,48.2,-3.73,92.5,42.7,18.6,14.76,0.38
1981,4,50.9,-4.59,147.1,49.3,14.6,23.77,9.8
1981,5,133.7,-3.34,133.7,180.5,52.4,22.19,9.83
1981,6,166.2,-2.6,168.3,172.7,50.3,30.18,17.92
1981,7,158.1,-1.21,166.3,158.4,42.7,31.46,20.73
1981,8,103.3,2.44,148.6,89.5,24.5,29.5,17.38
1981,9,84,1.83,136.6,81.3,17.8,27.53,13.55
1981,10,66.7,1.57,88.2,66.4,14.1,18.45,7.1
1981,11,54.8,2.2,54.8,96.1,50.6,14.1,1.42
1981,12,2.9,2.04,2.9,19.8,50.6,4.17,-5.71
1982,1,0,2.33,0,31.7,50.6,-0.06,-12.65
1982,2,0,2.25,0,17.3,50.6,3.8,-8.71
1982,3,76.2,2.07,76.2,52.7,76.6,12.7,-1.05
1982,4,82.9,1.55,108.9,39.5,32,17.55,3.61
1982,5,111.9,2.89,111.9,223.6,76.6,23.62,12.71
1982,6,134.5,3.37,134.5,158.5,76.6,26.03,14.77
1982,7,156.3,3.9,183.6,115.1,29.7,32.33,20.13
1982,8,114.4,4.08,157.7,110.4,20.2,30.4,19.27
1982,9,66.1,3.23,120,64.6,15.5,26.03,14.11
1982,10,46.7,2.36,99.2,46.2,12.7,21.34,6.25
1982,11,34.7,1.88,50.9,34.4,10.7,11.44,-0.69
1982,12,20,2.05,20,56.6,35.9,6.78,-3.9
1983,1,1.2,2.1,1.2,30.1,38.1,2.99,-5.53
1983,2,16.7,2.06,16.7,25.6,59.2,6.21,-3.64
1983,3,58.6,2.52,58.6,86.6,76.6,10.81,0.69
1983,4,79,3.71,79,112.1,76.6,13.64,2.96
1983,5,124,3.92,128.8,121.8,68.4,21.9,9.29
1983,6,133.5,3.94,135.4,137.6,65.6,28.03,16.2
1983,7,51.4,2.83,211.1,14.4,27.9,34.58,20.84
1983,8,45.8,1.58,187.9,39.2,19.4,36.47,21.79
1983,9,57.9,-2.37,163,56.4,15,29.63,14.59
1983,10,92.5,-1.48,92.5,118.5,35.1,19.73,9.06
1983,11,44.7,1.43,44.7,76.4,62.9,11.84,2.04
1983,12,0,1.62,0,26,62.9,-4.3,-13.12
1984,1,0,1.45,0,6.2,62.9,1.76,-8.93
1984,2,50.1,1.25,50.1,25.5,67,10.88,-2.27
1984,3,54,2.17,54,108.1,76.6,8.08,-2.47
1984,4,81.4,3.97,81.4,145.6,76.6,15.47,4.55
1984,5,112.2,3.92,123.5,97.7,57.2,22.57,10.14
1984,6,159.8,4.88,159.8,242.4,76.6,29.41,17.56
1984,7,84,4.25,194.3,37.4,28.2,32.56,18.42
1984,8,41.6,2.85,180.4,34.7,19.5,34.27,18.77
1984,9,89.9,2.25,143.7,90,15.1,26.7,12.65
1984,10,78.5,2.49,78.5,96.9,28.7,19.28,7.63
1984,11,25.2,1.73,64.7,17.1,19.7,13.26,0.72
1984,12,29.6,1.96,29.6,67.3,46.3,7.26,-4.06
1985,1,0,1.95,0,27.5,46.3,-0.6,-12.27
1985,2,0,2.25,0,35.4,46.3,2.18,-9.35
1985,3,83.6,1.86,83.6,41.9,70,14.8,1.96
1985,4,103,2.01,112.7,93.2,55.6,20.79,7.71
1985,5,125,1.68,144.3,109.9,35,25.02,12.62
1985,6,147.9,1.58,161.8,147.3,27,27.61,14.81
1985,7,70.6,0.89,190,65.9,19,33.12,19.08
1985,8,152,2.06,152,162.7,21.5,28.82,17.22
1985,9,107.3,2.9,107.3,171.1,76.6,24.96,13.73
1985,10,86.5,3.62,86.5,117.2,76.6,19.39,7.42
1985,11,31.8,3.57,34.2,29.2,72.6,7.26,-3.07
1985,12,0,3.41,0,15.9,72.6,1.7,-10.18
1986,1,29.1,2.8,37.8,0,58.8,9.44,-5.72
1986,2,5.9,2.85,5.9,32.8,61.5,5.47,-5.79
1986,3,81,2.17,99,38.1,39.3,17.22,1.88
1986,4,104.4,2.05,123.8,96.2,26.3,21.08,6.89
1986,5,132.1,2.16,132.1,142,29.1,24.31,12.11
1986,6,140.4,1.92,159.7,138.4,20.2,31.25,18.32
1986,7,126.6,1.97,191.4,128.4,15.5,33.1,20.83
1986,8,132.5,2.66,148.3,136.5,12.7,28.75,16.94
1986,9,128.8,3.41,128.8,190.4,64.8,27.63,16.35
1986,10,77.6,3.96,77.6,108.2,76.6,19.16,7.45
1986,11,37.1,3.65,46.7,21.7,60.2,10.27,-3
1986,12,16.7,3.44,16.7,29.5,64.8,6.48,-4.12
1987,1,1.6,3.4,1.6,19.4,65.3,4.3,-6.94
1987,2,46.2,3.12,46.2,29.5,69.5,10.32,-1.98
1987,3,80.2,4.39,80.2,150.4,76.6,14.32,0.76
1987,4,99.4,4.14,121.6,64.6,38.6,21.16,5.66
1987,5,146.3,4.24,146.3,162.3,46.5,26.35,14.05
1987,6,114.3,3.41,161.5,98,25.3,30.69,17.64
1987,7,67.8,2.5,193.7,63.9,18.2,32.81,19.83
1987,8,156.3,3.36,165.6,161.9,15.7,31.05,18.15
1987,9,60.5,2.51,120.5,60.6,12.8,27.09,12.85
1987,10,53,1.83,100.5,53.7,10.8,19.1,3.9
1987,11,49.9,1.62,54.7,51.7,10.1,13.44,2.42
1987,12,23.6,1.13,23.6,27.2,10.1,6.31,-3.35
1988,1,0,0.78,0,19.1,10.1,2.37,-9.64
1988,2,1.8,0.58,1.8,11.5,10.2,5.72,-8.72
1988,3,48.1,-2,89.2,18.2,8.9,14.26,-1.47
1988,4,68.7,-2.24,120.1,71.3,7.9,19.44,4.3
1988,5,72.5,-2.95,163.2,75.5,7.2,26.86,12.83
1988,6,75.8,-3.88,198,79.2,6.5,32.57,17.77
1988,7,79,-3.75,181.3,82.6,6,32.11,18.88
1988,8,44.9,-4.26,190.4,46.7,5.5,34.09,19.37
1988,9,48.3,-4.81,154.7,50.4,5.1,29.02,13.82
1988,10,9.5,-5.37,94.2,9.7,4.8,19.08,4.97
1988,11,26.6,-5.45,68.2,27.7,4.5,14.55,0.39
1988,12,12.2,-6.04,45.4,12.6,4.3,9.65,-5.01
1989,1,24.4,-6.5,39.2,25.4,4,9.38,-4.27
1989,2,0,-5.94,0,14.4,4,0.29,-11.41
1989,3,55.4,-5.96,85.9,43.7,3.8,14.85,-1.59
1989,4,10.4,-7.07,129.5,10.8,3.6,22.26,6.44
1989,5,83.9,-6.99,151.9,88.1,3.5,24.9,10.76
1989,6,116.5,-6.43,148.2,122.5,3.3,27.96,15.44
1989,7,78.2,-6.03,173.7,82.1,3.2,32.28,19.38
1989,8,137.5,-4.56,159.2,144.6,3,30.95,18.11
1989,9,115.3,-3.33,115.3,159.1,38.9,24.91,11.43
1989,10,79,-3.17,110.1,66.9,23.4,22.52,6.87
1989,11,6.2,-3.87,69.6,0.1,17.3,14.21,-1.9
1989,12,0,-3.69,0,12.3,17.3,1.85,-11.95
1990,1,38.8,-3.9,44,27.1,15.9,9.67,-4.13
1990,2,30.6,-4.03,43,29.1,13.1,8.87,-4.51
1990,3,75.8,-3.31,75.8,99.1,31.4,13.96,1.56
1990,4,42.2,-3.57,98.3,33.3,20.8,18.04,4.72
1990,5,121.8,-2.94,121.8,133.6,25.9,21.69,10.05
1990,6,143.4,-2.86,183.3,143.1,18.5,31.01,18.5
1990,7,112.2,-2.51,187.7,113.9,14.5,32.23,19.2
1990,8,119,-1.78,166.6,122.6,12,31.56,18.78
1990,9,34.3,-2.69,138.8,34.2,10.3,30.31,14.94
1990,10,43,-3.23,119.7,43.9,9,21.93,6.12
1990,11,52.1,-3.16,76.1,53.8,8,16.85,2.24
1990,12,0,-3.04,0,15.2,8,4.03,-8.11
1991,1,0,-2.87,0,21.6,8,0.97,-10.52
1991,2,39.4,-3.62,55.8,3.8,7.2,12.81,-3.25
1991,3,54.5,-3.96,101.5,56.7,6.6,16.79,0.79
1991,4,83.6,-3.59,110.8,87.4,6,20.39,7.7
1991,5,123.9,-3.11,129.8,130,5.6,25.85,14
1991,6,65.2,-3.86,168.5,68.2,5.2,30.98,18.85
1991,7,44.8,-4.35,203.8,46.8,4.8,34.54,19.87
1991,8,57,-4.46,176.1,59.7,4.5,32.9,18.13
1991,9,41.2,-4.99,141.9,43.1,4.3,28.25,13.53
1991,10,50,-5.16,119.2,52.4,4,22.48,6.42
1991,11,34.4,-4.05,34.4,70.5,35.1,7.77,-2.98
