"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 06/06/2023

Product: Historical Climate (Monthly) - TerraClimate(http://www.climatologylab.org/terraclimate.html) 
"Location (Lat/Lon of 4-km Grid Cell Center): 39.1042 North,-96.6042 East" 
Variable List: 
aet: aet (Actual Evapotranspiration)
PDSI: pdsi (Palmer Drought Severity Index (PDSI))
pet: pet (Grass Reference Evapotranspiration (ETo))
ppt: ppt (Precipitation)
soil: soil (Soil Moisture)
tmax: tmax (Maximum Temperature)
tmin: tmin (Minimum Temperature)
********************************************************
Year,Month,aet(mm),PDSI(unitless),pet(mm),ppt(mm),soil(mm),tmax(degC),tmin(degC)
1991,12,29,-3.42,29,45.7,50.1,7.47,-2.49
1992,1,30.9,-2.8,31.4,30.9,49.6,8.29,-3.71
1992,2,34,-2.72,46.6,23.8,38.1,11.03,-1.57
1992,3,86.5,-2.2,86.5,95.8,42.7,15.42,1.79
1992,4,60.2,-2.53,111,44.2,24.5,19.38,5.28
1992,5,60.4,-3.16,141,56.6,17.8,23.95,10.4
1992,6,133.8,-2.57,133.8,145,21.8,26.62,14.48
1992,7,169.9,2.07,169.9,240.5,76.6,30.59,18.02
1992,8,98.5,2.52,143.1,52.7,28.2,28.11,15.9
1992,9,109.8,2.27,134.1,106.4,19.5,27.18,13.16
1992,10,79.4,2.1,94.1,79.1,15.2,20.95,6.17
1992,11,35.2,3.05,35.2,100.8,75.7,7.5,-0.36
1992,12,5.4,3.46,5.4,44,76.6,4.66,-4.91
1993,1,0,4.04,0,40.9,76.6,0.47,-9.13
1993,2,0,4.15,0,32.6,76.6,2.7,-7.59
1993,3,55.5,4.13,55.5,67.3,76.6,10.41,-1.43
1993,4,81,4.46,85.1,75.8,69.5,16.06,4
1993,5,110.3,5.85,110.3,211.2,76.6,22.47,11.26
1993,6,154.2,5.92,154.2,168.6,76.6,28.42,16.06
1993,7,161.5,8.03,161.5,250.7,76.6,30.91,19.82
1993,8,141.4,8.95,155.6,123.3,52.3,31.72,19.22
1993,9,120,8.89,120,142,67.2,24.8,10.62
1993,10,64.4,7.77,85.8,36.2,37.2,19.21,5.66
1993,11,35.6,6.93,50.7,27.6,27.8,10.48,-2.41
1993,12,24.8,5.92,28.8,24.1,26,7.63,-4.07
1994,1,0,5.22,0,17.2,26,2.2,-8.8
1994,2,1.7,4.72,1.7,16.6,26.3,5.34,-8.56
1994,3,47.2,3.29,95.9,10,18.7,16.86,-0.16
1994,4,105.3,3.17,121.1,106.6,14.6,20.17,5.09
1994,5,54.5,1.87,144,54.7,12.1,25.51,11.18
1994,6,113.8,1.22,171.3,117.9,10.3,30.99,18.32
1994,7,100.9,1.14,176,104.8,9,31.06,18.2
1994,8,79.7,0.81,175,82.9,8,31.93,18.21
1994,9,30.3,-2.76,134.4,31,7.2,27.43,13.25
1994,10,55.9,-2.75,91.8,58.1,6.6,21.71,8
1994,11,51.6,-2.5,59.3,53.7,6,13.11,2.14
1994,12,24.7,-2.48,24.7,33.1,10.9,7.26,-3.34
1995,1,0.9,-2.13,0.9,32,12.2,3.73,-7.67
1995,2,39.3,-2.49,43.5,8.8,11.5,9.62,-3.88
1995,3,70.5,-2.12,70.5,79.3,16.3,13.3,0.45
1995,4,75.3,-1.84,98,76,13.2,17.77,4.22
1995,5,91.5,2.63,91.5,281.8,76.6,20.17,9.6
1995,6,136.5,2.8,139.5,138.4,71.6,27.87,16.13
1995,7,143.4,3.18,186.8,105.2,28.1,33.3,19.84
1995,8,93.8,2.87,169.1,89.6,19.5,33.55,20.83
1995,9,99.3,2.6,124,99.9,15.1,25.92,12.61
1995,10,16.7,1.17,108,14.7,12.4,22.17,6.07
1995,11,19.6,-1.65,58,18.6,10.6,12.31,-2.3
1995,12,3.5,-1.79,3.5,12.3,10.6,4.52,-5.24
1996,1,0,-1.88,0,16.7,10.6,2.74,-10.16
1996,2,26.7,-2.14,26.7,2.8,10.6,9.3,-6.28
1996,3,35.2,-2.54,70.2,35,9.2,11.42,-4.74
1996,4,44.6,-3.39,131.9,45.9,8.2,20.42,4.35
1996,5,126.9,-1.88,126.9,212,76.6,23.95,12.95
1996,6,141.5,-1.63,157.2,120.4,49.6,30.29,17.94
1996,7,126.5,-1.1,176.2,108.3,26,31.13,19.17
1996,8,130.7,2.22,135.2,135.6,24.1,29.85,18.5
1996,9,109.8,2.34,109.8,115.6,24.1,25.4,12.55
1996,10,69.8,1.96,100.3,66.6,17.6,20.78,7.17
1996,11,43.1,2.39,43.1,75,45.6,8.17,-1.75
1996,12,2.2,1.83,2.2,2.1,45.6,4.9,-6.83
1997,1,0,1.32,0,4.9,45.6,2.8,-10.38
1997,2,13.3,2.03,13.3,55.8,69.4,6.17,-4.35
1997,3,65.5,1.14,90.6,8.3,32.5,15.46,-1.1
1997,4,85.5,1.88,85.5,114.4,55.6,15.7,2.79
1997,5,123.8,1.88,134.4,118.4,44.3,22.47,8.43
1997,6,114.4,1.31,146.9,99.9,24.9,29.04,16.42
1997,7,85.3,0.96,176.4,82.6,18,31.71,19.53
1997,8,96.2,1.15,147.3,97.3,14.2,29.88,18
1997,9,91.8,0.91,124.6,94.1,11.8,27.85,14.48
1997,10,90.2,1.2,90.2,98.7,15.3,20.6,7.64
1997,11,30.9,0.97,45.4,29.6,12.6,10.2,-1.15
1997,12,9.5,1.33,9.5,50.5,30.6,5,-3.62
1998,1,2.9,1.19,2.9,17.7,33.9,4.6,-5.37
1998,2,34.1,1.3,34.1,35.8,64,9.39,-1.37
1998,3,37.8,2.26,37.8,101.2,76.6,8.36,-2.22
1998,4,81.6,2.55,93.1,64.6,56.9,17.87,5.39
1998,5,73.8,1.47,147.8,46.3,27.1,27.32,13.43
1998,6,162.2,1.6,166.5,168.8,25.3,29.32,16.21
1998,7,160.9,2.68,160.9,193.4,48.1,31.54,20.75
1998,8,71.8,2.31,160.8,52,25.7,32.35,19.28
1998,9,130.7,2.42,136,135.4,23.6,30.49,17.02
1998,10,91.3,2.76,91.3,111.3,38,21.2,8.63
1998,11,59.3,4.19,59.3,133.3,76.6,14.35,2.8
1998,12,18.9,3.62,22.3,13.7,70.8,7.84,-4.62
1999,1,0,3.96,0,34.6,70.8,3.43,-7.74
1999,2,49.5,3.31,50.2,16.4,69.8,11.63,-1.84
1999,3,60.3,2.61,78.6,34.7,42.6,12.56,-0.78
1999,4,89.4,4.06,89.4,167.7,76.6,18,6.34
1999,5,126.9,4.93,126.9,172.9,76.6,23.64,11.29
1999,6,131.7,5.4,131.7,173.6,76.6,27.1,16.62
1999,7,103.2,5,187.3,57.6,28.2,33.3,21.19
1999,8,67.3,4.05,169.6,61.8,19.5,31.61,18.52
1999,9,100.8,3.64,125.1,101.5,15.1,25.71,12.12
1999,10,9.4,2,106.2,7,12.4,21.76,5.77
1999,11,34.4,1.17,77.4,34.2,10.6,18.52,2.68
1999,12,27.7,0.62,30.9,28.5,10.1,8.18,-4
2000,1,3.4,-2.66,3.4,7,10.1,5.79,-6.73
2000,2,43.9,-2.47,43.9,48.9,15.9,11.19,-2.89
2000,3,73.1,-2.17,76.8,75.9,15,14.75,1.71
2000,4,40.1,-2.82,114.7,39.4,12.3,19.46,4.94
2000,5,66.9,-3.39,145.8,68.5,10.5,26.26,12.58
2000,6,154.6,-2.79,159,162.1,9.9,28.17,15.66
2000,7,81.5,-2.66,167.3,84.5,8.7,31.35,19.52
2000,8,19.2,-3.73,190.9,19.3,7.7,35.08,20.42
2000,9,42.1,-4.52,164.6,43.6,7,29.9,13.74
2000,10,90.2,-3.77,94.1,94.6,6.6,21.73,9.29
2000,11,35.5,-3.29,35.5,39.6,8.2,8.41,-3.19
2000,12,0,-3.08,0,15.4,8.2,-0.94,-11.33
2001,1,1.5,-2.47,1.5,34.7,10.9,4.43,-6.99
2001,2,1.2,-0.98,1.2,66.6,15.7,3.64,-7.43
2001,3,59.3,-0.77,59.3,50,76.6,10.51,-1.6
2001,4,102.8,1.71,119,76.8,48.8,21.48,7.97
2001,5,135.2,2.04,135.2,149.3,55.4,24.85,12.15
2001,6,160,2.46,160,188.1,74.1,29.04,16.54
2001,7,152.9,2.82,189.6,112.6,28.2,34.13,21.72
2001,8,126.4,3.08,172.7,124,19.5,32.77,19.02
2001,9,117.4,3.5,117.4,156,50.3,26.29,13.17
2001,10,74,2.96,98,54.4,28,20.58,6.68
2001,11,24.4,2.1,58.7,16.7,19.4,16.61,3.96
2001,12,10.2,0.9,36.6,6.2,15.1,9.42,-3.92
2002,1,17.7,-1.72,17.7,30.4,17.5,7.99,-5.99
2002,2,24.4,-2.08,36,13.2,14.5,8.76,-4.75
2002,3,25.4,-2.68,69.9,24.1,12,11.32,-3.9
2002,4,91.8,-2.33,109.9,94.8,10.3,20.57,6.57
2002,5,136.7,-1.77,136.7,149.8,15.8,23.09,10.04
2002,6,64.8,-2.69,171.9,65.1,12.9,31.07,18.05
2002,7,50.9,-3.16,191.4,51.5,10.9,33.98,20.68
2002,8,73.5,-3.06,165.1,75.8,9.4,31.95,19.34
2002,9,46.8,-3.61,136.9,48.1,8.4,29.23,14.92
2002,10,68.5,-1.88,68.5,149.6,76.6,15.93,4.89
2002,11,34,-1.88,49.4,7.9,50.2,12.31,-0.84
2002,12,15.4,-2.41,29.9,2.1,36.7,8.58,-4.28
2003,1,1.3,-2.46,1.3,9.4,36.7,4.48,-8.3
2003,2,1.9,-1.97,1.9,26.8,38,5,-7.39
2003,3,75.3,-1.88,77.1,46.5,36.9,14.02,-0.73
2003,4,107.3,-1.12,112.2,109.7,33.9,20.08,6.88
2003,5,98.9,-1.19,130.5,91.4,21.8,23.63,10.61
2003,6,140.8,-0.87,145.9,146.4,20.1,27.87,15.48
2003,7,32.8,-1.87,208.7,29.7,15.5,34.48,20.25
2003,8,114.2,-1.28,171.1,117.2,12.6,33.83,19.81
2003,9,100.5,-1.11,127.1,103.7,10.7,25.3,11.67
2003,10,44.5,-1.54,96.3,45.3,9.3,21.99,7.12
2003,11,37.9,-1.55,51.2,38.8,8.2,12.08,0.47
2003,12,32,-1.71,32,36.1,9.1,7.3,-3.03
2004,1,0,-1.57,0,27.3,9.1,3.52,-8.39
2004,2,2.1,-1.09,2.1,31.4,12.7,5.11,-7.08
2004,3,80.2,0.71,80.2,110.8,76.6,15.54,2.42
2004,4,89,-0.03,115.5,45.7,31.1,19.87,6.61
2004,5,116.6,-0.19,149.5,111.9,20.7,25.8,12.84
2004,6,142.2,0.73,147.8,147.9,19,27.53,15.62
2004,7,155.3,1.63,155.3,166.5,21.9,29.8,18.45
2004,8,103,1.93,156.3,102.6,16.5,29.13,16.41
2004,9,53.4,0.86,143.9,52.9,13.3,29.51,14.7
2004,10,50.7,-1.15,92.6,51.1,11.2,20.88,8.49
2004,11,46.1,-0.99,48,48.2,10.9,12.61,2.36
2004,12,10.4,-1.69,30.3,9.4,9.4,8.58,-4.75
2005,1,0,-1.26,0,41,9.4,2.81,-6.97
2005,2,37,-0.56,37,57,63.5,9.53,-2.78
2005,3,63.2,-1.01,87,32.1,32.8,14.36,-0.49
2005,4,64.3,-1.45,110.9,55.7,21.4,20.05,6.73
2005,5,80.8,-2.05,154.4,79.5,16.2,25.05,11.09
2005,6,169.7,-1.03,169.7,225.4,60.6,30.47,18.09
2005,7,103.7,-0.97,191.9,74.2,27.5,32.74,19.63
2005,8,146.3,1.65,155.8,149.7,23.4,31.47,19.39
2005,9,87.1,1.08,146,85.2,17.2,29.77,16.08
2005,10,86.8,1.16,97.2,88.6,14.6,21.57,7.78
2005,11,26.6,-0.62,68.4,25.3,12.1,15.35,1.21
2005,12,2.5,-0.85,2.5,17.7,12.1,4.87,-6.47
2006,1,26.5,-1.9,51.6,11,10.3,12.23,-2.11
2006,2,1.5,-2.55,24,0.2,9,8.57,-6.56
2006,3,59.2,-2.71,84,61.2,8,14.26,0.81
2006,4,88.1,-2.75,134.8,91.9,7.2,23.43,8.28
2006,5,78.8,-3.22,154.6,82.2,6.6,25.8,12.47
2006,6,77.7,-4.01,190.5,81.3,6,31.38,17.11
2006,7,75.5,-4.12,205.7,78.9,5.6,34.42,20.87
2006,8,167.8,-2.19,167.8,192.2,20.3,32.52,20.12
2006,9,87.7,-1.97,127,87.3,15.6,25.75,12.11
2006,10,56.6,-2.1,94.2,56.5,12.7,19.8,6.18
2006,11,12.9,-2.69,59.5,11.5,10.8,14.43,0.29
2006,12,38.8,-2.39,38.8,58.5,27.3,9.21,-2.9
2007,1,0,-2.2,0,23.5,27.3,2.99,-7.63
2007,2,1.5,-1.57,1.5,34.8,29.3,4.35,-7.69
2007,3,85.6,-0.99,85.6,89.1,76.6,17.99,4.75
2007,4,94.5,1.23,104.6,81.1,59.2,17.63,4.79
2007,5,131.7,3.07,131.7,257.2,76.6,25.35,14.07
2007,6,139.6,2.99,151.4,125.7,56.5,28.5,17.42
2007,7,114.9,3.08,172.1,90,27,31.73,20.06
2007,8,95.9,2.67,180.8,92.4,19,33.69,21.47
2007,9,86.4,2.01,146.4,86.6,14.8,28.68,14.8
2007,10,100.3,2.82,100.3,150.7,57.7,22.31,8.8
2007,11,33.3,1.95,69.2,3,27.2,14.44,-0.51
2007,12,1.4,2.92,1.4,75.7,32.4,3.88,-6.75
2008,1,0,2.74,0,10.7,32.4,3.7,-8.58
2008,2,2.3,3.08,2.3,36.9,38.8,5.08,-7.26
2008,3,73.7,2.85,73.7,53.9,76.6,12.74,-1.12
2008,4,92.8,3.2,99,85.2,66,17.38,4.35
2008,5,141.1,3.18,149.3,136.8,54.8,23.95,11.06
2008,6,172.9,3.51,172.9,203.3,75.1,29.35,17.25
2008,7,156.7,3.92,180,124.1,36.3,32.07,19.97
2008,8,90.6,3.61,159.7,81,22.6,30.66,18.44
2008,9,113,3.95,113,150.7,52.8,26.05,13.51
2008,10,93.7,4.33,93.7,117.2,70.4,20.48,6.73
2008,11,43.6,4,54.8,28.2,53.6,12.71,0.59
2008,12,1.8,3.74,1.8,20.4,53.6,5.14,-8.19
2009,1,1.4,3.2,1.4,2.7,53.6,5.27,-9.09
2009,2,39.4,2.53,48.2,12.2,44.7,10.57,-4.96
2009,3,71.2,2.22,84,64.2,34.5,14.54,-0.08
2009,4,105.6,3.02,105.6,133.1,55.3,18.62,4.78
2009,5,76.2,2.08,138.6,50.3,26.9,24.35,11.52
2009,6,159.4,2.44,159.4,193.7,51.5,29.54,17.95
2009,7,151.1,2.95,173.6,136.4,30,30.21,17.8
2009,8,117.1,3.12,159.6,113.1,20.3,29.86,17.26
2009,9,79.6,2.66,106.1,78.8,15.6,25.71,13.2
2009,10,71.3,3.08,71.3,105.8,44.8,15.53,4.54
2009,11,46,2.85,56.6,39.5,36.3,15.82,2.98
2009,12,0,3.19,0,48,36.3,2.2,-7.77
2010,1,0,2.95,0,12.8,36.3,0.05,-9.11
2010,2,0,2.94,0,23,36.3,2.37,-7.44
2010,3,69.3,2.89,69.3,64.4,76.6,13.41,1.2
2010,4,109.6,3.04,124.7,88.2,50.8,21.86,8.07
2010,5,120.7,2.95,130.4,117.5,41.7,23.33,11.37
2010,6,167.9,3.18,167.9,191.1,55.3,30.7,18.89
2010,7,148.4,3.71,167,135.5,35.6,32.13,20.88
2010,8,89.5,3.31,176.5,80.2,22.4,33.82,19.74
2010,9,130.9,3.31,139.9,134.6,19.3,28.26,14.37
2010,10,29.1,1.99,111.4,26.1,15,23.59,7.05
2010,11,58.9,1.88,63.7,60.9,14,13.63,0.03
2010,12,2.7,1.26,2.7,3.6,14,5.27,-6.87
2011,1,0,1.06,0,24.4,14,1.68,-10.71
2011,2,2.3,1.23,2.3,29.6,17,5.83,-7.74
2011,3,73.3,0.8,73.3,33.2,22,13.18,0.03
2011,4,75.6,-1.06,118,73.8,16.5,20.31,5.69
2011,5,137.9,0.43,137.9,157.1,27.8,24.11,10.86
2011,6,114.7,-0.57,185.9,111.8,19.4,31.14,18.05
2011,7,69.4,-1.07,195,68.5,15,35.47,22.57
2011,8,114.3,-0.58,172.1,117.5,12.4,33.18,19.76
2011,9,37.7,-1.42,129.5,37.8,10.5,26.42,11.26
2011,10,24.1,-2.34,110.7,23.9,9.2,23,6.47
2011,11,65,-1.77,65,77.8,18,13.81,0.41
2011,12,25.2,-1.06,25.2,61.2,46.2,7.46,-3.86
2012,1,19.2,-1.3,30.5,5.1,36.8,9.02,-5.86
2012,2,39.2,-0.71,39.2,59.9,53.6,9.03,-3.99
2012,3,85.8,-0.85,102.3,71.7,36.9,21.16,6.05
2012,4,109.6,-0.68,130.6,101.7,23.9,22.01,8.35
2012,5,52.4,-2.01,179,48.4,17.5,28.33,13.5
2012,6,98.5,-2.81,204.8,99.9,13.9,32.18,17.78
2012,7,27,-3.85,228,26,11.6,37,21.87
2012,8,72.7,-3.83,186.6,74.8,10,32.65,17.27
2012,9,43.3,-4.37,139.4,44.3,8.8,28.36,12.35
2012,10,61,-4.18,99,63.2,7.8,20.3,5.5
2012,11,19.8,-4.5,66.8,20,7.1,16.15,0.35
2012,12,22.7,-4.51,26.2,23.4,6.7,8,-4.51
2013,1,4.3,-4.43,4.3,19.2,6.9,6.15,-6.72
2013,2,13.7,-3.71,13.7,32.6,14.5,7.17,-5.94
2013,3,60.2,-3.65,68.8,36.8,12.7,10.68,-2.63
2013,4,90.3,-2.9,91.4,94.8,12.5,16.65,3.07
2013,5,123.6,-1.73,123.6,184.3,64,23.79,11.04
2013,6,106.2,-2.29,170.6,73.7,27.8,29.93,17.28
2013,7,96.6,-2.15,180,92.8,19.3,31.58,19.07
2013,8,139.7,-0.98,150.7,143.7,16.2,30.67,19.16
2013,9,70,-1.5,145.8,70.5,13.1,29.96,15.4
2013,10,88.7,-1.08,94.6,92.2,12,20.43,6.04
2013,11,29.9,-1.31,56.8,29.7,10.3,12.08,-1.41
2013,12,1.3,-1.42,1.3,13.2,10.3,4.74,-8.54
2014,1,0,-1.71,0,9.6,10.3,4.18,-10.18
2014,2,0,-1.42,0,22.2,10.3,2.7,-9.68
2014,3,57.2,-2.11,81.5,15.1,9,12.81,-3.5
2014,4,59.7,-2.5,119.4,61.8,8,19.97,5.17
2014,5,78,-2.97,150.9,81.2,7.2,26.42,11.71
2014,6,155.7,-1.72,155.7,226.6,66.7,29.16,17.89
2014,7,81.4,-1.74,182.9,44.9,27.9,30.25,17.48
2014,8,149.9,1.64,159,153.6,23.9,32.1,19.33
2014,9,110.3,1.58,128.4,109.4,17.5,27.22,14.03
2014,10,87.7,1.54,101,88.8,14.1,22.23,7.47
2014,11,12.2,0.71,54,10.4,11.7,10.52,-3.23
2014,12,21.4,-0.18,21.4,32.7,19.4,6.26,-2.4
2015,1,2.9,0.11,2.9,30.5,21.5,6.44,-7.84
2015,2,0,-0.53,0,15.5,21.5,4.09,-9.98
2015,3,59.5,-1.36,89,14.2,16.2,16.61,-0.35
2015,4,68.4,-1.74,123.8,68.7,13.1,20.67,6.83
2015,5,113.7,1.41,113.7,216.4,76.6,22.82,11.79
2015,6,159,2.03,159,180.8,76.6,30.12,18.22
2015,7,165.7,3.42,171.3,164.4,67.1,31.55,20.07
2015,8,130.8,4.3,158.2,97.4,28.8,30.14,17.63
2015,9,121.1,4.08,139.6,118.6,20.4,29.71,16.78
2015,10,41.9,3.07,101.8,39.1,15.6,22.38,8.06
2015,11,61.7,3.52,61.7,96.6,45.7,15.18,2.68
2015,12,38.7,3.72,38.7,65.3,69,9.81,-1.98
2016,1,1.6,3.6,1.6,20.6,69.6,4.3,-6.6
2016,2,43,2.9,52.2,12.6,56,11,-3.5
2016,3,66.4,2,95.4,39.4,27,18,2.1
2016,4,118.5,2.5,118.5,132.7,34.5,20.6,6.8
2016,5,127.8,3.5,127.8,204.6,76.6,23.7,10.8
2016,6,103.8,2.2,184.3,58.3,28.2,32.3,18.9
2016,7,174.4,2.9,178.4,181.7,26.4,32,20.5
2016,8,148.7,3.9,148.7,161.1,30.8,31.1,19.2
2016,9,131.1,4.3,131.1,160.4,52,28.9,15.6
2016,10,73.2,3.6,104.7,50.1,26.4,24.3,9.2
2016,11,22.9,2.5,64.4,16,18.7,17.3,3.3
2016,12,3.2,2.3,3.2,25.8,19.5,5.6,-7
2017,1,5,2.7,5,46.3,32.3,5.7,-5.7
2017,2,52.7,1.9,52.7,8.2,33.5,13.4,-1.8
2017,3,83.4,1.7,95.7,80.1,26.8,15.9,1.6
2017,4,103.3,3,103.3,162.7,76.6,19.8,7.2
2017,5,144.6,3.5,144.6,157.8,76.6,24.5,10.6
2017,6,190,3.8,191.4,197.6,74.3,30.4,17.1
2017,7,136.4,4,184.8,95,28.2,32.9,20.4
2017,8,126.6,4.3,150.1,124.1,19.5,29.2,16.6
2017,9,87.2,3.6,134.4,87.2,15.1,29.2,14.9
2017,10,98.3,3.8,98.3,118,28.9,21.7,7.2
2017,11,14.8,2.7,64.1,6,19.8,14.4,0.8
2017,12,6.7,1.9,12.1,5.2,18.2,6.7,-5.7
2018,1,1.1,1.3,1.1,16,18.2,5,-8.8
2018,2,2.4,1.2,2.4,18.1,19.2,6.1,-7.9
2018,3,68.7,-1.7,83.4,38.5,15,14.4,-0.1
2018,4,33.2,-2.4,99.3,32.1,12.3,16,1.3
2018,5,109.9,-2.3,143.9,113.8,10.5,29,15
2018,6,160.6,-2,176.3,167.6,9.2,31.9,19.4
2018,7,71.7,-2.1,169.2,74.4,8.1,32.1,19.6
2018,8,111.2,-1.3,146.3,116.2,7.3,31.1,18.9
2018,9,108.8,-0.9,108.8,117.1,9.8,27.7,16.1
2018,10,76.3,2.4,76.3,177.6,76.6,19.2,6
2018,11,38.8,2.6,41.1,36.7,72.7,9.8,-3.2
2018,12,14.8,3.7,14.8,76.8,76.6,6.9,-4.5
2019,1,2,4,2,32.1,76.6,4.8,-6.9
2019,2,0,4.2,0,35.3,76.6,4,-8.7
2019,3,61.7,4.4,61.7,83.8,76.6,11.4,-2.2
2019,4,92.8,4,118,50.7,33.4,20.5,6.9
2019,5,108.6,6.8,108.6,358.5,76.6,23.1,10.3
2019,6,136.3,5.9,161.7,97.4,32.9,30,17.3
2019,7,72.2,4.8,194.2,63.9,21.4,32.9,20
2019,8,140,6.9,140,252.9,76.6,31.6,18.4
2019,9,120.5,6.2,151.7,75.8,28.2,31.6,17.8
2019,10,81.1,5.8,87.9,82.2,25.2,17.9,4
2019,11,32.5,4.9,55.1,26.8,18.1,10.7,-1.4
2019,12,29.9,3.8,42.1,28.1,14.9,8.7,-2.5
2020,1,9.8,3.49,9.8,34,18.7,6.3,-5.7
2020,2,25.7,3.05,25.7,18.8,18.8,7.8,-5
2020,3,70.5,2.44,89.9,58.6,14.7,16,2.2
2020,4,58.3,1.73,106.1,58.7,12.1,18.5,4.9
2020,5,110.3,1.67,112.7,115.7,11.7,22.8,10.2
2020,6,53.1,-2.71,214.9,54.1,10.1,32.9,20.5
2020,7,133.8,-2.07,185.6,139.5,8.8,33.2,20.6
2020,8,38.9,-2.66,174.2,39.9,7.9,31.7,18.7
2020,9,76.7,-2.7,124.5,79.9,7.1,26.8,13.1
2020,10,21.2,-3.25,89.7,21.7,6.5,19.2,5.6
2020,11,43.2,-3.31,76.9,44.9,5.9,15.8,3.4
2020,12,18.8,-3.8,38.7,19.3,5.5,8,-3.3
2021,1,21.4,-3.63,21.4,39.1,13.8,7.3,-4.7
2021,2,0,-3.49,0,8.2,13.8,1.8,-11
2021,3,94.9,-2.95,94.9,91.6,21.2,17,3.2
2021,4,59.4,-3.12,119.7,57.2,16.1,19.2,5.6
2021,5,128.3,-2.18,128.3,172.6,51.7,23.4,10.8
2021,6,125.2,-2.43,173.5,105.1,26.3,31.6,19.2
2021,7,52.5,-2.88,182.9,47.2,18.7,32.6,20
2021,8,56,-3.2,179.3,54.7,14.6,33.3,20.3
2021,9,62.4,-3.62,148.6,63,12.1,30.3,16.6
2021,10,99.9,-2.85,99.9,107.9,14.7,22.4,8.8
2021,11,13.1,-3.37,70,11.1,12.1,14.7,2.3
2021,12,3.8,-4.62,59.5,2.1,10.4,11.4,0.1
2022,1,0,-4.54,0,14.1,10.4,4,-8.1
2022,2,15.4,-4.41,15.4,7.6,10.4,6.9,-6.1
2022,3,61.8,-4.49,94.7,57.7,9.1,14.2,0.1
2022,4,60.8,-4.88,138.3,62.9,8.1,19.6,5.9
2022,5,135,-2.61,135,278,76.6,25.2,12.3
2022,6,140.1,-2.67,175.4,96.5,28.2,30.9,18.5
2022,7,97.6,-2.47,184.1,93.6,19.5,33.2,20.6
2022,8,30.9,-3.22,186.7,27.9,15.1,33.5,20.6
2022,9,36.9,-4.08,160,36,12.4,30,16.2
2022,10,26.1,-4.74,119.6,25.5,10.6,22,7.9
2022,11,50.4,-4.32,61.2,51.6,9.2,12.2,-0.5
2022,12,5.4,-3.9,5.4,26,10.4,5.5,-5.9
