"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 06/06/2023

Product: Historical Climate (Monthly) - TerraClimate(http://www.climatologylab.org/terraclimate.html) 
"Location (Lat/Lon of 4-km Grid Cell Center): 38.8958 North,-100.9792 East" 
Variable List: 
aet: aet (Actual Evapotranspiration)
PDSI: pdsi (Palmer Drought Severity Index (PDSI))
pet: pet (Grass Reference Evapotranspiration (ETo))
ppt: ppt (Precipitation)
soil: soil (Soil Moisture)
tmax: tmax (Maximum Temperature)
tmin: tmin (Minimum Temperature)
********************************************************
Year,Month,aet(mm),PDSI(unitless),pet(mm),ppt(mm),soil(mm),tmax(degC),tmin(degC)
2010,11,6.7,-1.38,67.5,7,1.5,13.52,-3.73
2010,12,6.4,-1.45,18.8,6.6,1.5,8.73,-7.18
2011,1,0,-1.17,0,10.6,1.5,5.55,-10.55
2011,2,4.6,-0.81,4.6,9.8,1.5,8.19,-9.38
2011,3,31.1,-0.92,89.8,17,1.5,14.63,-1.83
2011,4,23.9,-1.32,137.5,25.2,1.5,20.46,3.01
2011,5,61.2,-1.59,165.9,64.4,1.4,24.54,7.2
2011,6,43.8,-2.31,225.2,46.1,1.4,33.09,15.28
2011,7,50.2,-2.42,226.9,52.8,1.4,36.64,20.03
2011,8,36.8,-2.52,201.6,38.7,1.3,35.06,18.2
2011,9,21.1,-2.97,154.9,22.2,1.3,27.81,9.68
2011,10,28.8,-2.6,127.2,30.3,1.3,22.89,4.19
2011,11,22.2,-2.24,75.3,23.3,1.3,14.07,-3
2011,12,2.8,-1.34,2.8,24.9,2.4,6.27,-7.67
2012,1,22,-1.6,44.3,2.1,2.3,11.06,-6.82
2012,2,19.5,-1.33,31.7,20.3,2.2,9.13,-6.1
2012,3,32.8,-1.62,117.1,34.4,2.1,20.97,1.63
2012,4,58.8,-0.99,143.6,61.9,2.1,22.02,6.05
2012,5,21.7,-2.55,198.6,22.7,2,28.5,9.7
2012,6,38.7,-3.52,257.2,40.7,2,35.38,16.24
2012,7,27.8,-4.31,259,29.2,1.9,37.59,19.17
2012,8,39.9,-4.28,224.2,42,1.9,33.98,15.8
2012,9,23,-4.66,171.1,24.2,1.8,29.7,10.14
2012,10,24.3,-4.18,119,25.5,1.8,20.93,2.55
2012,11,1.9,-4.39,78.2,1.9,1.7,17.06,-2.25
2012,12,9.5,-3.83,9.5,12.4,1.7,8.49,-8.15
2013,1,4.5,-3.37,4.5,7.8,1.7,7.63,-8.52
2013,2,17,-2.64,17,16,1.7,8.74,-7.51
2013,3,14.3,-2.91,92.2,10.6,1.7,13.59,-3.86
2013,4,23.8,-2.9,114.1,25.1,1.6,17.09,-0.07
2013,5,49,-3.34,166.2,51.5,1.6,25.6,8.61
2013,6,44.2,-3.83,223,46.5,1.6,33.04,14.94
2013,7,60.7,-3.49,225.7,63.8,1.5,33.42,17.47
2013,8,105.5,-1.61,188.8,111,1.5,32.44,17.5
2013,9,67.9,-1.13,174.5,71.5,1.5,30.08,13.67
2013,10,36.7,-0.65,113.7,38.6,1.4,20.14,3.31
2013,11,12.9,-0.74,67.4,13.6,1.4,13,-3.44
2013,12,2.9,-0.71,2.9,5.9,1.4,7.18,-9.36
2014,1,5.2,-0.65,5.2,6.7,1.4,8,-9.17
2014,2,1.9,1.27,1.9,10.7,1.4,5.66,-9.27
2014,3,23.1,0.66,101.2,11.1,1.4,14.57,-4.06
2014,4,21.8,-1.07,145.7,22.9,1.3,20.44,2.76
2014,5,52,-1.66,172.1,54.8,1.3,26.33,8.42
2014,6,160,1.96,196.7,168.4,1.3,30.45,14.82
2014,7,50,1.5,215.8,52.6,1.3,32.01,16.83
2014,8,76.2,2.09,188.7,80.2,1.3,33.14,16.67
2014,9,49.5,1.89,155,52.1,1.2,28.26,12.05
2014,10,29.1,1.77,125.9,30.6,1.2,23.54,4.78
2014,11,6.3,1.2,69,6.6,1.2,12.3,-5.66
2014,12,9.3,1.32,9.3,15.9,1.2,7.18,-6.24
2015,1,11.5,1.34,11.5,11.2,1.2,8.25,-7.34
2015,2,20.6,1.5,22.7,15.5,1.2,9.26,-7.71
2015,3,6.8,-0.99,113.9,7.1,1.1,18.3,-1.28
2015,4,40.7,-0.96,144.7,42.9,1.1,21.02,4.14
2015,5,129.6,1.68,129.6,144.2,8.5,22.06,8.61
2015,6,62.7,1.54,196.2,65,7.5,31.62,16.09
2015,7,66.7,1.57,211.7,69.4,6.8,33.44,17.82
2015,8,64.8,1.79,197.1,67.5,6.1,32.46,16.28
2015,9,29.6,0.98,163.8,30.6,5.6,31.32,14.11
2015,10,51.2,1.54,125.3,53.5,5.2,22.96,6.46
2015,11,31.3,1.9,61.1,32.5,4.8,13.7,-1.61
2015,12,25,2.07,28.5,25.9,4.6,8.88,-5.33
2016,1,9.8,1.8,12.1,9.9,4.4,7.9,-6.9
2016,2,9,0.9,69.9,9.2,4.2,13.2,-4.1
2016,3,13,-1.7,111.1,13.4,3.9,18.1,-1
2016,4,66.4,-0.7,126.2,69.7,3.7,20.2,3.8
2016,5,97.2,1.2,154,102.1,3.5,23.7,8.1
2016,6,64.3,0.8,210.7,67.5,3.3,33.6,16.2
2016,7,86.6,1.3,228.5,91,3.2,34.6,18.9
2016,8,61.5,1.6,183.1,64.6,3,31.8,16.7
2016,9,35.8,1,160,37.5,2.9,29.6,12.6
2016,10,14.2,0.6,135.3,14.8,2.8,26,6.2
2016,11,16.8,-0.1,78.5,17.6,2.7,17.2,-0.1
2016,12,3.1,0.2,3.1,11.8,2.7,7.3,-9.2
2017,1,4.5,0.7,4.5,20,3.8,6.8,-7.4
2017,2,27.3,-0.2,67.2,5.8,3.6,15,-3.7
2017,3,43,-0.2,119.3,45.1,3.4,18.2,0.2
2017,4,89.1,1.7,127.9,93.6,3.3,20,4.6
2017,5,112.4,2.3,160,118.2,3.1,24.3,7.7
2017,6,80.5,2.2,211.6,84.6,3,32.4,15.1
2017,7,70.4,2.2,218.9,74,2.9,34.8,18.4
2017,8,49.4,2.1,177.4,51.9,2.8,30.7,15.4
2017,9,80.7,2.8,151,84.8,2.6,29.1,12.3
2017,10,33.7,2.7,118.5,35.4,2.6,21.8,3.7
2017,11,4.2,1.9,77.8,4.3,2.5,16.1,-1
2017,12,4.1,1.4,13.3,4.1,2.4,8.7,-7.9
2018,1,8.6,1.2,8.6,8.8,2.4,8.8,-8.5
2018,2,7.4,1.1,7.4,9,2.4,8.4,-8.8
2018,3,16.7,-1.2,103.5,16,2.3,16.6,-1.9
2018,4,23.4,-1.6,131.9,24.6,2.2,18.6,0.1
2018,5,86.4,-1.4,178.4,90.9,2.2,28.7,11.9
2018,6,62.3,-1.7,219.3,65.5,2.1,33.8,16.6
2018,7,68.4,-1.3,211,71.9,2,33.8,18
2018,8,74.6,1,179.2,78.5,2,32.2,16.4
2018,9,36,0.6,152.7,37.8,1.9,28.7,13.5
2018,10,56.2,1.5,100.8,59.1,1.9,19.3,3.4
2018,11,14.4,1.4,56.9,15.1,1.8,11.5,-4.2
2018,12,2.9,1.8,2.9,22.5,2.6,6.5,-7.8
2019,1,11.7,2,11.7,12.5,2.6,7.8,-7
2019,2,0,2,0,11.3,2.6,6,-10.1
2019,3,64.6,2.6,65.2,37.8,2.6,12,-4.3
2019,4,10.9,1.5,132.5,11.4,2.5,20.6,3.9
2019,5,125.3,3.8,125.3,174.4,42.9,22.1,6.4
2019,6,78.1,3.9,190,61.7,23.3,30.3,13.7
2019,7,40.1,2.7,248.2,35.3,16.8,34.7,18.4
2019,8,90.8,3.6,178.2,91.8,13.2,33,16.9
2019,9,14.6,2,192.9,13,11,32.2,15.3
2019,10,21.8,1.7,115.3,21.3,9.4,18.7,1
2019,11,16.2,1.5,65,15.8,8.2,12.2,-3.1
2019,12,9.7,0.8,57.7,9.3,7.3,10.8,-4.1
2020,1,8.8,-2.12,40.8,8.5,6.6,9.5,-5.7
2020,2,13.5,-2.18,45.2,13.6,6,10,-5.9
2020,3,25,-2.42,103.3,25.8,5.5,16.6,-0.1
2020,4,4.5,-3.17,132.1,4.3,5.1,19.6,2.7
2020,5,42.1,-3.71,165.9,43.9,4.7,24.6,8.8
2020,6,49.2,-4.38,259.9,51.5,4.4,34.3,17.9
2020,7,67.1,-3.9,236,70.4,4.2,34.6,18.3
2020,8,20.3,-4.29,200.3,21.1,3.9,32.6,16.8
2020,9,26.3,-4.45,155.5,27.5,3.7,27.5,10.6
2020,10,7.2,-4.4,106.4,7.4,3.5,20,2.7
2020,11,2.1,-4.71,91.9,2,3.3,16.9,1
2020,12,7.8,-4.85,53.6,8,3.2,10,-5
2021,1,6.9,-4.82,25,7,3.1,8.7,-6.5
2021,2,0,-4.35,0,3.8,3.1,4.7,-11.2
2021,3,60.3,-3.39,98,59.5,2.9,16.3,-0.4
2021,4,17.7,-3.75,141.8,18.5,2.8,19.5,2.6
2021,5,132.5,-2.01,148.2,139.4,2.7,24.2,8.4
2021,6,31,-2.74,198.2,32.5,2.6,32.5,16.1
2021,7,28.2,-3.33,217.5,29.6,2.5,34,17.6
2021,8,14.5,-4.06,220.8,15.2,2.4,34.3,18.5
2021,9,53.9,-3.66,170.9,56.6,2.3,30.7,13.8
2021,10,17.2,-3.52,124.9,18,2.3,22.6,5.3
2021,11,3.6,-3.81,86.3,3.7,2.2,16.4,0.5
2021,12,0.7,-4.53,70.4,0.7,2.1,12,-3
2022,1,2.1,-3.78,2.1,15.3,2.1,6.4,-9.1
2022,2,16.2,-3.35,23.1,3.4,2,8.9,-7.4
2022,3,17.6,-3.65,102.6,18.5,2,14.7,-2.6
2022,4,10,-4.4,166.8,10.5,1.9,20.6,3.8
2022,5,60.1,-4.57,181.6,63.2,1.9,25.6,9.4
2022,6,49.5,-4.78,217.7,52.1,1.8,32.7,16.1
2022,7,76.5,-4.02,237.4,80.5,1.8,35.7,19.5
2022,8,9.9,-4.8,222.2,10.4,1.7,34.7,18.9
2022,9,29.1,-4.97,171.4,30.6,1.7,30.4,13.4
2022,10,5,-5.09,132.2,5.2,1.7,23.1,5.5
2022,11,1.8,-5.2,78,1.9,1.6,13,-3.3
2022,12,4.7,-4.89,14.2,4.8,1.6,8,-7.2
