"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 06/06/2023

Product: Historical Climate (Monthly) - TerraClimate(http://www.climatologylab.org/terraclimate.html) 
"Location (Lat/Lon of 4-km Grid Cell Center): 38.8542 North,-99.3125 East" 
Variable List: 
aet: aet (Actual Evapotranspiration)
PDSI: pdsi (Palmer Drought Severity Index (PDSI))
pet: pet (Grass Reference Evapotranspiration (ETo))
ppt: ppt (Precipitation)
soil: soil (Soil Moisture)
tmax: tmax (Maximum Temperature)
tmin: tmin (Minimum Temperature)
********************************************************
Year,Month,aet(mm),PDSI(unitless),pet(mm),ppt(mm),soil(mm),tmax(degC),tmin(degC)
1965,2,1.9,-1.66,1.9,22.4,1.4,5.73,-9.22
1965,3,11.3,-1.24,11.3,22.6,2,6.91,-7.01
1965,4,64.5,-1.44,129.2,24.5,1.9,21.34,5.89
1965,5,86.6,-1.2,175.1,91.1,1.8,26.02,11.87
1965,6,175.7,2.54,178.2,184.9,1.8,28.33,15.78
1965,7,91.9,2.65,218.8,96.7,1.7,33.1,19
1965,8,79.1,2.7,199.5,83.2,1.7,31.81,16.87
1965,9,96.2,3.61,120.8,101.2,1.6,24.31,10.43
1965,10,75.8,4.08,124.9,79.7,1.6,23.25,6.2
1965,11,0.8,3,70,0.8,1.6,15.8,0.7
1965,12,26.5,2.71,41,27.8,1.5,8.92,-4.38
1966,1,0,2.41,0,8.2,1.5,1.73,-11.54
1966,2,1.5,2.44,1.5,19.1,1.7,4.86,-8.47
1966,3,27.6,1.34,102.2,3.4,1.6,15.91,-1.14
1966,4,28.2,0.67,111.9,29.6,1.6,17.52,2.21
1966,5,6.4,-3.05,179.5,6.7,1.5,26.59,9.23
1966,6,86,-2.85,212.4,90.5,1.5,30.79,16.38
1966,7,81.4,-2.62,237.8,85.6,1.5,35.24,21.58
1966,8,65.4,-2.23,187,68.8,1.4,29.78,16.31
1966,9,57.1,-1.98,151.1,60.1,1.4,27.15,12.02
1966,10,14,-2.39,134.1,14.8,1.4,22.78,4.24
1966,11,2.6,-2.68,61.1,2.7,1.3,13.89,-2.72
1966,12,1.7,-2.01,1.7,21.5,1.3,5.63,-8.84
1967,1,2.6,-1.86,2.6,4.9,1.3,5.93,-7.92
1967,2,21.7,-1.93,42.5,0.4,1.3,10.63,-7.51
1967,3,3.1,-2.88,97,3.3,1.3,17.19,-0.99
1967,4,56.7,-2.72,131.9,59.7,1.3,20.94,5.73
1967,5,74.1,-2.31,141.5,77.9,1.2,22.78,8.03
1967,6,169.5,2.24,169.5,191.5,13.6,28.12,15.35
1967,7,121.9,3.3,181.1,125.6,11,29.66,17.55
1967,8,40.3,2.43,189.9,40.6,9.3,30.91,15.64
1967,9,86.6,2.95,136.7,89.9,8,26.46,11.29
1967,10,10.4,1.99,124.7,9.9,7.1,22.46,5.25
1967,11,7.9,1.33,65.7,7.5,6.3,13.06,-2.22
1967,12,12.2,1.21,12.2,14.6,6.3,6.92,-6.24
1968,1,1.3,0.8,1.3,0.5,6.3,5.5,-9.23
1968,2,6,-1.17,7.6,4.7,6.2,7.72,-8.03
1968,3,3.3,-2.33,111,2.9,5.6,17.26,-0.83
1968,4,36.6,-2.69,133.1,38,5.1,20.07,3.42
1968,5,57.3,-2.51,127.3,59.9,4.7,21.64,7.55
1968,6,66.7,-2.75,208.1,69.8,4.4,31.77,16.31
1968,7,87.7,-2.28,218.1,92,4.1,33.32,18.53
1968,8,103.3,-1.28,204.9,108.4,3.9,32.27,17.92
1968,9,34.8,-1.77,168.2,36.4,3.6,28.58,11.41
1968,10,75.8,-0.79,130.2,79.6,3.4,23.01,6.38
1968,11,20.1,-0.71,56.2,21,3.3,10.47,-1.37
1968,12,0,1.1,0,17.9,3.3,2.97,-9.06
1969,1,0,0.84,0,3,3.3,1.96,-8.56
1969,2,5.1,1.59,5.1,37.7,10.1,5.07,-5.53
1969,3,24.2,1.97,24.2,37.6,26.2,6.82,-5.12
1969,4,111,2.87,118.1,71.9,22.6,20.03,5.24
1969,5,93.1,3.19,140.1,90.9,15.9,23.88,11.24
1969,6,87.4,3.21,164.5,88.3,12.4,27.7,13.28
1969,7,87.5,3.13,204.5,89.8,10.2,33.85,19.71
1969,8,91.5,3.46,188.3,94.8,8.7,31.47,17.94
1969,9,38.3,2.77,143.1,39.1,7.6,27.93,14.06
1969,10,85.3,3.85,86.6,89.6,7.4,16.77,4.71
1969,11,3.2,3.08,71,2.5,6.6,14.75,-1.84
1969,12,10,2.71,10.8,10.1,6.5,6.45,-5.66
1970,1,0,2.27,0,3.9,6.5,3.79,-10.5
1970,2,4.8,1.06,62,0.5,5.9,12.55,-6.35
1970,3,41.2,1.06,54.7,42.7,5.4,9.06,-4.41
1970,4,46.4,0.66,122.6,48.4,4.9,19.2,3.09
1970,5,67.4,-1.72,183.5,70.5,4.6,27.9,11.39
1970,6,109.2,-1.06,197.5,114.7,4.3,29.92,15.2
1970,7,43.4,-1.68,236.1,45.4,4,34.68,18.21
1970,8,43.9,-2.12,215.8,46,3.7,35.69,18.67
1970,9,96.1,-0.95,146.3,100.9,3.5,27.36,11.58
1970,10,28.1,-0.87,96,29.4,3.3,17.92,4.16
1970,11,3.6,-1.35,65.8,3.6,3.2,12.36,-2.59
1970,12,0.6,-2.03,38.1,0.5,3,10.24,-6.69
1971,1,0,-1.67,0,13.3,3,3.47,-10.59
1971,2,1.5,1.23,1.5,49.7,5.4,4.88,-8.58
1971,3,65.3,0.85,82.9,9.4,5,12.29,-2.77
1971,4,56.7,0.71,131.5,59.2,4.6,19.74,4.25
1971,5,87.9,1.02,149.4,92.2,4.3,22.68,8.56
1971,6,60.7,-0.53,201.9,63.6,4,32.38,17.25
1971,7,95.8,0.3,228.8,100.6,3.8,32.59,17.21
1971,8,35.1,-0.88,206.9,36.7,3.5,32.38,16.68
1971,9,40.4,-1.22,162.4,42.3,3.4,28.26,11.84
1971,10,60.5,0.56,118,63.5,3.2,22.68,6.54
1971,11,59.3,1.48,65.1,62.3,3,13.15,-0.55
1971,12,13.9,1.24,25.9,14.3,2.9,6.78,-3.97
1972,1,0,0.94,0,3.8,2.9,4.11,-10.27
1972,2,5.5,-0.43,22.9,1.6,2.8,10.01,-8.46
1972,3,9.7,-1.81,116.7,10.1,2.6,18.31,-0.81
1972,4,40.8,-2.05,126.7,42.8,2.5,19.72,3.77
1972,5,112.7,-0.87,137.8,118.6,2.4,23.33,9.91
1972,6,83.9,-0.77,191.4,88.2,2.4,30.62,15.52
1972,7,81.5,0.2,199.6,85.7,2.3,31.56,17.68
1972,8,112.1,2,183.6,117.9,2.2,31.12,16.8
1972,9,48.6,1.69,143.3,51.1,2.1,27.17,13.12
1972,10,14.7,1.17,99.8,15.4,2,18.95,5.19
1972,11,41.4,2.5,41.4,71.8,28.6,8.26,-1.91
1972,12,0,2.61,0,16.2,28.6,2.65,-9.57
1973,1,0,2.8,0,16.1,28.6,3.8,-8.39
1973,2,21.8,2.83,21.8,7.7,28.6,8.1,-5.95
1973,3,62.8,5.51,62.8,179.9,64.1,11.67,2.14
1973,4,93.3,6.39,111.5,65.3,32.8,16.85,2.7
1973,5,62.8,5.69,156.8,52.2,19.7,23.31,7.96
1973,6,37,4.02,208.9,33.5,14.5,31.9,15.15
1973,7,133,4.64,213.3,136.9,11.5,33.25,18.4
1973,8,60.7,3.93,213.6,61.9,9.6,33.82,18.08
1973,9,117.3,6.24,117.3,171.2,55,23.62,12.44
1973,10,80.4,6.83,108.4,51.4,23.3,22.73,6.64
1973,11,38.8,6.69,59.3,33.4,16.2,12.22,-0.9
1973,12,2.4,7.26,2.4,47.5,19.1,4.6,-6.78
1974,1,0,6.65,0,5,19.1,1.54,-11.16
1974,2,49.2,6.1,57.9,1.5,16.1,11.47,-5.46
1974,3,29,4.93,99.4,26.8,12.5,15.58,0.1
1974,4,52.8,4.21,135,53.3,10.3,20.52,4.97
1974,5,48.9,3.12,164.4,49.8,8.8,26.36,11.08
1974,6,68.2,2.42,204.1,70.6,7.7,30.36,14.4
1974,7,21.9,0.99,245.2,22.2,6.8,36.66,19.71
1974,8,70.1,1.02,197.9,73,6.1,29.94,15.59
1974,9,10.1,-2.87,141.6,10.1,5.6,25.66,8.63
1974,10,59.5,-2.11,124.6,62.2,5.1,22.48,7.82
1974,11,21,-1.96,65.3,21.7,4.7,12.8,-1.17
1974,12,8.6,-1.83,8.6,9.2,4.7,7.16,-7.06
1975,1,6.1,-1.85,8.8,5.6,4.5,6.96,-6.79
1975,2,0,-1.37,0,21.3,4.5,3.76,-8.78
1975,3,46.1,-1.21,60.4,26.7,4.2,9.01,-4.07
1975,4,56.9,-1.11,119.4,59.6,3.9,18.48,3.62
1975,5,96.9,-0.56,155.5,101.8,3.7,25.01,9.68
1975,6,128.1,1.58,177.7,134.6,3.5,28.85,14.82
1975,7,27.4,-1.05,241.3,28.6,3.3,33.57,18.26
1975,8,80.3,-0.65,199.8,84.3,3.1,34.28,17.98
1975,9,33.4,-1.08,152.6,35,3,26.42,10.59
1975,10,0.7,-1.93,138.5,0.6,2.9,25.12,4.72
1975,11,56.1,-0.56,56.1,66.5,9.9,12.12,-2.12
1975,12,5.1,-0.73,37.5,3.8,8.5,8.9,-4.79
1976,1,1.6,-0.99,4.1,1.3,8.2,7.36,-9.02
1976,2,14.1,-1.84,73.4,13.8,7.2,14.86,-3.9
1976,3,22.2,-2.36,94.8,22.6,6.4,14.03,-2
1976,4,111.3,-1.07,131.9,116.5,5.8,20.1,5.91
1976,5,53.8,-1.43,156.5,56.1,5.3,22.55,7.9
1976,6,28.5,-2.56,211.8,29.6,4.9,31.08,14.51
1976,7,85.6,-2.3,241.3,89.7,4.5,33.77,18.64
1976,8,17.6,-3.42,238.2,18.2,4.2,34.66,17.27
1976,9,108.1,-2.09,174.1,113.6,4,28.13,12.26
1976,10,35,-1.89,117.2,36.6,3.7,17.97,2.53
1976,11,3.1,-2.36,73.4,3.1,3.5,11.91,-5.72
1976,12,0.3,-2.86,31.7,0.1,3.3,10,-7.77
1977,1,0,-2.36,0,15.2,3.3,1.06,-12.81
1977,2,16.7,-2.94,68.2,2.2,3.2,12.67,-5.65
1977,3,31,-3.21,98.6,32.5,3,15.88,-0.73
1977,4,83.1,-2.42,128.9,87.3,2.9,20.56,6.67
1977,5,87.9,-1.93,155.5,92.3,2.7,25.96,13.29
1977,6,55.9,-2.62,232.3,58.7,2.6,32.29,17.12
1977,7,52,-3.01,249.8,54.6,2.5,35.68,20.36
1977,8,140.5,-1.14,210.2,147.8,2.4,31.1,17.37
1977,9,24.5,-1.77,154.5,25.7,2.3,29,13.49
1977,10,20.2,-1.97,121.2,21.2,2.2,22.57,5.73
1977,11,15.2,-1.95,60.4,15.9,2.2,12.98,-1.4
1977,12,7.2,-1.99,14.2,7.2,2.1,8.06,-7.29
1978,1,0,-1.9,0,6.1,2.1,-1.35,-13.86
1978,2,0,-1.18,0,29.8,2.1,-0.99,-12.83
1978,3,54.4,-1.4,87.5,21.2,2,12.81,-2.5
1978,4,25.4,-2.01,125,26.7,2,20.41,5.49
1978,5,99.5,-1.08,137.4,104.7,1.9,22.57,9.75
1978,6,70,-1.23,192,73.6,1.9,30.69,16.15
1978,7,65.2,-1.48,243.4,68.6,1.8,35.62,19.3
1978,8,42,-1.88,205.2,44.1,1.7,33.69,16.67
1978,9,30.9,-2.4,168.7,32.4,1.7,30.95,13.89
1978,10,7.1,-2.9,133.1,7.5,1.7,23.45,4.34
1978,11,43.1,-2.01,60.6,45.3,1.6,10.94,-1.25
1978,12,2.4,-1.8,2.4,9.1,1.6,5.92,-8.59
1979,1,0,-0.7,0,34.4,1.6,-4.41,-15.87
1979,2,0,-0.61,0,5.6,1.6,2.03,-12.15
1979,3,82.5,2.5,82.5,108.9,64.1,12.85,-0.63
1979,4,87.4,2.99,117.2,48.8,23.6,18.62,4.13
1979,5,62.2,2.46,147.7,57.8,16.3,23.07,8.5
1979,6,57.4,1.65,195.3,56.6,12.7,30.8,14.67
1979,7,113.7,2.27,194.9,117.3,10.4,32.66,18.88
1979,8,56.3,1.91,188.6,57.6,8.8,31.98,16.39
1979,9,11.8,0.56,169.2,11.2,7.7,31.15,12.29
1979,10,76.7,1.21,146.6,79.8,6.8,24.92,5.75
1979,11,14.3,0.96,53.8,14.3,6.1,10.67,-3.16
1979,12,18.8,0.59,41,19.2,5.6,10.15,-5.26
1980,1,0,0.95,0,20.9,5.6,2.94,-8.04
1980,2,0,1.33,0,25.6,5.6,3.3,-9.03
1980,3,65.5,2.27,65.5,82,59.2,9.51,-3.16
1980,4,76.4,2.42,120,39.7,23.5,18.96,3.67
1980,5,57.6,1.86,144.4,53.1,16.3,23.61,9.21
1980,6,45.5,0.74,207.5,44.1,12.6,32.57,16.89
1980,7,24.3,-2.39,269.7,23.2,10.4,38.87,20.96
1980,8,94.6,-1.72,228.8,97.9,8.8,34.75,19.13
1980,9,22.9,-2.46,172.6,22.9,7.7,30.03,13.14
1980,10,23.8,-2.59,132.9,24.1,6.8,23.04,3.94
1980,11,1.5,-3.06,78,0.8,6.1,16.03,-1.51
1980,12,16.3,-3.19,47.9,16.6,5.6,9.78,-4.91
1981,1,5.6,-3.22,14.1,5.3,5.1,8.64,-7.69
1981,2,2.1,-3.77,47.9,1.8,4.7,11.19,-7.05
1981,3,50,-3.57,97.4,52.3,4.4,14.78,-0.38
1981,4,45.4,-3.89,157.3,47.5,4.1,24.23,8.03
1981,5,132.2,-2.07,138.9,138.9,3.8,21.37,8.6
1981,6,62.5,-2.39,206.3,65.5,3.6,31.69,16.7
1981,7,125,-1.14,196.4,131.4,3.4,32.47,19.43
1981,8,44.5,-1.3,174.1,46.6,3.2,31.17,16.67
1981,9,46.5,-1.47,160.5,48.8,3.1,29.28,11.94
1981,10,24.5,-1.5,106.9,25.6,2.9,19.59,5.83
1981,11,48.7,-0.67,64.4,51.1,2.8,14.29,-0.07
1981,12,9.3,-0.64,9.3,11.1,2.8,6.27,-5.92
1982,1,0,-0.6,0,8,2.8,2.49,-12.28
1982,2,0,1.13,0,22.6,2.8,4.29,-10.03
1982,3,75,1.25,80.2,46.7,2.7,12.67,-2.13
1982,4,31.1,-0.59,123.2,32.7,2.6,18.39,2.57
1982,5,95.1,0.75,122.8,100,2.5,23.36,10.6
1982,6,90.8,1.18,154.2,95.5,2.4,26.19,13.14
1982,7,81.5,1.17,208.7,85.7,2.3,33.57,18.89
1982,8,37.4,-0.57,193.3,39.3,2.2,32.66,18.43
1982,9,25.1,-1.23,155.1,26.4,2.1,28.18,13.11
1982,10,29.5,-1.22,114.9,30.9,2.1,21.75,5.01
1982,11,13,-1.31,58.9,13.6,2,12.06,-3.15
1982,12,21.4,-0.75,21.4,32.2,5,7.84,-5.26
1983,1,1.8,0.16,1.8,11.9,5,4.11,-6.07
1983,2,25,1.18,25,28.5,14,7.56,-4.37
1983,3,62.8,1.67,62.8,58.7,15.6,10.69,-0.36
1983,4,43.7,1.78,92.5,42.2,12.3,14.1,1.84
1983,5,72.6,1.67,136.8,74.2,10.1,22.02,7.45
1983,6,87,1.85,155.4,90.1,8.6,28.07,14.58
1983,7,15,-1.34,247.1,14.6,7.6,36.11,19.94
1983,8,26.6,-2.27,222.7,27.1,6.7,37.67,21.08
1983,9,33.2,-2.85,188.8,34.3,6,30.63,13.47
1983,10,38.8,-2.44,110.4,40.3,5.5,20.9,7.34
1983,11,47.7,-1.4,50.9,49.9,5.2,11.98,0.06
1983,12,0,-0.94,0,17.8,5.2,-2.37,-12.55
1984,1,0,-0.63,0,12.3,5.2,2.72,-9.34
1984,2,39.3,-0.62,53.4,10.8,4.8,11.03,-3.54
1984,3,63.8,1.77,63.8,88.7,24.9,9.17,-3.12
1984,4,86.4,4.04,86.4,138,64.1,14.89,2.62
1984,5,79,4.33,145,40.5,23.6,23.08,9.67
1984,6,79.3,3.75,187.1,75.8,16.3,30.94,15.73
1984,7,21.3,2.3,223.7,18.5,12.7,34.39,18.43
1984,8,60.1,1.87,204.2,60.9,10.4,35.05,18.09
1984,9,22.5,0.79,169.2,22.1,8.8,27.95,11
1984,10,84.8,2.27,84.8,98.7,17.8,18.56,5.69
1984,11,6.5,1.88,71.1,2.3,13.5,13.78,-1.79
1984,12,12.5,2.85,12.5,51.3,24.2,6.89,-6.01
1985,1,0,3.43,0,29,24.2,0.88,-11.87
1985,2,0,3.38,0,12,24.2,3.47,-9.84
1985,3,87.8,3.3,88.5,24.2,23.8,14.79,-0.5
1985,4,78.9,3.41,126.2,75.3,16.4,21.61,5.8
1985,5,74.9,3.04,157.3,74.9,12.7,25.56,10.78
1985,6,47.8,2.03,193.4,47.9,10.4,29.28,13.56
1985,7,99.7,2.23,215.1,103.3,8.9,34.4,18.33
1985,8,69.6,2.21,184.1,72.1,7.7,30.43,16.18
1985,9,72.4,2.53,128.7,75.3,6.8,26.09,12.34
1985,10,41.8,2.54,98,43.2,6.1,19.65,4.93
1985,11,13.7,2.46,18,13.7,5.7,6.53,-4.91
1985,12,0,2.23,0,8.3,5.7,4.32,-9.66
1986,1,8.4,0.92,57,0,5.2,12.16,-6.12
1986,2,7,-1.37,24.1,6.9,4.8,8.57,-6.46
1986,3,18.1,-2.2,107.5,18.7,4.5,17.99,0.86
1986,4,48.5,-2.34,137.2,50.8,4.2,21.65,4.51
1986,5,48.4,-2.63,150.7,50.7,3.9,24.69,9.84
1986,6,101.3,-1.92,180.3,106.4,3.7,31.29,17.14
1986,7,100.5,-1.33,222.1,105.6,3.5,34.74,19.72
1986,8,64.8,-1.08,182.5,68,3.3,31.02,16.7
1986,9,94.6,1.58,150.8,99.4,3.1,28.23,14.42
1986,10,62.6,2.2,93.6,65.8,3,19.69,6.37
1986,11,14.2,1.75,61.4,14.8,2.8,11.88,-3.59
1986,12,18.2,1.56,22.5,18.9,2.7,7.75,-5.09
1987,1,6.1,1.25,6.1,7.6,2.7,6.38,-6.64
1987,2,32.8,1.09,49.5,33,2.6,10.47,-3.09
1987,3,75,2.79,75,153,64.1,12.34,-1.09
1987,4,92.2,3.38,124.5,54.4,23.6,20.02,4.22
1987,5,74.7,3.08,146.3,71,16.3,25.21,12.55
1987,6,81.9,2.79,184.7,82.3,12.7,31.59,16.04
1987,7,91.1,2.75,219.5,93.5,10.4,33.04,18.59
1987,8,90.7,3.15,180,93.9,8.8,31.35,17.04
1987,9,23.5,2.17,142.2,23.6,7.7,28.75,12.02
1987,10,14.9,1.44,122.5,14.8,6.8,20.93,3.26
1987,11,23.8,1.31,62.3,24.3,6.1,14.2,0.39
1987,12,11.6,1.05,17,11.4,5.6,7.3,-5.52
1988,1,0,1.28,0,18.3,5.6,2.44,-11.11
1988,2,4.2,1.13,4.2,6.1,5.6,7.32,-8.74
1988,3,26.7,-1.2,96.3,7.5,5.1,14.18,-2.37
1988,4,61.1,-1.08,128.6,63.9,4.7,19.12,2.59
1988,5,46.5,-1.76,169.2,48.6,4.4,26.34,11.16
1988,6,30.1,-2.96,229.2,31.4,4.1,34.25,17.63
1988,7,67.2,-2.8,214.3,70.4,3.8,33.59,18.3
1988,8,37.6,-3.23,211.7,39.3,3.6,34.49,18.33
1988,9,52.5,-3.1,167.3,55.1,3.4,28.26,12.46
1988,10,6.6,-3.38,109.3,6.7,3.2,20.23,4.15
1988,11,14.6,-3.4,75.2,15.2,3.1,14.96,-1.77
1988,12,2.7,-4.06,54.9,2.6,2.9,11.3,-6.11
1989,1,6.4,-4.27,30.5,6.6,2.8,9.99,-6.85
1989,2,0,-3.93,0,7.6,2.8,1.77,-11.64
1989,3,24.3,-4.18,87.5,17.9,2.7,14.23,-3.06
1989,4,7.8,-5.14,145.3,8.1,2.6,23.18,5.1
1989,5,66,-4.92,166.1,69.4,2.5,24.99,10.26
1989,6,119.5,-3.41,159.1,125.7,2.4,27.2,13.74
1989,7,76,-2.98,199.8,79.9,2.3,32.69,18.08
1989,8,48,-2.88,174.5,50.4,2.2,31,17.51
1989,9,74.4,-2.11,144.2,78.3,2.1,26.34,11.05
1989,10,19.4,-2.38,130.2,20.4,2.1,23.65,5.4
1989,11,0.2,-2.94,81.6,0.1,2,15.48,-3.29
1989,12,0,-2.67,0,6.9,2,4.28,-10.76
1990,1,20.8,-2.15,20.8,21.9,2,8.48,-6.37
1990,2,21.6,-2.01,30.8,15.4,1.9,8.14,-5.39
1990,3,65.7,-1.53,83.2,69.1,1.9,14.11,0.77
1990,4,76,-0.92,116.3,80,1.8,18.4,4.11
1990,5,111.6,1.72,133.4,117.4,1.8,21.47,8.68
1990,6,50.8,0.61,222.2,53.5,1.7,32.78,17.4
1990,7,85.6,0.71,217,90.1,1.7,33.2,18.03
1990,8,100.2,1.43,192.5,105.5,1.6,32.96,17.43
1990,9,38.8,0.81,160.4,40.8,1.6,30.83,14.01
1990,10,10.9,-1.1,134.2,11.4,1.6,22.5,4.54
1990,11,20.7,-1.26,82.6,21.8,1.5,17.24,-0.13
1990,12,0,-1.02,0,11.9,1.5,4.43,-9.65
1991,1,0,-1.01,0,5.1,1.5,3.26,-10.47
1991,2,17.2,-1.65,65.2,1,1.5,14.51,-4.85
1991,3,33.8,-2.02,100.4,35.5,1.5,15.99,-0.75
1991,4,43.8,-2.13,121.2,46.1,1.4,20.35,5.45
1991,5,75.8,-1.8,143.5,79.7,1.4,25.76,11.94
1991,6,42.4,-2.5,200.1,44.6,1.4,32.31,17.8
1991,7,47.7,-2.84,228.3,50.1,1.3,35.66,19.11
