"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 06/06/2023

Product: Historical Climate (Monthly) - TerraClimate(http://www.climatologylab.org/terraclimate.html) 
"Location (Lat/Lon of 4-km Grid Cell Center): 38.8542 North,-99.3125 East" 
Variable List: 
aet: aet (Actual Evapotranspiration)
PDSI: pdsi (Palmer Drought Severity Index (PDSI))
pet: pet (Grass Reference Evapotranspiration (ETo))
ppt: ppt (Precipitation)
soil: soil (Soil Moisture)
tmax: tmax (Maximum Temperature)
tmin: tmin (Minimum Temperature)
********************************************************
Year,Month,aet(mm),PDSI(unitless),pet(mm),ppt(mm),soil(mm),tmax(degC),tmin(degC)
1991,8,55.8,-2.74,195.7,58.7,1.3,32.82,17.38
1991,9,18.2,-3.47,170.9,19.2,1.3,29.36,12.73
1991,10,15.9,-3.68,133.1,16.7,1.3,23,4.14
1991,11,35.6,-2.69,35.8,37.4,1.2,8.03,-4.16
1991,12,34.5,-1.8,34.5,40.3,4.4,8.25,-3.18
1992,1,28,-1.3,34.7,28.5,4.1,9.11,-4.33
1992,2,16.9,-1.59,53.1,17.5,3.8,11.93,-2.62
1992,3,51.7,-1.54,93.6,54.2,3.6,15.7,1.07
1992,4,10.8,-2.51,129.9,11.2,3.4,20.36,4.23
1992,5,68.5,-2.43,157.1,71.9,3.2,24.4,9.41
1992,6,142.8,1.72,142.8,156.5,9.1,26.29,13.96
1992,7,132.9,2.89,189.9,138.6,7.9,31.07,16.8
1992,8,99.1,3.58,160.9,103.3,7,28.36,14.84
1992,9,31.7,2.52,164.6,32.6,6.3,28.65,12.28
1992,10,46.5,2.5,115.3,48.3,5.7,21.99,5.51
1992,11,39,3.11,39,48.2,11.9,7.8,-2.39
1992,12,0,3.29,0,23.1,11.9,3.05,-8.09
1993,1,0,3.83,0,30.1,11.9,-0.74,-10.47
1993,2,0,4.82,0,53.3,11.9,0.73,-9.45
1993,3,60.9,5.11,60.9,51.1,64.1,10.14,-1.61
1993,4,77.5,5.34,100.1,38.3,25.2,16.23,3.25
1993,5,96.4,5.46,129.6,92.9,17,23.15,9.94
1993,6,114.4,5.61,179.8,116.2,13,28.9,14.6
1993,7,194.2,8.02,194.2,245.7,52.3,31.79,18.49
1993,8,150,9.68,166.4,136.1,31.6,31.43,17.81
1993,9,73.5,9.22,139.9,64.5,19.3,25.46,9.97
1993,10,26.9,8.13,104.9,23,14.3,20.41,4.52
1993,11,17.6,7.19,59.1,15.5,11.4,11.53,-4.44
1993,12,20.3,6.22,41.3,19.3,9.6,9.27,-4.77
1994,1,0,5.89,0,17.2,9.6,4.4,-9.34
1994,2,0,5.52,0,16,9.6,3.99,-10.28
1994,3,34.7,4.1,102.6,1.9,8.2,16.84,-0.93
1994,4,66.8,3.92,120.5,69.3,7.2,19.05,3.26
1994,5,25.4,2.41,159.5,25.9,6.5,25.47,11
1994,6,45.2,1.29,204.8,46.9,5.8,32.91,17.95
1994,7,123,2.1,204,129,5.3,31.71,17.11
1994,8,36.7,1.23,199.6,38.2,4.9,33.38,17.81
1994,9,22.8,-2.26,158.3,23.6,4.5,28.83,12.38
1994,10,36.7,-1.94,108.1,38.4,4.2,22.09,6.41
1994,11,34.2,-1.45,64.6,35.7,4,13.3,-0.65
1994,12,22.2,-1.29,31.1,23.1,3.7,8.36,-4.35
1995,1,1.6,-0.59,1.6,25.8,4.5,5.45,-8.11
1995,2,27.7,-0.82,54.7,5.5,4.2,11.63,-4.79
1995,3,37.7,-0.82,64.7,39.4,4,12.07,-1.52
1995,4,46.3,-0.73,96.3,48.5,3.7,16.56,1.99
1995,5,93.4,2.88,93.4,176.1,64.1,18.84,7.9
1995,6,96,3.53,151.6,58.4,23.6,27.89,14.46
1995,7,57,2.82,203.2,52.4,16.3,33.79,18.42
1995,8,44.5,1.97,205.3,43,12.7,35.24,19.93
1995,9,70.5,2.21,138.5,71.8,10.4,27.06,11.76
1995,10,6.3,1.26,122,5,8.8,22.4,3.98
1995,11,7,0.6,72.7,6.2,7.7,14.87,-3.55
1995,12,6.5,-1.38,6.5,7.6,7.7,7.03,-7.04
1996,1,0,-1.12,0,11.8,7.7,4.05,-12.06
1996,2,15.1,-1.31,33.6,1.9,6.8,11.09,-7.92
1996,3,33.3,-1.26,56.6,34.3,6.1,10.5,-6.45
1996,4,23,-2.11,138.7,23.6,5.6,20.64,2.46
1996,5,135.1,1.38,142.8,141.7,5.1,23.9,11.1
1996,6,107.6,1.85,174.4,112.8,4.7,30.49,16.45
1996,7,126.7,2.7,194.1,133,4.4,31.91,18.54
1996,8,114.1,3.84,149.5,119.8,4.1,29.61,17.34
1996,9,94,4.52,124.1,98.6,3.8,25.13,11.86
1996,10,22.6,3.77,114.1,23.5,3.6,21.24,5.66
1996,11,52.9,4.53,52.9,64.3,11.6,9.73,-3.36
1996,12,2,3.96,5.8,1,10.8,7.31,-7.91
1997,1,0,3.32,0,0.6,10.8,5.04,-10.13
1997,2,15.3,3.7,15.3,32.1,15.6,7.32,-5.57
1997,3,15.3,2.48,99.1,1,12.2,15.69,-2.59
1997,4,58.3,2.5,94.3,59.1,10.1,15.78,1.55
1997,5,65.8,2.07,148.2,67.7,8.6,23.14,7.45
1997,6,102.8,2.44,165.2,107.1,7.5,29.72,15.52
1997,7,76.7,2.27,201.1,79.8,6.7,32.84,18.51
1997,8,124.6,3.62,159.3,130.5,6,30.4,17.11
1997,9,61.6,3.44,140.7,64.3,5.5,28.49,13.7
1997,10,79.4,4.13,108.3,83.1,5,21.34,6.19
1997,11,11.8,3.49,54.9,12.1,4.7,11.17,-2.83
1997,12,10.3,4.07,10.3,43.4,16.9,5.75,-4.5
1998,1,4.2,3.67,4.2,5.4,16.9,5.93,-6.27
1998,2,39.6,4.06,39.6,33.3,27.9,9.81,-2.27
1998,3,46.1,4.54,46.1,70.2,48.8,8.93,-3.01
1998,4,82.9,4.93,103.7,61.8,25,18.18,3.64
1998,5,56.2,3.93,158.2,50.7,16.9,27.01,11.61
1998,6,58.7,3.02,195.7,57.7,13,30.47,14.64
1998,7,169.5,4.53,190.1,175.9,10.6,32.99,19.93
1998,8,61.3,4.14,174.9,62.8,9,32.73,18.2
1998,9,25.9,2.93,162.1,26,7.8,31.9,15.42
1998,10,49,3,108.5,50.6,6.9,21.86,7.02
1998,11,66.7,3.97,66.7,74.5,11,14.78,1.2
1998,12,6.5,3.53,23.4,5,9.3,8.95,-6.17
1999,1,3.6,3.62,3.6,23.1,9.7,6.38,-7.58
1999,2,21.8,2.65,64.1,2.6,8.3,13.93,-3.39
1999,3,44.1,2.19,86.7,45.4,7.3,13.07,-1.44
1999,4,91.6,2.93,98,95.7,6.5,17.75,4.54
1999,5,69.6,2.64,140.3,72.6,5.9,23.75,9.79
1999,6,102.1,3.05,155.5,106.9,5.4,28.07,15.4
1999,7,97,3.1,213.1,101.6,4.9,34.24,20.06
1999,8,100.6,3.66,182,105.5,4.6,32.24,17.71
1999,9,41.1,3.05,141.1,43,4.3,26,10.8
1999,10,4.7,1.95,126.6,4.6,4,22.81,4.36
1999,11,6.1,1.02,87.5,6.2,3.7,19.43,0.32
1999,12,8.2,-2.1,45,8.4,3.5,10.45,-5.03
2000,1,7.1,-2.02,7.1,8.9,3.5,7.64,-7.52
2000,2,29,-2.01,53.3,28.6,3.3,12.73,-4.17
2000,3,80.3,-0.64,80.3,117.5,34.7,14.43,0.6
2000,4,54.6,-0.57,129.4,42.2,20.2,20.36,3.39
2000,5,68.1,-0.87,164.3,65.9,14.7,26.65,11.16
2000,6,68.6,-1.09,191.7,69,11.7,29.99,14.5
2000,7,114,0.72,203.4,117.9,9.8,33.51,19.02
2000,8,15.3,-1.23,211.7,14.6,8.4,36.01,19.28
2000,9,17.4,-2.25,185.3,17.2,7.3,30.63,12.39
2000,10,70.3,-1.17,106.6,73.1,6.6,22.09,7.32
2000,11,22.1,-0.73,28.3,22.5,5.9,8.41,-5.31
2000,12,0,-0.62,0,8.7,5.9,2.3,-10.74
2001,1,2.7,1.53,2.7,25.8,7.8,5.87,-7.32
2001,2,0,2.44,0,45.9,7.8,3.92,-7.94
2001,3,65.1,2.61,65.1,30.6,42.3,10.91,-1.94
2001,4,59.4,2.37,127.1,39.7,21.9,21.48,5.86
2001,5,141.5,3.71,144.8,147.5,20.5,24.52,10.48
2001,6,61.9,2.92,188.4,59.3,14.9,30.41,15.4
2001,7,101.7,2.99,225.2,103.8,11.8,36,21.01
2001,8,55.2,2.47,197.1,56,9.8,33.73,17.8
2001,9,108.1,3.48,140,112.3,8.4,27.59,12.13
2001,10,19.2,2.73,118.3,19.1,7.4,21.8,5.06
2001,11,8.8,2.03,65.1,8.4,6.6,16.89,1.17
2001,12,3.8,1.1,40.9,3.3,5.9,10.53,-5.69
2002,1,14.7,0.91,17.6,14.9,5.7,9.05,-7.3
2002,2,9.8,-1.7,36.1,9.8,5.2,10.08,-6.65
2002,3,19.2,-2.06,73,19.8,4.8,11.5,-5.54
2002,4,39.6,-2.35,126.4,41.3,4.4,21.14,4.97
2002,5,42.9,-2.85,161,44.9,4.1,23.94,8.84
2002,6,47.5,-3.39,203.5,49.8,3.9,32.52,17.15
2002,7,38,-3.83,230.7,39.7,3.6,35.62,19.82
2002,8,69.7,-3.32,195.6,73.2,3.4,32.8,18.11
2002,9,21.4,-3.82,159.3,22.3,3.3,29.37,13.3
2002,10,79.7,-1.83,79.7,98.2,16.9,16.01,3.57
2002,11,6.8,-1.57,60.5,3.1,13,13.48,-2.11
2002,12,6.6,-2.06,36.4,4.4,10.6,10.06,-5.45
2003,1,2.6,-2.16,4.9,2.3,10.2,7.07,-7.92
2003,2,2.5,-1.72,2.5,19.9,10.2,6.15,-8.17
2003,3,70.7,-1.34,87.8,55.6,8.7,14.58,-1.13
2003,4,76.3,-0.82,120.8,79.2,7.6,20.11,5.62
2003,5,63.7,-0.92,147.8,66.1,6.7,23.84,9.6
2003,6,92.6,1.05,160.3,96.7,6.1,28.4,14.54
2003,7,9.6,-1.42,244.2,9.5,5.5,36.31,19.61
2003,8,78.9,-1,200.7,82.6,5.1,34.46,18.68
2003,9,75.2,0.42,153.8,78.8,4.7,26.57,10.53
2003,10,12.9,-0.56,119.9,13.2,4.3,23.56,5.98
2003,11,8.4,-0.85,59.1,8.6,4.1,12.39,-1.81
2003,12,13,-1.17,36.8,13.3,3.8,8.94,-4.7
2004,1,1.6,-1.13,1.6,7.7,3.8,5.77,-8.99
2004,2,3.7,-0.79,3.7,17.2,3.8,6.57,-7.75
2004,3,69.6,-0.58,94.4,53.6,3.6,16.67,1.23
2004,4,50.3,-0.72,124.3,52.7,3.4,20.12,4.79
2004,5,34.4,-1.74,174.2,36,3.2,26.83,11.36
2004,6,125.2,1.03,170,131.6,3.1,28.66,14.59
2004,7,135.8,2.2,181.1,142.8,2.9,31.02,17.82
2004,8,36.2,1.51,174.9,38,2.8,30,15.32
2004,9,68.4,1.46,167.4,71.9,2.7,30.29,13.76
2004,10,36.2,1.39,107.8,38,2.6,21.38,7.05
2004,11,30.6,1.56,53.4,32.2,2.5,12.62,0.07
2004,12,1.7,-0.85,42.3,1.7,2.4,10.31,-5.5
2005,1,1.1,0.56,1.1,26.1,3.2,4.06,-7.49
2005,2,45.3,1.28,45.3,41,18.6,10.79,-3.78
2005,3,55.3,1.27,94.3,52.1,13.9,14.66,-1.24
2005,4,51.6,0.97,116.8,51.4,11.2,19.9,4.89
2005,5,50.5,-0.66,163.5,51.3,9.4,25.05,9.88
2005,6,99.8,0.31,189.3,103.7,8.1,31.05,16.82
2005,7,62.5,-0.75,232.2,64.8,7.2,34.43,18.93
2005,8,81.1,0.47,178.7,84.6,6.4,32.17,18
2005,9,36.8,-0.84,175.5,38.1,5.8,31.09,14.52
2005,10,52.8,0.38,117.3,55.1,5.3,22.61,6.44
2005,11,18.8,-0.64,80.2,19.3,4.9,16.39,-0.6
2005,12,6.6,-0.67,6.6,8.1,4.9,6.85,-7.01
2006,1,3.2,-1.85,59.5,1.6,4.5,13.72,-3.23
2006,2,0.4,-2.31,26.9,0.1,4.2,10.02,-8.02
2006,3,29.1,-2.61,89.6,30.4,3.9,13.99,-0.48
2006,4,47.5,-2.88,148.5,49.8,3.7,23.8,6.29
2006,5,54.1,-3.2,171,56.7,3.5,26.49,10.95
2006,6,92.9,-2.93,219.7,97.6,3.3,32.62,16.48
2006,7,40.3,-3.37,229.4,42.3,3.1,35.48,20.21
2006,8,114.7,-1.81,178.8,120.6,3,32.55,18.58
2006,9,50.3,-1.66,142.1,52.8,2.9,25.99,10.44
2006,10,49.3,-1.13,108.3,51.8,2.7,20.37,4.74
2006,11,3.8,-1.59,67.2,3.9,2.6,14.94,-2.02
2006,12,37.9,-0.64,37.9,52.9,13.9,9.55,-4.64
2007,1,0,1.4,0,13.4,13.9,2.6,-9.38
2007,2,1.6,1.79,1.6,26.5,14.9,4.91,-8.31
2007,3,93.1,2.4,93.1,78.8,33.1,17.96,3.45
2007,4,71.2,2.61,109.2,61,19.7,17.31,3.8
2007,5,114.5,3.21,147.1,115,14.5,25.09,12.09
2007,6,74.5,2.86,173.1,75.4,11.6,29.51,15.93
2007,7,100.9,3.08,202.1,104.2,9.7,33.27,19.25
2007,8,68.1,2.78,201.4,70.3,8.3,34.4,20.12
2007,9,53.8,2.28,172.2,55.5,7.3,29.7,13.54
2007,10,39.3,2.08,122,40.6,6.5,23.49,6.95
2007,11,4.6,1.2,80.4,4.2,5.9,15.52,-2.47
2007,12,1.5,2.48,1.5,54,8.6,4.71,-7.9
2008,1,1.4,2.37,1.4,6.6,9.4,5.4,-9.1
2008,2,8,2.65,8,20,15.7,7.6,-7.71
2008,3,71.4,2.35,85.2,12.8,12.3,13.55,-2.12
2008,4,60,2.29,115,60.9,10.2,17.91,2.89
2008,5,114.7,2.85,161.3,119.1,8.7,23.98,9.29
2008,6,65.3,2.15,198.4,67.5,7.6,30.78,15.43
2008,7,73,1.88,213.6,75.9,6.7,34.02,19.12
2008,8,74.2,2.01,181.5,77.4,6.1,31.28,17.72
2008,9,49.5,1.77,139.2,51.6,5.5,26.93,12.31
2008,10,112.1,3.44,112.1,121.5,8.9,21.03,5.59
2008,11,13.7,3.13,66,13.2,7.7,13.89,-0.86
2008,12,2.9,2.77,2.9,7.4,7.7,6.7,-8.88
2009,1,5.8,2.26,5.8,1.7,7.7,8.16,-8.96
2009,2,6.5,1.17,58.3,5.6,6.8,12.21,-6.03
2009,3,12.7,-1.85,91.1,12.7,6.2,14.88,-1.86
2009,4,94.4,-0.82,117.1,98.7,5.6,18.68,3.67
2009,5,51.6,-1.24,153,53.8,5.1,24.38,10.21
2009,6,88.3,-0.85,169.9,92.5,4.7,29.74,16.42
2009,7,86.2,0.3,197.3,90.4,4.4,31.65,17.25
2009,8,101.8,1.56,182.9,106.8,4.1,30.93,16.15
2009,9,58.7,1.71,121.7,61.5,3.8,26.25,11.85
2009,10,71.7,2.61,81.6,75.3,3.6,15.8,2.99
2009,11,16.8,2.15,62.8,17.5,3.4,16.09,0.78
2009,12,0,2.49,0,26.1,3.4,3.09,-9.35
2010,1,0,2.2,0,4.9,3.4,3.17,-8.76
2010,2,1.4,2.1,1.4,11.1,3.9,4.05,-7.65
2010,3,76.8,2.24,76.8,49.2,11.9,13.74,0.1
2010,4,74.3,2.3,130.5,76.1,9.9,21.21,6.1
2010,5,76.2,2.28,139.9,78.8,8.5,22.97,9.27
2010,6,89.9,2.14,194.5,93.5,7.4,31.55,17.69
2010,7,73.7,1.98,199.9,76.7,6.6,33.19,19.9
2010,8,75.5,2.01,196.4,78.8,6,34.18,18.35
2010,9,45.6,1.45,166.6,47.5,5.4,29.65,13
2010,10,8.4,0.58,130.5,8.4,5,24.2,5.8
2010,11,26.2,0.58,67.9,27.2,4.6,13.87,-2.29
2010,12,5.3,-0.2,9.1,5.1,4.3,7.47,-7.17
2011,1,0,0.08,0,11.2,4.3,4.12,-10.59
2011,2,3.3,0.16,3.3,13.9,4.3,7.44,-9
2011,3,42.3,-0.76,79.4,22.6,4,13.47,-1.03
2011,4,37,-1.24,128.8,38.7,3.8,20.27,4.29
2011,5,70.4,-1.18,151.9,73.9,3.6,24.33,8.9
2011,6,51.2,-1.91,214.5,53.7,3.4,32.4,16.6
2011,7,54.2,-2.16,221.9,56.8,3.2,36.71,21.53
2011,8,63.8,-1.93,193.4,67,3.1,34.62,18.92
2011,9,20,-2.5,149.8,20.9,2.9,27.49,10.23
2011,10,27.7,-2.53,128.8,29,2.8,23.3,5.59
2011,11,36.3,-2.01,73.9,38.1,2.7,14.39,-1.79
2011,12,18.3,-1.16,18.3,37.7,10.3,7.69,-5.54
2012,1,14.3,-1.45,38.7,2.8,8.8,10.26,-6.52
2012,2,33.9,-1.12,35.5,35.3,8.6,9.13,-5.37
2012,3,58.5,-1.27,115.3,60.5,7.5,21.35,4.07
2012,4,86.9,-0.66,137.2,90.6,6.7,21.82,7.18
2012,5,19.8,-2.19,192.9,20.2,6,28.53,11.46
2012,6,55.8,-2.92,239.4,58.1,5.5,34.12,17.04
2012,7,29.3,-3.75,258.5,30.4,5,37.82,20.72
2012,8,62.5,-3.52,213,65.4,4.6,33.49,16.31
2012,9,24.7,-3.98,165.2,25.7,4.3,29.62,11.02
2012,10,35.2,-3.56,114.2,36.8,4,20.8,3.87
2012,11,5.5,-3.84,77.6,5.5,3.8,17.23,-1.49
2012,12,15.2,-3.53,21,15.6,3.6,8.8,-6.62
2013,1,4.9,-3.24,4.9,9.6,3.6,7.19,-7.75
2013,2,17.5,-2.69,17.5,22.8,3.6,8.36,-6.94
2013,3,24.5,-2.97,83.2,16.4,3.4,12.2,-3.14
2013,4,49.1,-2.7,104.6,51.5,3.2,16.9,1.67
2013,5,62.1,-2.68,149.1,65.2,3,24.78,9.83
2013,6,49.8,-3.18,203.6,52.3,2.9,31.83,16.07
2013,7,87,-2.65,214.1,91.5,2.8,32.94,18.43
2013,8,142.2,-0.56,177.3,149.6,2.7,31.82,18.44
2013,9,47.1,-0.9,172.9,49.5,2.6,30.51,14.58
2013,10,52,1.66,112.3,54.6,2.5,20.57,4.87
2013,11,18,1.32,66.4,18.8,2.4,13.09,-2.68
2013,12,2.4,1.17,2.4,8.9,2.4,6.56,-9.06
2014,1,2.3,0.94,2.3,5.2,2.4,6.66,-9.51
2014,2,0,0.98,0,14.9,2.4,3.77,-10.11
2014,3,33.2,-0.59,91.1,10.6,2.3,13.37,-3.89
2014,4,25.6,-1.51,138.5,26.8,2.2,20.32,4.01
2014,5,49.1,-2.01,162.7,51.6,2.1,26.42,9.89
2014,6,181.9,2.13,181.9,196.7,7,29.89,16.41
2014,7,49.1,1.68,204.2,50.9,6.3,31.27,17.23
2014,8,97.8,2.29,183.5,102.3,5.7,33.01,17.95
2014,9,51.3,1.96,148.9,53.5,5.2,28.18,12.86
2014,10,43.4,1.88,122.5,45.3,4.8,23.4,6.25
2014,11,5.2,1.17,66.6,5.1,4.5,12.1,-4.7
2014,12,19.8,1.09,21.9,20.6,4.3,7.31,-4.15
2015,1,6.5,1.07,6.5,14.6,4.3,7.71,-7.8
2015,2,3.1,1.04,3.1,12.1,4.3,7.18,-9.28
2015,3,23.4,-1.06,105.6,7.5,4,17.69,-0.84
2015,4,49.8,-1.31,138.5,52.2,3.8,20.96,5.55
2015,5,121.2,1.42,121.2,132.1,8.1,22.25,10.17
2015,6,81.2,1.39,187.8,84.4,7.1,31.15,17.3
2015,7,90.6,1.58,202.7,94.6,6.4,33.03,19.09
2015,8,74.1,1.69,184.8,77.4,5.8,31.41,16.64
2015,9,39.1,0.99,164.7,40.7,5.3,31.11,15.54
2015,10,50.9,1.2,120.8,53.1,4.9,22.92,7.31
2015,11,46.2,1.67,66.2,48.2,4.5,14.9,0.44
2015,12,39.6,1.92,40.1,41.6,4.5,9.61,-3.43
2016,1,5.3,1.8,5.3,10.1,4.5,6.5,-6.8
2016,2,15.7,1,61.5,11.5,4.2,12.2,-4
2016,3,16.8,-1.6,105.4,17.4,3.9,18.1,0.6
2016,4,95.8,-0.6,122.6,100.6,3.7,20.3,5.5
2016,5,98.8,1.4,140.4,103.8,3.5,23.4,9.5
2016,6,52.9,-0.7,204.9,55.5,3.3,33.1,17.6
2016,7,139.7,1.6,211,146.9,3.1,33.4,19.7
2016,8,94.1,2.3,170.8,98.9,3,31.7,17.9
2016,9,60.9,2.2,152.3,64,2.8,29.5,14.1
2016,10,22.9,1.6,127.2,24,2.7,25.4,7.7
2016,11,11.6,0.9,76.3,12.1,2.6,17.9,1.3
2016,12,3.4,1,3.4,15.7,2.6,6.8,-8.3
2017,1,5.7,1.5,5.7,25.1,6.6,6.5,-6.5
2017,2,32.9,1.1,61.3,6.9,6,14.5,-3.2
2017,3,64.4,1,108.5,67.2,5.4,16.7,0.9
2017,4,115.8,2.4,115.8,130.7,13.8,19.7,6
2017,5,99.7,2.9,152.7,102.1,11.1,24.2,9.3
2017,6,103.4,2.9,209.6,107,9.4,31.8,16.4
2017,7,76,2.6,211.2,78.7,8.1,34.3,19.7
2017,8,67.3,2.5,168.7,69.8,7.1,30.2,15.8
2017,9,70.6,2.6,151.5,73.5,6.4,29.6,13.7
2017,10,52.9,2.7,115.1,55.1,5.8,22,5.7
2017,11,3.7,1.8,72.7,3.4,5.3,15.4,-0.6
2017,12,4.9,1.3,15,4.6,4.9,8.2,-7
2018,1,2.1,1.1,2.1,8.5,4.9,6.9,-9
2018,2,2.6,1,2.6,10.6,4.9,6.8,-8.9
2018,3,40,-1.1,92.9,27.5,4.5,15.3,-1
2018,4,27.4,-1.6,114.5,28.5,4.2,17,0.4
2018,5,76.9,-1.5,164.2,80.7,3.9,28.6,13.5
2018,6,88.1,-1.4,203.8,92.5,3.7,32.9,18.1
2018,7,73.6,-1.1,192.7,77.3,3.5,33.2,18.9
2018,8,99.4,1.1,169.1,104.4,3.3,32,17.6
2018,9,58,1,143.8,60.9,3.1,28.5,15
2018,10,86.3,2.3,95.2,90.7,3,19.3,4.7
2018,11,20.3,2.1,51.2,21.2,2.9,11,-3.8
2018,12,7,2.8,7,38.5,10.6,6.8,-6.3
2019,1,2.4,3.1,2.4,22.3,12.3,5.9,-7.9
2019,2,0,3.2,0,19.5,12.3,4.4,-10.7
2019,3,58.1,3.5,58.1,48.7,55.4,10.9,-3.8
2019,4,51.7,3,124.1,18.1,23.3,20.4,5.2
2019,5,119.5,4.3,119.5,134.7,31.8,22.5,8.3
2019,6,110.5,4.7,177.4,103.2,19.4,30.3,15.5
2019,7,52,3.5,241.2,49.4,14.3,34.8,19.8
2019,8,145.7,5,177.1,150.4,11.4,33.4,18.3
2019,9,15.1,3.2,189.9,13.9,9.6,32.8,17
2019,10,28.1,2.8,111.5,28.2,8.2,18.7,2.5
2019,11,25.5,2.5,66.7,25.8,7.3,12.3,-2.2
2019,12,32.4,2.3,51.7,33.3,6.5,9.9,-3.7
2020,1,11.5,2.21,11.5,18.6,6.5,7.4,-6.7
2020,2,27.2,2.11,28.2,21.5,6.4,8.8,-6.1
2020,3,35.9,1.45,95.5,37.2,5.8,15.7,0.7
2020,4,9.7,-1.92,125.5,9.7,5.3,19.4,4.1
2020,5,79.6,-1.49,139.6,83.3,4.9,23.4,9.3
2020,6,47.3,-2.5,241.9,49.4,4.5,33.3,18.8
2020,7,105.8,-1.74,220.8,111,4.2,34.1,19.4
2020,8,38.6,-2.1,191,40.3,3.9,32.1,17.3
2020,9,25.1,-2.55,148.4,26.2,3.7,27.4,11.6
2020,10,4.7,-2.93,103.7,4.7,3.5,19.9,4.1
2020,11,18.4,-2.99,87.5,19.2,3.3,16.6,1.5
2020,12,8.7,-3.46,52.4,9,3.1,9.7,-4
2021,1,14.7,-3.2,19,15.1,3,8,-6.1
2021,2,0,-3.05,0,4.5,3,3.1,-11.8
2021,3,91.3,-1.5,91.3,122.5,32.3,16,1
2021,4,36.6,-1.65,123.4,25.1,19.5,18.7,3.4
2021,5,115.3,1.7,134,116,14.4,23.4,9.3
2021,6,24.7,-1.15,185.7,23,11.5,32,17.5
2021,7,61.9,-1.24,201.9,63.2,9.6,33.2,18.5
2021,8,16.8,-2.22,203,16.3,8.3,33.9,19.1
2021,9,49.5,-2.29,169.7,51.1,7.3,31,15.2
2021,10,35.7,-2.06,115.6,36.8,6.5,22.5,6.7
2021,11,3.7,-2.56,80.9,3.2,5.9,16.1,1
2021,12,0.9,-3.52,65.9,0.4,5.4,11.6,-2.1
2022,1,1.7,-3.16,1.7,9.7,5.4,5.5,-8.8
2022,2,11,-3.04,15.4,2.8,5,8,-7.3
2022,3,40.9,-3.07,93.4,42.7,4.6,13.7,-1.8
2022,4,16.1,-4.05,158,16.6,4.3,20.3,5
2022,5,85.8,-3.51,161.9,90,4,25.2,10.7
2022,6,76.1,-3.4,203.6,79.8,3.8,31.9,17.3
2022,7,63.7,-3.35,222.1,66.8,3.6,34.9,20.3
2022,8,24.4,-4.03,217.2,25.5,3.4,34.4,19.7
2022,9,44.7,-4.01,168.5,46.9,3.2,30.1,14.2
2022,10,7.3,-4.34,125.6,7.5,3,22.3,6.2
2022,11,13,-4.22,68.6,13.5,2.9,12.8,-2.5
2022,12,9.6,-3.85,9.6,10.5,2.9,7.1,-6.8
