"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 06/06/2023

Product: Historical Climate (Monthly) - TerraClimate(http://www.climatologylab.org/terraclimate.html) 
"Location (Lat/Lon of 4-km Grid Cell Center): 38.8542 North,-100.9792 East" 
Variable List: 
aet: aet (Actual Evapotranspiration)
PDSI: pdsi (Palmer Drought Severity Index (PDSI))
pet: pet (Grass Reference Evapotranspiration (ETo))
ppt: ppt (Precipitation)
soil: soil (Soil Moisture)
tmax: tmax (Maximum Temperature)
tmin: tmin (Minimum Temperature)
********************************************************
Year,Month,aet(mm),PDSI(unitless),pet(mm),ppt(mm),soil(mm),tmax(degC),tmin(degC)
1991,10,18.3,-0.87,129.1,19.3,0.8,22.56,2.61
1991,11,35,0.85,35.3,36.7,0.8,8.28,-4.93
1991,12,25.7,1.37,27.9,27,0.8,8.13,-4.59
1992,1,21.5,1.59,21.5,23.7,0.8,8.34,-5.6
1992,2,15.1,1.22,57.1,14.7,0.8,12.93,-2.88
1992,3,34.9,0.99,99.5,36.7,0.8,16.56,-0.33
1992,4,3.8,-1.35,142.5,4,0.8,21.45,3.35
1992,5,47,-1.99,174.5,49.5,0.8,25.4,8.59
1992,6,126.2,1.56,159.4,132.8,0.8,27.15,12.9
1992,7,88.1,2.26,197.2,92.7,0.8,31.38,15.8
1992,8,88.3,3.2,170.9,93,0.8,29.02,14.27
1992,9,17.3,1.92,168.9,18.2,0.8,28.93,10.63
1992,10,23.4,1.72,117.7,24.6,0.7,22.36,3.43
1992,11,29.5,2.3,29.5,32,0.7,7.58,-4.27
1992,12,0,2.39,0,14.3,0.7,2.41,-10.44
1993,1,0,2.9,0,25.2,0.7,0.2,-10.51
1993,2,0,3.63,0,34.2,0.7,2.01,-9.71
1993,3,75.7,4.54,75.7,34.3,27.6,11.96,-2.21
1993,4,36,4.51,115.6,27.2,18.5,17.07,2.15
1993,5,76.6,4.21,148.9,76.1,14.2,24,8.78
1993,6,83.2,4.09,195.1,84.8,11.6,29.66,13.2
1993,7,115.8,5.16,209.5,120.1,9.8,32.31,17.03
1993,8,119.9,6.64,168.1,124.9,8.5,31.18,16.48
1993,9,35.3,5.74,143,36.1,7.5,25.42,8.39
1993,10,31.9,5.43,106.1,32.7,6.7,20.07,3.14
1993,11,16.5,4.98,49.9,16.7,6.1,10.59,-6.03
1993,12,11.5,4.21,36.6,11.5,5.6,9.76,-6.12
1994,1,2.1,4.07,2.1,15.3,5.6,6.56,-9.8
1994,2,0,3.8,0,8.5,5.6,5.49,-10.84
1994,3,24.6,2.89,107.1,3.9,5.2,17.51,-2.38
1994,4,52.9,3.1,125.1,55.3,4.8,19.09,2.09
1994,5,34.4,1.69,174.4,35.8,4.5,26.37,9.99
1994,6,72.6,1.43,212,76.1,4.2,33.38,16.28
1994,7,103.5,2.43,217.5,108.7,3.9,32.89,15.51
1994,8,42.4,1.93,202.8,44.4,3.7,33.72,16.65
1994,9,26.9,1.11,163.6,28.1,3.5,29.4,11.03
1994,10,41,1.49,110,43,3.4,21.93,4.79
1994,11,30.3,1.81,60.9,31.8,3.2,12.13,-2.91
1994,12,16.6,1.68,28.2,17.2,3.1,8.99,-5.68
1995,1,4.4,1.69,4.4,13.8,3.1,7.29,-8.13
1995,2,14.5,1.09,59.3,5.8,2.9,12.57,-5.18
1995,3,23.6,0.86,71.9,24.7,2.8,12.96,-3.08
1995,4,45.4,1.25,101.9,47.7,2.7,16.56,0.4
1995,5,110.3,3.12,110.3,147.3,32.3,19.25,6.87
1995,6,88.7,3.77,162.7,80.7,20.3,28.43,12.87
1995,7,62.2,3.38,209.2,60,15.1,33.66,16.44
1995,8,31.8,2.39,212.1,30.4,12.2,35.51,18.44
1995,9,60.9,2.59,143.4,62.1,10.2,27.19,10.54
1995,10,8,1.88,118.8,7,8.8,21.75,1.9
1995,11,5.3,1.15,75.9,4.4,7.8,15.68,-3.91
1995,12,2.7,0.79,9.7,1.9,6.9,8.67,-8.16
1996,1,0,0.74,0,7.7,6.9,5.72,-12.2
1996,2,9.9,-1.22,36.6,1.8,6.3,11.81,-8.58
1996,3,17.7,-1.33,67.6,18,5.7,11.75,-7.24
1996,4,15.8,-2.01,148.6,16.2,5.3,21.35,1.31
1996,5,113.7,-0.93,158.8,119.2,4.9,24.53,9.5
1996,6,105.7,1.63,188.2,110.9,4.6,31.2,14.86
1996,7,104,2.71,201.6,109.2,4.3,32.36,17.34
1996,8,97.9,3.9,163.4,102.8,4,30.27,16.45
1996,9,83.7,4.65,132.2,87.8,3.8,25.16,10.7
1996,10,8.7,3.77,117.2,9,3.6,21.79,3.67
1996,11,27.7,3.82,54.7,29,3.4,10.34,-4.73
1996,12,1.1,3.09,12.2,1,3.2,8.96,-8.45
1997,1,1.4,2.55,1.4,2,3.2,6.08,-10.04
1997,2,15.9,2.65,15.9,20.8,3.2,8.05,-6.49
1997,3,5.4,1.45,107.3,0.7,3.1,16.74,-3.47
1997,4,29,1.32,101.4,30.4,3,16,-0.06
1997,5,47.4,-1.49,163,49.8,2.8,24.13,6.74
1997,6,85.1,-0.86,177.6,89.5,2.7,30.11,14.21
1997,7,61.2,-0.69,209.9,64.3,2.6,33.29,17.03
1997,8,118.6,2.46,163.5,124.7,2.5,30.38,16.27
1997,9,45.6,2.22,145,47.9,2.4,28.42,12.37
1997,10,64.6,3.12,108.2,68,2.3,20.88,4.06
1997,11,7.4,2.59,52,7.7,2.3,10.67,-4.3
1997,12,3.7,2.99,3.7,25.1,4.4,5.35,-5.92
1998,1,5.7,2.6,5.7,1.9,4.4,6.94,-6.9
1998,2,29.2,2.71,39.1,15.5,4.1,9.87,-3.36
1998,3,28.6,2.56,60.3,29.9,3.9,10.72,-4.1
1998,4,29.2,2.2,110.5,30.5,3.7,18.4,1.91
1998,5,60.6,1.54,166.3,63.6,3.5,27.24,9.73
1998,6,34.6,0.55,203,36.2,3.3,30.66,12.67
1998,7,131,2.44,197.8,137.8,3.2,33.25,18.45
1998,8,56.9,2.49,179.2,59.8,3,32.49,16.87
1998,9,13.1,1.18,168.3,13.7,2.9,31.78,13.71
1998,10,40.7,1.58,105.9,42.8,2.8,21.56,4.93
1998,11,46.5,2.37,65.7,48.8,2.7,14.63,-0.2
1998,12,5,2.01,7.2,5,2.6,8.29,-8.11
1999,1,14.7,1.85,14.7,15.6,2.6,8.5,-7.32
1999,2,2.4,0.72,71.3,2,2.5,15.11,-4.37
1999,3,30.2,-1.08,97.3,31.7,2.4,14.43,-1.97
1999,4,57.7,0.84,101.5,60.6,2.3,17.54,2.54
1999,5,59.1,-0.28,150.6,62.1,2.2,24.19,8.32
1999,6,83.8,0.93,172.7,88.2,2.2,28.62,13.68
1999,7,67.9,1.02,216.3,71.4,2.1,34.19,18.49
1999,8,99.5,2.31,181.4,104.7,2,32.27,16.84
1999,9,37.5,1.92,142.9,39.4,2,25.7,9.52
1999,10,10.4,1.3,127,10.9,1.9,22.88,2.92
1999,11,3,-1.18,83.9,3.2,1.9,18.96,-1.21
1999,12,4.8,-1.59,39.8,5,1.8,10.56,-6.33
2000,1,5.6,-1.72,11.2,5.7,1.8,8.69,-7.83
2000,2,10.9,-2.08,59.1,11.4,1.7,13.9,-4.66
2000,3,73.9,-0.81,83.2,77.8,1.7,14.55,-0.92
2000,4,32.7,-0.96,142.2,34.4,1.6,21.4,2.24
2000,5,36,-1.98,180.5,37.8,1.6,27.38,9.69
2000,6,38.8,-2.56,208.6,40.8,1.6,30.81,13.33
2000,7,74,-1.95,216.5,77.8,1.5,34.36,17.86
2000,8,27.7,-2.42,210.4,29.1,1.5,35.69,17.86
2000,9,16.4,-3.21,181.2,17.2,1.5,30.18,10.7
2000,10,72.1,-1.52,103.1,75.9,1.4,21.55,5.06
2000,11,13.5,-0.94,13.5,17.2,1.4,7.88,-6.81
2000,12,0,-0.95,0,2.7,1.4,4.27,-10.63
2001,1,4.2,1.88,4.2,22.6,2.8,6.77,-7.49
2001,2,2.5,2.15,2.5,16.6,3.3,5.23,-7.55
2001,3,51.3,2.21,74.1,17.7,3.1,12.22,-2.22
2001,4,31.6,1.81,136.7,33.1,3,21.82,4.44
2001,5,153.1,3.48,155.1,161.1,2.9,24.7,9.16
2001,6,33.3,2.37,202.6,35,2.8,31.27,14.08
2001,7,82.2,2.6,231.3,86.4,2.7,36.43,19.86
2001,8,29.7,1.81,203.1,31.1,2.6,34.07,16.88
2001,9,60.4,2.03,150.5,63.5,2.5,28.32,11.05
2001,10,8.5,1.41,121.4,8.8,2.4,22.25,3.4
2001,11,9.6,1.01,64.7,10,2.3,16.55,-0.75
2001,12,3.4,-1.22,33.9,3.5,2.2,10.42,-6.83
2002,1,9.1,-1.36,19.7,9.4,2.2,9.76,-7.88
2002,2,3.9,-1.81,47.3,4,2.1,11.29,-6.95
2002,3,6,-2.28,82.1,6.3,2,12.46,-6.5
2002,4,27.1,-2.44,138.2,28.5,2,21.8,3.76
2002,5,30.5,-3.42,182.8,32,1.9,25.07,7.76
2002,6,43.1,-3.89,221.8,45.3,1.9,33.37,16.05
2002,7,23.3,-4.62,244.4,24.4,1.8,36.01,18.55
2002,8,53.5,-4.12,209.6,56.3,1.8,33.06,16.96
2002,9,29.3,-4.24,161.8,30.8,1.7,28.84,11.67
2002,10,59.2,-2.68,86.7,62.3,1.7,16.12,1.97
2002,11,3.7,-2.85,62.3,3.9,1.6,13.29,-3.08
2002,12,4.3,-2.99,29.8,4.5,1.6,10.08,-6.57
2003,1,1.8,-3.23,18.2,1.8,1.6,9.07,-7.53
2003,2,4.6,-2.62,4.6,15.2,1.6,7.17,-8.21
2003,3,41.6,-2.28,96,33.4,1.5,15.56,-1.89
2003,4,43.7,-1.88,132.2,46,1.5,20.66,4.53
2003,5,70.7,-1.82,163.4,74.3,1.5,24.66,8.8
2003,6,110.5,1.38,167.9,116.3,1.4,28.49,13.15
2003,7,18.4,-1.35,251.7,19.3,1.4,36.86,18.51
2003,8,56,-1.14,211.5,58.9,1.4,34.48,17.61
2003,9,26.4,-1.62,161.1,27.7,1.4,27.08,9.34
2003,10,4,-2.03,125.2,4.2,1.3,24.26,4.69
2003,11,4.2,-2.23,62.5,4.4,1.3,12.38,-3.24
2003,12,6.7,-2.37,31.1,7,1.3,9.51,-6.19
2004,1,3.6,-2.35,4.5,3.6,1.3,7.64,-8.76
2004,2,10.3,-1.98,10.3,12.6,1.3,8.14,-7.66
2004,3,23.9,-2.23,104.7,23.1,1.2,17.96,-0.03
2004,4,51.6,-1.56,129.5,54.2,1.2,20.18,3.33
2004,5,19.7,-3.01,191.5,20.7,1.2,27.96,10.08
2004,6,115.2,-1.56,182.7,121.2,1.2,29.29,13.37
2004,7,101.5,2.27,191.4,106.8,1.2,31.56,16.76
2004,8,49.4,2.13,181.3,51.9,1.1,30.35,14.57
2004,9,80.6,2.66,167.5,84.8,1.1,29.84,12.32
2004,10,22.8,2.42,108.4,24,1.1,21.27,5.34
2004,11,35.4,2.9,51.3,37.2,1.1,11.65,-1.75
2004,12,1.8,1.94,38.4,1.9,1.1,10.52,-6.29
2005,1,3.3,2,3.3,15.7,1.1,5.9,-7.14
2005,2,32.6,2.06,50.4,21.9,1.1,11.57,-4.09
2005,3,25.1,1.53,96.8,26.4,1,15.01,-2.27
2005,4,34,1.34,121.6,35.8,1,19.94,3.35
2005,5,75.1,1.09,170.3,79.1,1,25.39,8.92
2005,6,90.7,1.46,193.3,95.5,1,31.22,14.89
2005,7,55.4,0.98,245.1,58.3,1,35.18,17.69
2005,8,77,1.66,186.6,81,1,32.29,16.82
2005,9,43.8,1.17,178.9,46.1,0.9,31.12,12.94
2005,10,64.3,2.12,117.2,67.6,0.9,22.63,4.77
2005,11,8.3,1.44,81.5,8.7,0.9,16.5,-2.01
2005,12,5.4,1.18,7.1,5.5,0.9,7.71,-7.81
2006,1,4.8,-1.73,59.7,5,0.9,13.81,-4.27
2006,2,0.4,-2.11,35.8,0.4,0.9,10.97,-8.37
2006,3,20.7,-2.3,92.8,21.8,0.9,14.27,-1.78
2006,4,18.6,-2.84,154.2,19.6,0.9,24.19,4.71
2006,5,45.1,-3.49,185.4,47.5,0.9,27.56,9.73
2006,6,73.7,-3.33,231.1,77.6,0.8,33.46,15.65
2006,7,50,-3.37,234.2,52.6,0.8,35.38,18.94
2006,8,79.2,-2.14,180.6,83.4,0.8,32.3,17.32
2006,9,47.6,-1.77,139.9,50.1,0.8,25.61,8.78
2006,10,65.6,1.99,108.5,69.1,0.8,20.32,3.22
2006,11,1.7,1.2,69.6,1.8,0.8,14.87,-3.35
2006,12,21,2.06,21,39.5,8.1,8.6,-6.28
2007,1,0,2.1,0,12.2,8.1,2.29,-10.48
2007,2,4.2,2.18,4.2,10.2,8.1,6.29,-7.56
2007,3,68.4,2.56,98.6,43.4,7.2,18.41,1.99
2007,4,50.8,2.88,115.5,52.7,6.5,17.54,2.82
2007,5,62.7,2.31,157.8,65.4,5.9,25.33,10.28
2007,6,65.5,2.08,185.5,68.5,5.4,30.23,14.32
2007,7,62.9,1.94,216.8,65.8,5,34.03,18.01
2007,8,62.6,2,206.4,65.5,4.7,34.77,18.92
2007,9,40.7,1.43,178.3,42.5,4.4,29.89,12.29
2007,10,11,0.9,125.2,11.3,4.1,23.76,5.02
2007,11,2.9,-1.25,80.4,2.8,3.9,15.8,-3.55
2007,12,1.4,0.85,1.4,28.9,4.4,4.99,-8.73
2008,1,2.2,-0.03,2.2,3.2,4.4,6.62,-9.17
2008,2,31.9,1.1,31.9,8.2,4.4,9.8,-7.23
2008,3,11.6,-0.67,95.1,9,4.2,14.71,-3
2008,4,38.9,0.07,130.2,40.7,3.9,18.94,1.82
2008,5,85.3,0.02,180.8,89.6,3.7,24.99,8.01
2008,6,41.9,-1.16,211.4,43.9,3.5,31.85,13.87
2008,7,51.7,-1.35,229.8,54.2,3.3,34.84,17.93
2008,8,63.7,-0.8,191.7,66.9,3.2,31.35,17.14
2008,9,33,-1.03,147.7,34.6,3,27.15,10.91
2008,10,103.5,2.17,114.5,108.8,2.9,21.26,4.22
2008,11,13.5,1.78,68.9,14.1,2.8,14.47,-1.75
2008,12,3.6,1.54,3.6,5.2,2.8,7.57,-9.45
2009,1,3.6,0.94,17.3,2.1,2.7,9.75,-8.61
2009,2,6.8,-1.33,67.8,7,2.6,13.48,-5.79
2009,3,8.2,-2,102.6,8.5,2.5,16.04,-2.81
2009,4,75.8,-0.64,127.7,79.6,2.4,19.05,2.74
2009,5,65.4,-0.87,166.7,68.7,2.3,24.92,9.26
2009,6,68.7,-0.67,178.1,72.3,2.2,30.1,14.94
2009,7,77.2,1.21,207.6,81.2,2.2,32.49,16.63
2009,8,68.2,1.58,194.2,71.7,2.1,31.72,15.51
2009,9,47.4,1.61,132.1,49.9,2,26.55,10.68
2009,10,72.5,2.9,88.9,76.3,2,16.22,1.74
2009,11,12.1,2.41,62.9,12.6,1.9,15.79,-0.88
2009,12,0,2.64,0,18.6,1.9,3.42,-10.59
2010,1,2,2.4,2,6.1,1.9,5.87,-8.42
2010,2,2.2,2.34,2.2,7.8,1.9,5.36,-7.88
2010,3,61.8,2.66,83.9,36.8,1.9,14.55,-1.18
2010,4,68.6,3.29,132.8,72.2,1.8,20.85,4.4
2010,5,70.9,2.89,159.8,74.6,1.8,23.81,7.82
2010,6,57.5,2.19,209.8,60.5,1.7,32.27,16.32
2010,7,67,2.16,216,70.5,1.7,33.72,18.76
2010,8,70.2,2.41,205.2,73.8,1.6,34.44,17.59
2010,9,27.8,1.42,181.1,29.2,1.6,30.8,11.86
2010,10,8.2,0.79,132,8.6,1.6,24.36,4.64
2010,11,7,-1.39,68,7.3,1.5,13.8,-3.78
2010,12,6.3,-1.48,20.3,6.5,1.5,8.93,-7.19
2011,1,0,-1.2,0,10.4,1.5,5.72,-10.61
2011,2,5.2,-0.82,5.2,9.7,1.5,8.42,-9.36
2011,3,29.5,-0.94,91.9,16.3,1.5,14.93,-1.75
2011,4,23,-1.34,139.5,24.2,1.4,20.75,3.15
2011,5,58.8,-1.65,168.4,61.9,1.4,24.89,7.28
2011,6,42.1,-2.37,227.1,44.3,1.4,33.35,15.41
2011,7,49.2,-2.5,228.4,51.7,1.4,36.88,20.13
2011,8,36.7,-2.61,202.6,38.6,1.3,35.31,18.32
2011,9,20.5,-3.04,156.1,21.6,1.3,28.13,9.7
2011,10,28.3,-2.67,128,29.8,1.3,23.14,4.22
2011,11,23.6,-2.29,75.5,24.8,1.3,14.32,-3.05
2011,12,3,-1.37,3,25.1,2.5,6.42,-7.67
2012,1,21.9,-1.61,45.2,2,2.4,11.2,-6.86
2012,2,19.4,-1.36,33.9,20.2,2.3,9.36,-6.06
2012,3,32,-1.62,118,33.6,2.2,21.23,1.73
2012,4,57.6,-0.98,145.2,60.5,2.1,22.26,6.21
2012,5,21.5,-2.52,200.6,22.5,2.1,28.8,9.81
2012,6,38,-3.48,258.7,39.9,2,35.57,16.35
2012,7,27.8,-4.26,260.2,29.2,2,37.78,19.27
2012,8,40.8,-4.22,225.3,42.9,1.9,34.21,15.94
2012,9,22.8,-4.59,171.9,23.9,1.9,30.01,10.15
2012,10,24.3,-4.11,119.7,25.6,1.8,21.19,2.59
2012,11,1.9,-4.35,78.4,2,1.8,17.33,-2.3
2012,12,10.4,-3.79,10.4,12.4,1.8,8.69,-8.16
2013,1,4.8,-3.36,4.8,7.8,1.8,7.78,-8.56
2013,2,18.9,-2.67,18.9,16,1.8,8.96,-7.48
2013,3,10.8,-2.98,93.4,10.1,1.7,13.88,-3.77
2013,4,22.9,-2.97,115.6,24,1.7,17.35,0.06
2013,5,47.5,-3.41,168.3,50,1.6,25.92,8.71
2013,6,43.7,-3.88,224.5,46,1.6,33.25,15.07
2013,7,60.5,-3.53,226.9,63.7,1.6,33.61,17.57
2013,8,107.5,-1.63,190.1,113.1,1.5,32.67,17.63
2013,9,65.5,-1.18,176.1,68.9,1.5,30.39,13.66
2013,10,36.4,-0.7,114.5,38.3,1.5,20.42,3.33
2013,11,13.6,-0.79,67.7,14.3,1.4,13.26,-3.49
2013,12,3.1,-0.75,3.1,5.8,1.4,7.36,-9.38
2014,1,5.4,-0.69,5.4,6.6,1.4,8.14,-9.24
2014,2,2,1.26,2,10.6,1.4,5.91,-9.25
2014,3,21.8,0.66,102.5,10.6,1.4,14.85,-3.99
2014,4,21.2,-1.05,147.4,22.3,1.4,20.69,2.91
2014,5,51.3,-1.64,174,54,1.3,26.65,8.53
2014,6,157.4,1.93,198.2,165.6,1.3,30.66,14.95
2014,7,50.5,1.5,216.9,53.1,1.3,32.19,16.94
2014,8,76.3,2.06,190,80.3,1.3,33.38,16.81
2014,9,48.4,1.86,156.4,50.9,1.2,28.58,12.06
2014,10,29.2,1.76,126.5,30.7,1.2,23.78,4.82
2014,11,6.6,1.18,69.7,6.9,1.2,12.56,-5.71
2014,12,10.1,1.29,10.1,15.7,1.2,7.37,-6.23
2015,1,12.2,1.29,12.2,11.3,1.2,8.4,-7.37
2015,2,18.9,1.39,25,15.6,1.2,9.48,-7.7
2015,3,6.7,-1.01,115,7,1.2,18.55,-1.18
2015,4,39.5,-0.97,146.3,41.6,1.1,21.27,4.29
2015,5,131.4,1.68,131.4,142.7,5.3,22.37,8.72
2015,6,60.9,1.47,197.6,63.7,4.9,31.84,16.22
2015,7,66.7,1.52,212.9,69.9,4.6,33.65,17.93
2015,8,65.2,1.74,198.5,68.3,4.3,32.7,16.42
2015,9,28.3,0.94,165.3,29.6,4,31.63,14.11
2015,10,51.2,1.51,125.9,53.6,3.8,23.2,6.49
2015,11,32.9,1.9,61.4,34.4,3.6,13.97,-1.65
2015,12,24.9,2.07,29.4,26,3.4,9.08,-5.35
2016,1,9.7,1.8,12.7,9.8,3.3,8,-6.9
2016,2,8.8,0.9,70,9.1,3.1,13.4,-4.1
2016,3,12.1,-1.7,111.9,12.6,3,18.3,-1
2016,4,64.1,-0.7,128.1,67.3,2.8,20.5,3.9
2016,5,95.7,1.2,155.8,100.6,2.7,24,8.2
2016,6,63.4,0.8,211.8,66.6,2.6,33.8,16.3
2016,7,86.6,1.3,229.8,91.1,2.5,34.8,19
2016,8,63.3,1.6,184.4,66.5,2.4,32,16.9
2016,9,35,1.1,161.7,36.8,2.4,29.9,12.7
2016,10,13.9,0.6,136.8,14.5,2.3,26.3,6.3
2016,11,17.8,-0.1,79.4,18.7,2.2,17.5,-0.1
2016,12,3.4,0.2,3.4,11.7,2.2,7.5,-9.2
2017,1,5.1,0.7,5.1,19.8,3.2,7,-7.4
2017,2,26.1,-0.2,67.8,5.7,3.1,15.3,-3.7
2017,3,41.6,-0.2,120.8,43.7,2.9,18.5,0.3
2017,4,88,1.7,129.9,92.5,2.8,20.3,4.7
2017,5,111,2.4,161.8,116.7,2.7,24.6,7.8
2017,6,79.3,2.2,213.2,83.4,2.6,32.7,15.2
2017,7,70.4,2.2,220.1,74,2.5,35,18.5
2017,8,49.9,2.1,178.3,52.4,2.4,30.9,15.6
2017,9,78.8,2.8,152.4,82.9,2.3,29.4,12.3
2017,10,33.4,2.7,119.1,35.1,2.3,22,3.8
2017,11,4.3,1.9,77.7,4.4,2.2,16.3,-1
2017,12,3.9,1.4,14.7,3.9,2.1,8.9,-7.9
2018,1,8.5,1.1,9.2,8.6,2.1,9,-8.6
2018,2,8.8,1,9.2,8.9,2.1,8.7,-8.7
2018,3,14.5,-1.3,104.2,15.2,2,16.9,-1.8
2018,4,22.9,-1.6,132.6,24,2,18.8,0.3
2018,5,84.5,-1.5,181.4,88.9,1.9,29.1,12
2018,6,60.7,-1.8,220.8,63.8,1.9,34,16.7
2018,7,68.7,-1.3,212.2,72.3,1.8,34,18.1
2018,8,76,1,180.8,80,1.8,32.5,16.5
2018,9,34.9,0.6,154.2,36.7,1.7,29,13.5
2018,10,55.5,1.5,101.2,58.4,1.7,19.5,3.5
2018,11,15,1.4,56.7,15.7,1.6,11.7,-4.3
2018,12,3.2,1.8,3.2,22.4,2.5,6.7,-7.8
2019,1,11.7,2,11.7,12.7,2.5,7.9,-7.1
2019,2,1.6,2.1,1.6,11.4,2.5,6.3,-10.1
2019,3,62,2.6,66.4,36.7,2.4,12.3,-4.3
2019,4,10.2,1.5,132.9,10.7,2.3,20.8,4
2019,5,126.8,3.8,126.8,174.9,41.7,22.4,6.5
2019,6,74,3.9,191.1,58.1,22.8,30.5,13.8
2019,7,39,2.6,249.8,34.3,16.4,34.9,18.5
2019,8,90.6,3.5,180,91.7,13,33.2,17.1
2019,9,14.7,1.9,194.8,13.1,10.8,32.5,15.3
2019,10,21.3,1.7,115.6,20.8,9.2,18.9,1
2019,11,16.8,1.5,65.1,16.5,8.1,12.5,-3.2
2019,12,9.9,0.7,58.2,9.5,7.2,11,-4.1
2020,1,9,-2.1,42.5,8.7,6.5,9.7,-5.7
2020,2,14.1,-2.16,47.2,14.2,5.9,10.2,-5.9
2020,3,23.9,-2.39,104.8,24.6,5.4,16.7,-0.1
2020,4,4.4,-3.11,131.6,4.2,5,19.7,2.8
2020,5,41.7,-3.64,167.7,43.5,4.7,24.9,8.9
2020,6,48.5,-4.3,261.2,50.7,4.4,34.4,17.9
2020,7,72.1,-3.67,234.7,75.6,4.1,34.7,18.3
2020,8,22.3,-4.04,201.6,23.2,3.9,32.9,16.9
2020,9,26,-4.21,156.1,27.1,3.7,27.8,10.6
2020,10,7.3,-4.17,105.9,7.5,3.5,20.2,2.6
2020,11,2.3,-4.51,91.5,2.2,3.3,17.2,0.9
2020,12,7.7,-4.67,54.3,7.9,3.1,10.2,-5
2021,1,6.9,-4.68,26.8,7,3,8.9,-6.5
2021,2,0,-4.22,0,3.8,3,4.9,-11.2
2021,3,58.7,-3.27,99.6,57.9,2.8,16.5,-0.3
2021,4,16.9,-3.64,143.7,17.7,2.7,19.7,2.8
2021,5,130.2,-1.91,149,136.9,2.6,24.4,8.4
2021,6,31.1,-2.63,198.9,32.6,2.5,32.7,16.2
2021,7,29.4,-3.18,217.9,30.9,2.4,34.1,17.7
2021,8,14.6,-3.94,222.5,15.3,2.3,34.6,18.6
2021,9,50.1,-3.61,172.9,52.7,2.3,31,13.8
2021,10,16.6,-3.48,125.4,17.4,2.2,22.9,5.3
2021,11,3.7,-3.79,86.1,3.8,2.1,16.7,0.4
2021,12,0.7,-4.52,71.8,0.7,2.1,12.3,-2.9
2022,1,2.2,-3.75,2.2,15.7,2.1,6.5,-9.1
2022,2,16.6,-3.34,26.4,3.5,2,9.2,-7.4
2022,3,17.1,-3.62,104.3,17.9,2,14.9,-2.5
2022,4,9.7,-4.36,169.2,10.2,1.9,20.9,3.9
2022,5,58.9,-4.54,184.6,61.9,1.9,26,9.6
2022,6,48.8,-4.75,219.1,51.3,1.8,32.9,16.2
2022,7,78.3,-3.94,238.5,82.4,1.8,35.9,19.6
2022,8,9.3,-4.75,223.2,9.7,1.7,34.9,19
2022,9,28.9,-4.91,172.9,30.4,1.7,30.7,13.4
2022,10,4.8,-5.02,132.9,5,1.6,23.3,5.5
2022,11,1.9,-5.15,77.5,2,1.6,13.2,-3.3
2022,12,4.3,-4.87,15.6,4.4,1.6,8.2,-7.2
