"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 06/06/2023

Product: Historical Climate (Monthly) - TerraClimate(http://www.climatologylab.org/terraclimate.html) 
"Location (Lat/Lon of 4-km Grid Cell Center): 38.9792 North,-97.4792 East" 
Variable List: 
aet: aet (Actual Evapotranspiration)
PDSI: pdsi (Palmer Drought Severity Index (PDSI))
pet: pet (Grass Reference Evapotranspiration (ETo))
ppt: ppt (Precipitation)
soil: soil (Soil Moisture)
tmax: tmax (Maximum Temperature)
tmin: tmin (Minimum Temperature)
********************************************************
Year,Month,aet(mm),PDSI(unitless),pet(mm),ppt(mm),soil(mm),tmax(degC),tmin(degC)
1961,9,124,1.56,124,135.8,16,24.98,11.71
1961,10,73.6,1.69,104.3,73.7,12.4,22.05,6.92
1961,11,45.1,1.84,52.2,45.9,10.8,10.01,-0.42
1961,12,0,1.72,0,16.1,10.8,1.84,-8.39
1962,1,0,1.87,0,25.5,10.8,1.54,-9.97
1962,2,23,2.01,23,24.2,31,7.2,-4.31
1962,3,63.8,1.82,75.7,38.6,23.3,10.88,-2.32
1962,4,28.9,0.68,127.4,22.7,16,19.74,4.48
1962,5,84.9,-1.5,183.4,85.6,12.4,29.99,15.4
1962,6,154.7,-0.7,172.4,160.5,10.1,28.93,17.07
1962,7,113.2,1.09,190,117.6,8.6,31.88,19.33
1962,8,72.8,0.74,203.9,75.4,7.5,33.68,18.56
1962,9,115.3,1.36,119.5,120.8,7,25.28,13.48
1962,10,44.1,1.03,98.1,45.6,6.2,22.45,9.07
1962,11,20.7,0.57,64.9,21.1,5.6,13,0.76
1962,12,11.3,-0.48,24.5,11.2,5.1,7.04,-4.6
1963,1,0,-0.9,0,15.7,5.1,-0.79,-13.06
1963,2,16.1,-1.52,44.6,0.6,4.7,9.29,-5.75
1963,3,47.2,-1.7,90.8,49.3,4.4,15.9,1.46
1963,4,29.3,-2.44,130.4,30.6,4.1,22.12,7.24
1963,5,55.2,-2.92,151.2,57.8,3.8,25.69,12.92
1963,6,111.5,-2.98,207.7,117.1,3.6,32.36,18.58
1963,7,89.2,-2.7,218.8,93.6,3.4,34.26,21.31
1963,8,46.6,-3.09,202.4,48.8,3.2,33.76,19.79
1963,9,69.3,-3.1,149.7,72.8,3.1,28.57,15.58
1963,10,60.5,-3.12,132.5,63.6,2.9,27.35,11.69
1963,11,9.1,-3.56,79.3,9.5,2.8,15.35,0.81
1963,12,0,-3.38,0,6.1,2.8,1.95,-9.61
1964,1,11.1,-3.7,30.8,5.2,2.7,9,-6.4
1964,2,10.1,-3.82,25.5,10.4,2.5,7.66,-5.73
1964,3,28.8,-4.02,85.6,30.2,2.4,12.43,-3.1
1964,4,57.8,-3.85,119.1,60.7,2.3,20.84,6.54
1964,5,62.8,-4.36,179,66,2.3,27.71,13.77
1964,6,136.2,-3.68,186.7,143.3,2.2,30.53,16.56
1964,7,65.8,-3.84,243.3,69.2,2.1,36.15,21.71
1964,8,94.9,-3.12,184.9,99.8,2,30.71,17.67
1964,9,71,-3.06,144.6,74.6,2,27.01,14.31
1964,10,11.4,-3.82,122.1,11.9,1.9,22.26,5.76
1964,11,61.3,-2.78,61.3,67.4,4.6,13.03,2.02
1964,12,2.4,-2.14,2.4,27.7,5.6,4.81,-6.77
1965,1,6.6,-1.29,6.6,32.9,12.3,6.45,-6.56
1965,2,2.2,2.01,2.2,38.3,15.9,5.16,-7.76
1965,3,24.7,2,24.7,23.8,30.6,7.01,-5.53
1965,4,103.8,2.2,119.2,41.3,20.8,21.57,7.2
1965,5,83.2,1.55,160.4,81.3,14.9,26.66,13.68
1965,6,170.5,3.29,170.5,251.3,62.2,29.13,16.93
1965,7,122.5,3.87,201.8,87.6,22.9,32.82,19.98
1965,8,74.9,3.31,193,71.5,15.8,32.51,18.16
1965,9,115.6,4.38,115.6,174.5,62.2,25.47,12.62
1965,10,53.1,3.42,119.5,14.5,22.9,23.15,7.21
1965,11,8.6,2.48,57,1.6,15.8,15.7,1.48
1965,12,42.6,2.25,44.5,44.2,15.3,9.53,-2.15
1966,1,0,1.82,0,7.8,15.3,2.35,-9.41
1966,2,4.6,2.01,4.6,30.7,17.9,6.12,-6.93
1966,3,37.9,0.9,100.4,4.3,13.4,16.41,0.5
1966,4,36.3,-1.71,107.2,35.4,10.8,18.16,3.46
1966,5,16.2,-3.1,172.5,15.3,9.1,26.71,10.38
1966,6,85.4,-3.46,200.8,88.6,7.8,30.95,17.11
1966,7,78.2,-3.33,222.2,81.4,6.9,35.9,22.52
1966,8,88.7,-2.71,179.5,92.6,6.2,30.24,17.51
1966,9,47.6,-3.01,136.4,49.5,5.6,26.6,12.4
1966,10,15.6,-3.77,127.8,15.9,5.1,22.66,5.51
1966,11,1.6,-4.05,55.1,1.2,4.7,14.23,-0.33
1966,12,3.1,-3.41,3.1,24.7,5.2,5.71,-7.28
1967,1,3.6,-3.15,3.6,9.3,5.2,5.77,-6.92
1967,2,29,-3.12,35.1,3,4.8,9.33,-6.66
1967,3,16.9,-3.59,80.7,17.5,4.4,17.13,0.71
1967,4,85.5,-2.89,120.8,89.7,4.1,21.64,7.72
1967,5,53,-3.26,144.2,55.5,3.8,23.99,9.59
1967,6,157.8,-0.85,157.8,259.1,62.2,28.92,16.57
1967,7,142.7,3.2,183,108.9,22.9,30.23,17.96
1967,8,47.3,2.36,184.9,42.3,15.8,31.07,16.23
1967,9,119.4,3.88,119.4,199.5,62.2,25.07,11.98
1967,10,86.7,3.99,103.5,60.8,33.2,20.67,6.89
1967,11,24.4,3.67,59.1,11.2,19.5,12.15,-0.39
1967,12,21.9,3.38,21.9,27.4,19.5,6.48,-4.12
1968,1,1.1,2.85,1.1,5.2,19.5,4.24,-7.91
1968,2,10.3,2.46,10.3,6.4,19.5,6.74,-6.47
1968,3,12.6,1,109.3,3.3,14.2,17.29,0.84
1968,4,70.3,0.88,125.4,70.9,11.3,20.22,5.07
1968,5,69.5,0.59,123.3,71.2,9.4,22.34,8.95
1968,6,77.9,-1.92,187.4,80.6,8.1,31.21,17.21
1968,7,100,-1.52,207.5,104.2,7.1,33.27,19.66
1968,8,118.2,-0.63,184,123.6,6.3,32.1,19.19
1968,9,60.4,-1.09,154.7,63,5.7,27.65,12.36
1968,10,116.7,1.05,120.2,122.5,5.4,22.41,7.82
1968,11,35.1,1.22,51.5,36.5,4.9,9.96,-0.32
1968,12,1.3,1.6,1.3,35.2,6,3.4,-7.31
1969,1,0,1.53,0,13.8,6,1.54,-7.64
1969,2,7.6,2.06,7.6,39.9,22.5,4.8,-4.41
1969,3,52.5,2.22,52.5,39.9,51.1,7.89,-3.8
1969,4,103.5,2.92,116.4,76.1,34.7,20.22,6.23
1969,5,124.6,3.2,137.7,120.9,24.9,24.25,12.47
1969,6,111,3,157.4,108.2,16.7,28.36,14.83
1969,7,122.5,3.29,192.7,124.8,12.8,33.94,21.13
1969,8,53,2.51,187.5,53.3,10.4,32.04,19.05
1969,9,77.9,2.12,142.4,80.3,8.8,28.4,14.79
1969,10,84.5,2.58,84.5,91.9,11.6,18.06,5.81
1969,11,4.8,1.79,69.6,3,9.6,13.99,-0.78
1969,12,6.6,1.68,6.6,20.4,9.6,5.14,-5.14
1970,1,0,1.28,0,5.7,9.6,2.33,-9.83
1970,2,24.6,-1.23,59.3,5.1,8.2,11.46,-5.18
1970,3,24.7,-1.55,66.5,24.9,7.2,10.27,-2.83
1970,4,59,-1.58,116.8,61.2,6.4,20.06,4.63
1970,5,122.9,-1.38,178.4,128.7,5.8,28.23,13.3
1970,6,123.8,-1.14,181.3,129.7,5.3,29.73,16.79
1970,7,33.1,-1.95,228.6,34.4,4.8,34.63,19.32
1970,8,44.6,-2.49,204.1,46.6,4.5,35.96,20.06
1970,9,122.5,-1.06,122.5,159.1,33.1,27.35,13.26
1970,10,73.6,1.56,86.4,68,24.1,18,6.02
1970,11,16.5,1.18,62.2,9.2,16.4,11.32,-1.08
1970,12,10.2,-0.72,33.6,6.7,12.6,9.1,-4.78
1971,1,0,0.11,0,20.1,12.6,2.36,-9.46
1971,2,0,1.11,0,58.6,12.6,3.1,-7.89
1971,3,75.9,0.84,75.9,13.1,22.8,11.95,-1.58
1971,4,41.7,-0.69,134.8,35.4,15.8,20.85,5.81
1971,5,140.6,0.82,144.6,146.7,14.6,23.62,9.91
1971,6,121.5,0.7,188.2,124.7,11.6,32.07,18.92
1971,7,180.7,2.08,202.9,188.2,9.6,31.58,18.23
1971,8,15.6,0.71,193.8,15,8.2,32.4,17.69
1971,9,39.3,-1.93,155.9,40.3,7.2,28.66,13.76
1971,10,101.9,-1.09,109.9,106.5,6.4,23.23,8.47
1971,11,60.6,1.45,60.6,74,16.1,12.68,1.01
1971,12,18.1,1.21,27.4,16.1,13.4,6.23,-2.72
1972,1,0,0.85,0,5.8,13.4,3.66,-8.86
1972,2,13.2,0.58,22.7,5.3,11.1,8.74,-6.89
1972,3,22.2,-1.4,105.3,21.4,9.3,17.19,0.91
1972,4,61,-1.42,120.1,62.8,8,19.99,5.47
1972,5,128.3,-0.69,135.1,134.1,7.1,23.93,11.29
1972,6,62.4,-1.55,189,64.9,6.3,31.86,16.67
1972,7,100,-1.07,189.7,104.7,5.7,31.76,18.99
1972,8,115.4,1.01,177,121,5.2,31.71,18.44
1972,9,59.7,-0.4,138.3,62.4,4.8,27.56,14.96
1972,10,53.8,0.04,89,56.3,4.4,18.66,6.29
1972,11,38.8,1.56,38.8,76.4,38.1,8.23,-0.33
1972,12,0,1.94,0,31,38.1,2.41,-7.78
1973,1,0,2.52,0,30.1,38.1,3.01,-7.6
1973,2,27.7,2.81,27.7,28.9,62.2,7.16,-4
1973,3,63.8,5.37,63.8,183,62.2,12.5,3.98
1973,4,91.7,5.67,113.5,57.1,24.7,17.74,4.86
1973,5,88.2,4.99,153,84.4,16.6,23.97,9.41
1973,6,51.4,3.31,197.3,50,12.7,32.22,17.01
1973,7,152.2,3.98,202.5,157.7,10.4,33.28,19.65
1973,8,63,3.2,199.8,64.6,8.8,33.23,19.54
1973,9,112.6,5.85,112.6,273.7,62.2,24.17,14.25
1973,10,104.3,6.78,104.3,124.7,62.2,23.01,9.08
1973,11,49.6,6.81,63,27.9,39.1,13.28,1.59
1973,12,2.9,7.69,2.9,71.1,46.3,3.9,-5.51
1974,1,0,7.1,0,8.5,46.3,1.14,-9.52
1974,2,54,6.31,54,5.4,59.3,10.2,-3.66
1974,3,68.5,5.22,91.2,30,23,15.42,1.61
1974,4,93.2,5.01,129.3,90.6,15.9,20.43,6.48
1974,5,96.9,4.35,156.5,98.3,12.3,26.5,12.81
1974,6,78.3,3.28,185.2,80.1,10.1,29.95,15.32
1974,7,15.6,1.69,235.9,14.8,8.6,37.36,21.19
1974,8,89,1.72,188.9,92.5,7.5,30.02,17.3
1974,9,34.2,0.84,126.5,35.1,6.6,25.05,9.68
1974,10,87.2,1.09,111.3,91,6,22,8.7
1974,11,24.4,0.8,57.5,25.1,5.4,12.13,0.49
1974,12,18.7,-1.64,20.4,19.2,5.3,6.85,-4.83
1975,1,5,-1.38,5,22.3,5.5,5.34,-5.89
1975,2,0,-0.61,0,42.5,5.5,2.57,-7.28
1975,3,60.6,0.23,60.6,36.4,31.7,9,-2.88
1975,4,64,-0.06,115.1,49.8,19,18.74,5.22
1975,5,101.3,-0.02,152.3,101.3,14,25.87,11.69
1975,6,172.2,1.66,172.2,194.9,26.9,29.54,16.57
1975,7,31.4,0.72,226.9,23.1,17.5,33.87,19.64
1975,8,88.3,0.74,190.6,88.4,13.2,34.64,20.06
1975,9,62.9,-0.36,141,63.6,10.7,25.63,11.56
1975,10,7.2,-2,121.9,5.8,9,24.61,6.93
1975,11,55.7,-0.88,55.7,75.2,24.8,12.62,1.02
1975,12,20.3,-1.05,36,13.2,17.1,8.13,-3.68
1976,1,4.5,-1.25,4.7,4.4,17,6.39,-7.56
1976,2,13.6,-2.27,74.8,10.1,12.9,15.26,-2
1976,3,44.6,-2.42,91.2,44.4,10.5,14.25,-0.38
1976,4,126.8,-1,126.8,138.3,15,20.54,7.37
1976,5,84.6,-1.05,149.2,85.6,11.8,23,9.39
1976,6,71.4,-1.82,194.6,73,9.8,30.94,15.87
1976,7,59.4,-2.15,223.4,61,8.3,33.78,19.8
1976,8,22.7,-3.2,223.7,22.8,7.3,34.61,18.71
1976,9,63.1,-3.43,163.6,65.6,6.5,28.89,13.48
1976,10,55.7,-3.24,110.4,57.9,5.8,18.38,3.94
1976,11,2.4,-3.68,64.3,2,5.3,10.99,-4.86
1976,12,0.8,-3.95,17.3,0.4,4.9,8.68,-7.56
1977,1,0,-3.44,0,21.6,4.9,-0.06,-12.18
1977,2,23.4,-3.98,64.5,2.5,4.5,12.07,-4.38
1977,3,49.7,-3.95,99.5,51.9,4.2,16.53,1.71
1977,4,65.2,-3.73,128.9,68.3,3.9,21.41,8.5
1977,5,152.6,-2.3,152.6,177.3,19.7,26.93,14.89
1977,6,163,-1.52,214.3,165.9,14.4,31.71,18.37
1977,7,58.6,-1.94,227.1,58.6,11.4,35.06,21.42
1977,8,192.9,2.67,192.9,203.3,11.7,30.87,18.55
1977,9,92.1,2.69,141.1,94.8,9.7,27.84,15.1
1977,10,48.2,2.15,105.5,49.2,8.3,21.66,7.18
1977,11,38.2,2.05,55.5,39.2,7.2,12.41,0.8
1977,12,4.9,1.4,11.5,4.2,6.4,6.83,-6.2
1978,1,0,1.01,0,9.4,6.4,-2.25,-12.53
1978,2,0,1.22,0,30.1,6.4,-1.44,-11.11
1978,3,70.5,0.95,76.2,34,5.8,12.1,-1.93
1978,4,45.1,-0.46,118.4,46.9,5.3,20.37,7.49
1978,5,99.8,0.15,137.6,104.6,4.9,23.55,11.47
1978,6,70,-1.3,181,73.3,4.5,31.54,17.5
1978,7,83.1,-1.34,227.7,87.2,4.2,35.42,20.56
1978,8,55.1,-1.64,193.8,57.7,3.9,33.94,18.83
1978,9,111.6,-1.16,155.3,117.2,3.7,31.1,15.55
1978,10,8.6,-2.07,115.8,8.9,3.5,22.68,5.42
1978,11,51.4,-1.42,56.6,53.9,3.3,11.51,0.68
1978,12,3.8,-1.47,3.8,6.3,3.3,5.26,-6.74
1979,1,0,1.12,0,50,3.3,-4.55,-15.03
1979,2,0,1,0,7.1,3.3,-0.09,-12.24
1979,3,78.7,2.05,78.7,105.2,62.2,13.17,0.75
1979,4,75.8,2.39,107.7,38.4,22.9,18.59,5.28
1979,5,71.2,1.72,149.1,67.6,15.8,23.92,10.44
1979,6,103.9,1.26,186.7,105.6,12.3,31.01,16.05
1979,7,116.4,1.75,178.5,120.2,10.1,32.08,20.25
1979,8,45.2,1.02,183.5,46,8.6,32.63,18.52
1979,9,22.5,-1.67,154.9,22.5,7.5,30.76,13.15
1979,10,131.7,1.09,131.7,147.5,15.9,24.36,7.39
1979,11,31.6,1.38,52,29.4,12.3,10.98,-1.06
1979,12,18,0.67,40.2,16.6,10.1,9.55,-3.9
1980,1,2,1.04,2,33.5,11.5,3.83,-6.23
1980,2,0,1.27,0,26.3,11.5,2.51,-7.78
1980,3,68,2.02,68,81.9,62.2,10.25,-1.48
1980,4,69.7,1.92,118.7,30.9,22.9,19.56,5.3
1980,5,58.5,1.04,146.5,54.2,15.8,25.26,11.14
1980,6,37.3,-2.12,208.2,35.5,12.3,33.42,18.89
1980,7,23.8,-3.19,263.2,22.8,10.1,39.33,22.66
1980,8,89.6,-2.92,223,92.7,8.6,35.82,20.84
1980,9,26.8,-3.8,165.4,27,7.5,30.41,14.85
1980,10,54.6,-3.69,120.3,56.6,6.6,22.45,5.34
1980,11,2.5,-4.16,71.3,1.9,5.9,15.49,0.37
1980,12,33.3,-3.48,33.3,47.1,13.9,7.54,-3.88
1981,1,8.6,-3.38,16.6,3.1,11.9,8.06,-6.64
1981,2,8.2,-3.97,55.3,6.5,9.8,10.62,-4.57
1981,3,41.3,-4.09,96.7,41.9,8.4,15.31,0.89
1981,4,38.9,-4.73,156.6,39.8,7.3,24.62,9.94
1981,5,140.8,-3.2,140.8,165.3,23.6,22.67,10.35
1981,6,139.9,-2.44,188.1,139.4,16.1,31.66,18.52
1981,7,128.3,-1.45,181.4,131.1,12.5,32.55,21.31
1981,8,77.4,-1.17,163.3,79.1,10.2,30.98,17.91
1981,9,74,-1.32,148.7,76.3,8.7,28.49,13.75
1981,10,55.7,-1.18,93.4,57.4,7.5,18.77,7.34
1981,11,58.1,1.96,58.1,73.6,19.3,14.21,1.75
1981,12,9.1,1.77,9.1,14.5,19.3,5.1,-4.61
1982,1,0,1.87,0,22.4,19.3,1.39,-11.29
1982,2,0,1.86,0,17.4,19.3,4.02,-8.35
1982,3,79.3,1.9,79.3,45.9,25.9,13,-0.23
1982,4,36.6,1.22,117.1,28.8,17.1,18.27,4.11
1982,5,120.3,2.42,120.3,170.4,58.7,24.32,13.02
1982,6,138.8,3.2,145.8,134.5,47.7,27.14,14.93
1982,7,136.6,3.71,197.8,116.9,22.1,33.48,20.42
1982,8,86.6,3.51,177.8,84.2,15.5,32.38,19.83
1982,9,59.5,2.78,133.4,59,12.1,27.13,14.29
1982,10,36.4,2.02,105.8,36.1,9.9,21.82,6.34
1982,11,17.9,1.52,54.5,17.3,8.5,11.95,-1.15
1982,12,25.3,1.63,25.3,41.9,19.5,7.23,-3.68
1983,1,2.2,1.91,2.2,28.6,22,3.67,-5.11
1983,2,21.9,2.28,21.9,34.3,46.9,6.49,-3.13
1983,3,59.6,2.67,59.6,61.7,57.5,10.93,0.9
1983,4,77.5,3.51,84,71,47.6,14.19,3
1983,5,115.2,3.65,133.9,98.5,26,22.33,9.4
1983,6,118.4,3.61,142.4,115.3,17.1,28.65,15.9
1983,7,26.2,2.2,228.2,23.3,13,35.9,21.06
1983,8,37.6,1.12,202.7,37,10.5,37.27,22.34
1983,9,51.4,-2.44,174,52.4,8.9,30.24,14.77
1983,10,91.3,-1.61,99.1,94.9,7.7,20.41,9.27
1983,11,45.3,-0.96,46.7,47.5,7.5,12.01,1.9
1983,12,0,-0.61,0,22.1,7.5,-3.39,-12.31
1984,1,0,-0.62,0,7.7,7.5,2.66,-8.28
1984,2,49.1,-0.64,55.7,21,6.7,11.6,-1.88
1984,3,62.2,1.51,62.2,93.6,33.2,8.99,-1.9
1984,4,85.4,3.23,85.4,122.6,62.2,15.88,4.51
1984,5,102.3,3.37,134.9,66.4,22.9,23.6,10.72
1984,6,152.9,3.58,176.1,153.6,15.8,30.79,17.63
1984,7,17.7,2.17,211.6,14.9,12.3,34.07,19.31
1984,8,43.7,1.3,191.6,43.7,10.1,35.22,19.21
1984,9,62.1,0.68,153.9,63.7,8.6,27.42,12.73
1984,10,81.1,1.34,81.1,93.6,16.4,19.29,7.3
1984,11,10.5,0.87,66.3,7.1,12.6,13.41,0.4
1984,12,29.4,1.76,29.4,73.8,44.1,7.2,-4.09
1985,1,0,2.12,0,27.2,44.1,0.47,-11.31
1985,2,0,2.51,0,30.6,44.1,3.15,-8.48
1985,3,85.9,2.31,85.9,30.9,51.6,14.93,2.05
1985,4,101.9,2.59,117.6,85.8,31.3,21.36,7.69
1985,5,94.9,2.1,152.1,86.9,18.9,25.81,12.87
1985,6,120.8,1.93,178,122,13.9,28.94,15.01
1985,7,63.3,1.39,203.5,63.7,11.1,34.4,19.49
1985,8,119.1,2.09,170.4,123.4,9.3,30.36,17.63
1985,9,108.3,2.48,115.9,112.7,8.1,25.63,13.73
1985,10,87.8,2.84,90.4,92.1,7.7,19.76,7.08
1985,11,18.1,2.64,36.3,18.1,6.8,7.43,-3.15
1985,12,0,2.38,0,13.2,6.8,2.98,-9.36
1986,1,13.3,1.2,51.5,0,6.1,10.72,-5.2
1986,2,24.3,0.99,24.3,26.9,6.1,7.25,-4.81
1986,3,33.8,-1.61,106.4,33.5,5.5,18.18,2.58
1986,4,75.3,-1.42,131.1,78.8,5.1,21.69,6.79
1986,5,83.1,-1.45,139.9,87,4.7,24.69,12.27
1986,6,125.5,-1.13,171.1,131.7,4.3,32.18,18.6
1986,7,111,-0.65,208.9,116.5,4,34.4,21.13
1986,8,120.7,1.42,161.2,126.8,3.8,29.9,17.81
1986,9,137.6,2.27,137.6,154.6,13.1,28.09,16.17
1986,10,82.7,2.82,82.7,88.4,14.3,19.47,7.54
1986,11,18.1,2.72,51.6,15.9,11.4,11.08,-2.87
1986,12,23.4,2.37,23.4,26.2,11.4,7.25,-4.06
1987,1,3.3,2.26,3.3,20.1,11.7,5.14,-6.35
1987,2,47.1,2.06,50.3,30.9,11,10.87,-1.41
1987,3,81.2,3.16,81.2,139.1,62,14.29,0.9
1987,4,91.4,3.18,125.9,55.1,22.9,21.33,5.66
1987,5,125.9,3.21,149.9,125.1,15.8,26.57,14.4
1987,6,91.9,2.55,172.1,93,12.3,31.66,17.52
1987,7,68,2.01,209,69.3,10.1,33.64,20.21
1987,8,153.3,3.21,175.2,159.8,8.6,31.83,18.43
1987,9,43.3,2.28,130.4,44.4,7.5,27.86,13.01
1987,10,49.4,1.78,109.5,51.1,6.6,20.01,4.44
1987,11,23.7,1.38,57.4,24.2,5.9,13.85,2.16
1987,12,21.2,1.06,22.9,22,5.8,6.34,-3.46
1988,1,0,0.95,0,16.9,5.8,2.54,-9.37
1988,2,4,0.82,4,11.2,5.8,6.72,-8.02
1988,3,39.3,-1.42,92.3,16.8,5.3,14.44,-1.17
1988,4,59.5,-1.51,124.1,62.1,4.8,19.78,4.39
1988,5,62.3,-2.15,167,65.2,4.5,27.15,13.04
1988,6,68.9,-2.96,211.6,72.2,4.2,33.68,18.46
1988,7,74.8,-2.74,195.8,78.5,3.9,33.25,19.46
1988,8,45.1,-3.15,200.4,47.2,3.7,34.78,19.63
1988,9,33.8,-3.85,161.6,35.4,3.4,29.04,13.88
1988,10,11.6,-4.27,99.5,12.1,3.3,19.7,5.46
1988,11,15.6,-4.39,70.9,16.3,3.1,14.82,0.49
1988,12,10.3,-5.01,53.8,10.7,2.9,10.38,-4.52
1989,1,16.9,-5.27,46.7,17.6,2.8,10.12,-4.03
1989,2,0,-4.84,0,11.7,2.8,1.2,-10.33
1989,3,34.5,-5.02,91.6,24.5,2.7,15.41,-1.27
1989,4,7.2,-5.99,139.8,7.4,2.6,23.38,6.78
1989,5,83.9,-5.73,160.9,88.2,2.5,25.69,11.65
1989,6,135.2,-4.66,156.7,142.2,2.4,28.53,15.73
1989,7,68.9,-4.32,185.9,72.5,2.3,33,19.84
1989,8,113.5,-3.12,169.6,119.3,2.2,31.83,18.53
1989,9,108.1,-2.26,126.5,113.7,2.1,25.82,11.82
1989,10,34.7,-2.68,119.6,36.5,2.1,23.41,7.06
1989,11,0.1,-3.35,76,0.1,2,15.1,-2
1989,12,0,-3.11,0,9.6,2,3.07,-10.96
1990,1,26.7,-3.32,49.8,18.5,1.9,10.25,-3.77
1990,2,26.5,-3.46,50.4,27.9,1.9,9.46,-4.14
1990,3,79.1,-2.7,80.3,83.2,1.8,14.43,2.16
1990,4,35.5,-2.92,106.4,37.3,1.8,18.61,5.16
1990,5,105.6,-2.35,131.2,111.2,1.7,22.37,10.53
1990,6,90,-2.8,205.7,94.7,1.7,32.71,18.99
1990,7,109.1,-2.15,204.6,114.8,1.6,33.47,19.59
1990,8,90.3,-1.68,182.4,95,1.6,32.86,19
1990,9,33.4,-2.44,148.5,35.1,1.6,30.8,14.98
1990,10,27.8,-3.02,128.1,29.2,1.5,22.55,6.32
1990,11,35.5,-2.93,79,37.3,1.5,17,2.03
1990,12,1.4,-2.66,1.4,13.4,1.5,4.4,-8.01
1991,1,0,-2.39,0,15.7,1.5,2.32,-9.63
1991,2,28.6,-2.95,62.6,2.4,1.4,13.83,-2.87
1991,3,37.7,-3.29,104,39.7,1.4,16.98,1.1
1991,4,52.2,-3.25,117.3,54.9,1.4,20.97,7.69
1991,5,103.6,-2.75,137.9,109,1.3,26.4,14.14
1991,6,63.3,-3.33,184.4,66.6,1.3,32.31,19.1
1991,7,44.6,-3.68,220,46.9,1.3,35.91,20.64
1991,8,74.6,-3.34,185.9,78.5,1.3,33.3,18.43
1991,9,25.2,-4.09,151.8,26.5,1.2,28.67,13.72
1991,10,30.2,-4.46,127.4,31.8,1.2,23.05,6.37
