"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 06/06/2023

Product: Historical Climate (Monthly) - TerraClimate(http://www.climatologylab.org/terraclimate.html) 
"Location (Lat/Lon of 4-km Grid Cell Center): 38.6875 North,-97.6042 East" 
Variable List: 
aet: aet (Actual Evapotranspiration)
PDSI: pdsi (Palmer Drought Severity Index (PDSI))
pet: pet (Grass Reference Evapotranspiration (ETo))
ppt: ppt (Precipitation)
soil: soil (Soil Moisture)
tmax: tmax (Maximum Temperature)
tmin: tmin (Minimum Temperature)
********************************************************
Year,Month,aet(mm),PDSI(unitless),pet(mm),ppt(mm),soil(mm),tmax(degC),tmin(degC)
1991,11,39.4,-3.28,39.4,46.4,5.4,8.06,-2.5
1991,12,33.8,-2.57,33.8,45,14.5,7.86,-1.85
1992,1,27.5,-2.14,41.5,25.4,11.4,9.3,-2.75
1992,2,20.4,-2.47,53.3,19.4,9.4,12,-0.8
1992,3,59.5,-2.33,92.5,61.2,8.1,15.92,2.44
1992,4,36,-2.81,119.8,36.8,7.1,20.1,6
1992,5,81.1,-2.79,143.2,84.5,6.3,23.7,11.13
1992,6,138.1,-1.12,138.1,200.7,58.9,26.89,15.27
1992,7,186.3,3.3,189.6,190.4,53.4,31.96,18.66
1992,8,106.4,3.89,155.7,79,22,28.7,16.43
1992,9,64.9,3.05,151.2,61.3,15.3,28.23,13.9
1992,10,88.5,3.24,101.8,89.5,11.8,21.37,6.67
1992,11,39,3.96,39,70,39.3,8.05,-0.28
1992,12,3.7,4.24,3.7,35.8,42.6,4.24,-5.15
1993,1,0,4.91,0,40.6,42.6,0.86,-8.22
1993,2,0,5.53,0,57.8,42.6,2.67,-6.92
1993,3,59,5.56,59,58.3,60.2,10.57,-0.57
1993,4,75.9,5.75,90.8,51,34.5,16.41,4.68
1993,5,116.1,6.98,116.1,181.9,60.2,22.68,11.94
1993,6,158.9,7.42,168.9,149.2,43,29.15,16.64
1993,7,186.8,9.13,186.8,216.3,60.2,32.29,20.65
1993,8,141.7,9.99,170.6,109.1,22.1,32.55,19.53
1993,9,98.1,9.37,134.8,96.1,15.3,26.04,11.13
1993,10,32.6,8.02,93.6,30.6,11.9,19.92,5.64
1993,11,21.8,7.02,56.7,20.7,9.7,11.42,-2.36
1993,12,23.1,6.08,29.3,23.1,8.7,7.68,-4.11
1994,1,1.8,5.52,1.8,18.6,8.7,4.01,-7.2
1994,2,6,5.07,6,19.5,9.2,6.47,-7.07
1994,3,34.6,3.57,104.3,5.6,7.9,17.62,1.24
1994,4,81.8,3.38,125,85.1,6.9,20.48,5.56
1994,5,30.4,1.88,151.8,31.2,6.2,26.13,11.95
1994,6,78.1,0.97,192.2,81.6,5.6,32.7,19.1
1994,7,122.9,1.59,190.9,128.9,5.1,31.75,18.6
1994,8,31.9,0.62,193.2,33.1,4.7,33.28,19.09
1994,9,26.6,-2.95,149.4,27.6,4.3,28.56,13.82
1994,10,72.8,-2.37,98.6,76.3,4,22.1,8.37
1994,11,35,-2.1,63.2,36.6,3.8,13.37,2.1
1994,12,29.9,-1.95,31.7,31.3,3.6,7.75,-2.61
1995,1,3.4,-1.4,3.4,29,5.7,5.13,-6.14
1995,2,30.7,-1.73,53.7,8.5,5.2,10.74,-2.53
1995,3,64.9,-1.28,70,67.8,4.8,12.94,1.04
1995,4,61.9,-1.11,100.4,64.8,4.4,17.87,4.41
1995,5,94.4,2.79,94.4,235.1,60.2,20.15,10.07
1995,6,149.1,3.88,150.2,155.1,58.4,28.75,16.23
1995,7,108,4.23,199.6,75.5,22.1,34.17,20.11
1995,8,90.1,4.03,185.6,87.7,15.3,34.23,21.32
1995,9,75,3.57,133.7,75.3,11.9,26.73,13.22
1995,10,11.9,2.22,114.6,10.3,9.7,22.79,6.22
1995,11,7.6,1.37,66.5,6.4,8.3,13.85,-1.96
1995,12,7.8,1.15,7.8,13.9,8.3,5.57,-4.95
1996,1,0,0.89,0,9.7,8.3,3.98,-9.64
1996,2,17.7,-1.87,41.3,1.9,7.2,10.69,-5.97
1996,3,35.3,-2,74.3,36.3,6.4,11.64,-4.15
1996,4,31.9,-2.81,137.3,32.9,5.8,20.97,4.68
1996,5,144.1,-1.53,144.1,168.7,21.9,25.04,13.65
1996,6,76.5,-1.76,168.6,73.5,15.2,31.39,18.29
1996,7,92.5,-1.37,189.7,93.8,11.8,32.42,19.93
1996,8,123.7,1.76,145.4,127.9,9.7,30.55,18.97
1996,9,116.8,2.34,119.1,122.5,9.3,25.91,13.08
1996,10,34.2,1.68,106.7,34.6,8,21.18,7.52
1996,11,50.4,2.17,50.4,59.9,14.4,9.31,-1.68
1996,12,3.7,1.7,7.1,2.8,13.5,6.34,-6.27
1997,1,0,1.18,0,2.1,13.5,4.44,-8.92
1997,2,25.6,1.84,25.6,62,42.9,7.23,-3.72
1997,3,33.1,0.82,100.9,5.6,21,16.55,-0.23
1997,4,85.2,1.4,89.8,87.7,19.1,16.15,3.19
1997,5,122.2,1.61,144.4,123.1,13.9,23.35,9.26
1997,6,101.8,1.37,156.5,104.1,11,29.8,16.85
1997,7,84.8,1.35,192.2,87.3,9.2,32.65,20.09
1997,8,109.8,2.08,157,114.2,7.9,30.55,18.51
1997,9,99.2,2.22,133.9,103.4,6.9,28.42,14.9
1997,10,80.2,2.42,96.8,83.6,6.2,21.05,7.79
1997,11,19.4,2.01,49.9,19.7,5.6,10.75,-1.09
1997,12,12.8,2.65,12.8,55.4,29.8,5.38,-3.34
1998,1,8.5,2.67,8.5,17.9,34.5,5.52,-4.49
1998,2,38,2.9,38,39.4,52.9,9.77,-0.9
1998,3,46.2,3.92,46.2,99.8,60.2,9.36,-1.44
1998,4,84.7,4.51,97.6,65.9,38.1,18.22,5.5
1998,5,69.1,3.6,155.3,54,20.2,27.68,13.81
1998,6,95.4,2.79,190.3,94.4,14.4,30.96,16.88
1998,7,167.9,3.88,180,173.5,11.4,32.84,21.4
1998,8,42,3.01,174.3,42.2,9.4,33.36,19.65
1998,9,102.8,2.97,149.5,106.8,8,31.54,17.25
1998,10,94.7,3.32,100.4,98.8,7.2,21.89,8.75
1998,11,64.1,4.5,64.1,102,40,14.75,3
1998,12,18.5,3.99,27.2,10.8,31.8,8.25,-4.39
1999,1,3.3,4.38,3.3,37.4,34.9,5.24,-6.46
1999,2,46.9,3.82,59.2,8.4,25.2,13.09,-1.25
1999,3,38,3.07,83.3,30.9,16.6,13.07,-0.12
1999,4,95.5,4.37,95.5,144.5,58.4,18.4,6.6
1999,5,136.5,5.34,136.5,149.2,60.2,24.22,11.69
1999,6,143.5,6.05,144.1,149.9,59.1,28.09,17.01
1999,7,132.8,6.39,205.2,100.8,22.1,34.24,21.67
1999,8,76.2,5.78,181.7,73.1,15.3,32.83,19.27
1999,9,102.6,5.6,133.4,104.4,11.9,26.07,12.42
1999,10,5.5,3.92,115.2,3.5,9.7,22.49,6.02
1999,11,21.1,2.97,83.9,20.7,8.3,19.05,2.7
1999,12,36.4,2.64,40.2,37.8,7.7,9.21,-3.48
2000,1,10.8,2.26,10.8,15.8,7.7,6.89,-5.86
2000,2,50.8,2.43,50.8,64.3,22.3,12.22,-2.21
2000,3,79.5,3.11,79.5,106.2,43.8,14.89,2.16
2000,4,57.5,2.56,120.9,36.7,21.1,20.05,5.38
2000,5,82.2,1.87,155.5,79.9,14.9,26.78,12.99
2000,6,132.2,1.92,174.2,135.8,11.6,29.34,16.19
2000,7,87.6,1.91,186.7,90,9.6,32.68,20.13
2000,8,7.6,-1.47,210,6.5,8.2,36.37,21
2000,9,25.1,-2.57,179.3,25.3,7.1,30.82,14.11
2000,10,101.1,-1.48,101.1,110.6,11.1,22.21,9.43
2000,11,23.5,-1.01,40,22.7,9.2,8.91,-3.11
2000,12,0,-0.8,0,16.1,9.2,0.58,-10.39
2001,1,4.6,1.63,4.6,36.4,16.1,5.6,-5.99
2001,2,2.5,3,2.5,82.4,26.7,4.52,-6.38
2001,3,64.6,3.01,64.6,40.3,60.2,11.23,-0.69
2001,4,86.6,2.71,123.6,49.7,22.1,21.81,8
2001,5,124.4,2.84,141.9,123.8,15.3,25.25,12.49
2001,6,134.3,2.78,175.5,137.8,11.9,30.22,17.09
2001,7,61.4,2.15,211.8,62.4,9.7,35.65,22.36
2001,8,95.1,2.3,188.8,98.6,8.3,33.91,19.43
2001,9,112.9,2.72,128.5,117.8,7.2,27.2,13.44
2001,10,34.1,1.95,106.7,35.1,6.4,21.41,6.75
2001,11,7.5,1.15,62.3,7.2,5.8,16.78,3.75
2001,12,4.5,-1.87,42.4,4.2,5.2,10.25,-3.84
2002,1,29.4,-1.74,31,30.7,5.1,8.94,-5.42
2002,2,14.9,-2.18,44.8,15.2,4.7,9.58,-4.27
2002,3,21.1,-2.56,75.8,21.8,4.3,12.03,-3.57
2002,4,77.8,-2.18,117.3,81.5,4,21.14,7.02
2002,5,102,-1.92,148.4,107.1,3.8,23.84,10.77
2002,6,85.6,-2.29,186.4,89.9,3.5,32.16,18.48
2002,7,42.8,-2.63,207.8,44.8,3.3,34.93,21.12
2002,8,83.8,-2.11,179.6,88,3.2,32.85,19.79
2002,9,33.8,-2.74,148.4,35.4,3,29.76,15.04
2002,10,72.8,2.1,72.8,170.1,60.2,16.32,5.16
2002,11,36.2,2.15,54.4,5.1,28.8,12.94,-0.56
2002,12,18.5,1.53,35.7,8.4,18.3,9.11,-3.81
2003,1,4.3,1.17,4.3,5.7,18.3,5.99,-7
2003,2,4.6,1.45,4.6,33.9,21.4,5.9,-6.56
2003,3,83.6,1.72,83.6,64.4,24.8,14.64,0.17
2003,4,94,2.12,118.8,90.1,16.4,20.6,7.21
2003,5,82.4,1.75,141,82.6,12.5,24.33,11.27
2003,6,96.8,1.49,155.1,99.4,10.1,28.73,15.96
2003,7,23.3,-1.2,231.6,22.9,8.6,35.91,20.97
2003,8,117.8,0.82,184.9,122.9,7.4,34.58,20.31
2003,9,99.7,1.09,139,104,6.6,25.95,12.08
2003,10,47.4,0.72,105.8,49.2,5.9,22.8,7.44
2003,11,20.5,-0.21,56.4,21,5.3,12.52,0.49
2003,12,30.3,-0.59,38.4,31.3,4.9,8.15,-2.89
2004,1,2.3,0.16,2.3,23.4,5.2,5.07,-7.28
2004,2,6.7,0.66,6.7,32.8,12.4,6.21,-6.15
2004,3,88.9,1.23,88.9,86.9,42.9,16.44,3.05
2004,4,74.6,1.16,119,55.4,21,20.21,6.84
2004,5,80,-0.54,164.7,77.6,14.8,26.76,13.33
2004,6,149.4,0.62,160.4,154.1,11.8,28.56,16.16
2004,7,143.6,1.65,171.6,149,9.7,30.84,19.06
2004,8,61.3,1.39,169.8,63.1,8.2,30.06,16.91
2004,9,61.4,0.75,157.1,63.5,7.2,30.27,14.95
2004,10,53.1,0.6,99.8,55,6.4,21.48,8.62
2004,11,33.1,0.66,51.1,34.1,5.7,12.72,2.24
2004,12,5.7,-1.26,39.9,5.5,5.2,9.56,-4.34
2005,1,1.7,0.73,1.7,43.9,8.5,3.91,-6.05
2005,2,43.3,1.51,43.3,63.4,60.2,10.42,-2.01
2005,3,73.5,1.35,93,41,26.6,14.98,0.37
2005,4,56.1,0.9,115.6,49.1,17.1,20.34,6.84
2005,5,63.6,-1.02,161.9,62.5,12.9,25.58,11.78
2005,6,172.3,0.73,182.5,178.8,10.4,31.32,18.29
2005,7,60.2,-0.33,210.6,61.6,8.8,33.78,20.13
2005,8,97.1,0.85,168.4,101,7.6,32.27,19.71
2005,9,34,-0.97,161.6,34.8,6.7,30.67,16.21
2005,10,62,0.03,105.8,64.6,6,22.27,8.02
2005,11,17.7,-1.26,75.3,18,5.4,16.1,1.22
2005,12,7,-1.19,7,14.4,5.4,6.05,-5.87
2006,1,10.9,-2.13,59.5,3.8,4.9,13.36,-1.63
2006,2,0.4,-2.8,41.9,0,4.6,9.61,-6
2006,3,46.8,-2.86,92,48.9,4.2,15.06,1.49
2006,4,65.8,-2.98,144.1,69,3.9,24.14,8.5
2006,5,88,-3,162.4,92.4,3.7,26.49,12.93
2006,6,111.2,-3.04,205.4,116.8,3.5,32.42,17.68
2006,7,41,-3.41,221.6,43,3.3,35.39,21.46
2006,8,138.9,-1.82,178,146,3.1,33.27,20.45
2006,9,57.7,-1.96,137.7,60.6,2.9,26.42,12.15
2006,10,41.8,-2.07,102.5,43.9,2.8,20.59,6.49
2006,11,4.7,-2.54,65.4,4.8,2.7,15.02,0.28
2006,12,41,-1.73,41,63.7,22,9.56,-2.78
2007,1,1.1,-1.18,1.1,25.4,22.7,3.48,-7.01
2007,2,4.1,1.3,4.1,36.7,27.2,5.5,-6.67
2007,3,94.1,1.96,94.1,84.2,60.2,18.57,5.48
2007,4,91.6,2.5,107.2,68.1,33.3,17.83,5.24
2007,5,138.1,4.23,138.1,214.9,60.2,25.56,14.28
2007,6,141.4,4.63,159,117,29.9,29.32,17.71
2007,7,101.5,4.73,184.1,94.5,18.2,32.73,20.57
2007,8,71.9,4.12,197,70.7,13.4,34.59,21.81
2007,9,96.7,3.79,159.7,99,10.8,29.45,15.09
2007,10,100,4.03,110.2,103.4,9,23.1,8.74
2007,11,4,2.84,75.3,2.9,7.7,15.18,-0.4
2007,12,2.6,4.05,2.6,74.7,15.8,4.66,-6.26
2008,1,2.1,3.88,2.1,10.1,18.2,5.17,-7.49
2008,2,10.3,4.26,10.3,42.6,40.3,6.75,-6.18
2008,3,83.3,4.04,83.3,38.5,60.2,13.73,-0.31
2008,4,92.2,4,107.2,70,34.4,18.08,4.67
2008,5,139.2,3.95,159.2,130.7,19.4,24.6,11.56
2008,6,167.5,4.11,189.2,170.7,14.1,30.64,17.68
2008,7,91.1,3.85,198.2,92.8,11.1,33.36,20.59
2008,8,90.6,3.87,171.6,93.4,9.3,31.52,19.18
2008,9,124.8,4.4,124.8,138.4,15.9,26.69,13.69
2008,10,101.6,5.05,101.6,117,25.5,21.06,6.9
2008,11,27.7,4.81,61.4,19.9,16.7,13.56,0.77
2008,12,4.5,4.38,4.5,16.2,16.7,6.3,-7.38
2009,1,5.3,3.68,5.3,1.6,16.7,7.08,-7.88
2009,2,22.6,2.65,59.6,11.7,12.6,11.94,-4.1
2009,3,45.8,2.03,90.8,45.6,10.2,15.25,0.43
2009,4,109.6,2.69,112.1,114.9,9.8,19.2,5.11
2009,5,45.2,1.56,146.3,46,8.3,24.68,11.95
2009,6,147.3,1.87,170.8,153.9,7.2,30.59,18.38
2009,7,111.2,2.2,191.4,116.2,6.4,31.64,18.62
2009,8,96.3,2.47,175.7,100.7,5.8,30.95,17.78
2009,9,98.7,2.75,113.2,103.4,5.2,26.21,13.34
2009,10,75.2,3.24,75.2,91.1,16.6,15.94,4.58
2009,11,23.9,3,61.2,21,12.6,16.08,2.93
2009,12,0,3.04,0,26.6,12.6,2.96,-7.56
2010,1,0,2.7,0,10.6,12.6,1.67,-8.03
2010,2,1.5,2.64,1.5,22.5,14.6,3.52,-6.48
2010,3,73.8,2.69,73.8,51.2,42.6,13.88,1.56
2010,4,83.3,2.37,130.1,64.9,21,22.02,8.3
2010,5,97.2,2.19,136.7,95.8,14.8,23.75,11.64
2010,6,132.1,2.07,185.5,135.7,11.6,31.87,19.56
2010,7,115.9,2.47,186.1,119.9,9.5,33.23,21.37
2010,8,90.3,2.46,192.1,93.6,8.1,34.78,20.21
2010,9,88.4,2.21,156.1,91.9,7.1,29.36,14.76
2010,10,17.7,1.08,119.8,17.8,6.3,24.12,7.2
2010,11,51.9,1.32,67.7,54,5.7,14.06,-0.03
2010,12,3.2,0.82,7.3,2.9,5.3,6.39,-6.28
2011,1,0,0.72,0,16.3,5.3,3.31,-9.56
2011,2,6.6,0.94,6.6,29.4,10.1,7.01,-7.05
2011,3,55.8,-0.34,80,23.5,8.6,13.95,0.73
2011,4,49.1,-1.09,126.6,50.5,7.4,21,6.09
2011,5,112.4,-0.76,147.9,117.4,6.6,24.89,11.13
2011,6,89.9,-1.38,208.6,93.9,5.9,32.86,18.72
2011,7,60.9,-1.6,216.4,63.6,5.3,37,23.25
2011,8,91.4,-1.1,187,95.7,4.9,34.72,20.49
2011,9,28.1,-1.83,141.5,29.1,4.5,27.33,11.53
2011,10,30.6,-2.32,118,31.9,4.2,23.39,6.8
2011,11,48.1,-1.83,69.4,50.4,3.9,14.08,0.25
2011,12,30.1,-1.06,30.1,56.8,25.6,7.8,-3.53
2012,1,15.6,-1.35,46.8,4.7,16.7,10.1,-4.94
2012,2,47.4,-0.8,47.4,67.6,33.4,9.8,-3.19
2012,3,74.9,-0.81,109.1,63.7,19.2,21.54,6.49
2012,4,104.3,0.41,134.8,104.3,13.9,22.17,8.85
2012,5,36,-1.5,189,34.9,11.1,28.94,13.92
2012,6,84.7,-2.21,219.5,87.2,9.2,33.28,18.2
2012,7,22.2,-3.1,247.3,22,7.9,37.87,22.45
2012,8,69.1,-2.94,200.1,71.7,6.9,33.5,17.89
2012,9,41.5,-3.38,151.2,42.8,6.2,29.19,12.76
2012,10,50.5,-3.22,106.8,52.5,5.6,20.98,5.75
2012,11,10.8,-3.55,73.6,10.8,5.1,16.87,0.35
2012,12,18.3,-3.64,35.2,18.8,4.7,8.9,-4.19
2013,1,13.8,-3.51,13.8,15.7,4.7,7.35,-5.89
2013,2,28.6,-3.05,28.6,38.8,8.2,8.18,-5.25
2013,3,29,-3.2,77.2,22.9,7.1,11.73,-1.87
2013,4,77.2,-2.52,97.6,80.4,6.3,17.11,3.48
2013,5,120.4,-1.84,135,126.1,5.7,24.47,11.42
2013,6,57.5,-2.64,188.6,60,5.2,31.31,17.75
2013,7,107.8,-1.94,197.2,113,4.8,32.64,19.66
2013,8,156.4,2.02,164.5,164.2,4.4,31.54,19.57
2013,9,51.7,1.17,160,54.1,4.1,30.6,15.59
2013,10,68.6,1.22,103.9,71.9,3.8,21.02,6.36
2013,11,19.5,0.79,61.6,20.2,3.6,12.54,-1.28
2013,12,2,0.66,2,12.6,3.6,5.48,-8.02
2014,1,1.8,-0.21,1.8,7.4,3.6,5.51,-8.9
2014,2,0,0.15,0,22.9,3.6,3.76,-8.55
2014,3,47.6,-1.15,86.5,10.9,3.4,13.33,-2.79
2014,4,35.2,-1.81,127.1,36.9,3.2,20.38,5.33
2014,5,72.3,-2.18,159.4,76,3,27.06,12.03
2014,6,171.5,1.48,171.5,229.1,49.1,30.1,18.37
2014,7,74.1,1.47,194.4,49.1,21.7,31.14,18.24
2014,8,113.6,2.06,176.2,112.6,15.1,33.24,19.65
2014,9,68,1.61,142,68,11.8,28.19,14.29
2014,10,62.2,1.39,110.8,63.3,9.7,23.18,7.86
2014,11,7.8,0.72,59.8,6.7,8.2,11.25,-3.14
2014,12,25.5,-0.12,27.2,26.5,8,6.94,-2.05
2015,1,9.1,0.17,9.1,25.4,8.9,7.42,-6.87
2015,2,1.8,0.04,1.8,15.9,8.9,5.53,-8.76
2015,3,37.5,-1.24,96,9.4,7.7,17.16,0.38
2015,4,58.7,-1.48,130.9,60.8,6.7,21.14,7.25
2015,5,120.4,1.66,120.4,194,60.2,23.09,12.17
2015,6,156.2,2.29,175.5,129.5,27,31.27,18.72
2015,7,136.5,3.05,188.5,133.4,17.2,32.68,20.73
2015,8,97.8,3.3,172.5,98.4,12.9,31.08,18.04
2015,9,68.2,2.61,152.7,69.2,10.4,30.58,16.82
2015,10,44.8,2.04,108.1,45.4,8.8,22.81,8.32
2015,11,61.9,2.43,65.7,64.5,8.2,15.33,2.45
2015,12,42.3,2.65,42.3,57.6,20.6,10.29,-1.6
2016,1,5,2.5,5,15.2,20.6,5.6,-5.9
2016,2,29,1.8,60.6,14.2,14.6,12.2,-2.6
2016,3,27.8,0.7,104.9,26,11.5,18.6,2.6
2016,4,114.7,1.4,122.4,119,9.8,21,7.1
2016,5,135.5,2.3,135.5,159.9,26.2,24,11.2
2016,6,66,1.2,197.6,59.7,17,33.4,19.3
2016,7,155.3,2.2,197.2,159.1,12.8,33.3,21.1
2016,8,128.3,3.1,162.8,132.5,10.3,32.1,19.6
2016,9,118.8,3.3,144.5,123.3,8.7,29.8,15.7
2016,10,35.9,2.4,116.7,36.6,7.5,25.2,9.4
2016,11,10.6,1.6,70.6,10.2,6.6,17.7,3.2
2016,12,6.3,1.6,6.3,21.5,6.6,6.4,-6.6
2017,1,17.1,2.2,17.1,40,24.3,7,-4.8
2017,2,34.6,1.5,61.9,9.6,16.2,14.6,-1
2017,3,71.5,1.2,106.2,71.2,12.4,16.9,2.3
2017,4,111,2.6,111,151.6,45.4,20.3,7.7
2017,5,138.7,3.2,151,131.5,31.6,25,11
2017,6,166.2,3.3,203.5,161.4,18.7,31.6,17.9
2017,7,79.5,2.9,200.6,78.4,13.7,34,21
2017,8,91.9,3.1,162.5,93.8,10.9,30.3,17.2
2017,9,75.9,2.7,147.5,78,9.1,29.9,15.2
2017,10,83.4,2.8,108.3,86.4,7.8,22.4,7.4
2017,11,4.8,1.8,69.1,4,6.9,14.9,0.9
2017,12,4.8,1,22.3,4.2,6.1,7.6,-5.3
2018,1,3,0.7,3,10.6,6.1,6.5,-7.9
2018,2,9.8,0.6,9.8,16.7,6.1,7.5,-6.9
2018,3,42.2,-1.5,91.4,29.8,5.5,15.4,0.4
2018,4,28.5,-2.1,105.7,29.5,5,16.8,1.6
2018,5,91.5,-2.1,159,95.9,4.6,29.5,15.3
2018,6,122.6,-2,192.8,128.7,4.3,33.1,19.7
2018,7,69.6,-1.8,180.5,72.9,4,33.2,20.1
2018,8,104.9,-0.9,161.8,110.2,3.7,32.1,19.3
2018,9,86.7,-0.6,128.5,91,3.5,28.4,16.3
2018,10,84.9,2.4,84.9,150.2,60.2,19.7,6.4
2018,11,37.5,2.9,46,24.1,45.6,10.4,-3
2018,12,16.4,3.9,16.4,64.6,60.2,7,-4.4
2019,1,7.3,4.3,7.3,29.2,60.2,6,-5.8
2019,2,2,4.4,2,33.2,60.2,5.3,-7.7
2019,3,65.1,4.4,65.1,47.9,60.2,11.8,-1.6
2019,4,67.6,3.8,121.7,30.3,22.1,20.8,7.2
2019,5,116.5,6.9,116.5,325.2,60.2,23.4,10.8
2019,6,144,6.8,172.6,111.6,22.1,30.8,17.7
2019,7,79.5,6.2,208,76.5,15.3,33.6,20.2
2019,8,153.7,7.5,153.7,178.9,31.6,32.8,19.2
2019,9,36.5,5.9,171.7,24.8,18.7,32.6,18.5
2019,10,68.4,5.5,97.9,66.7,13.7,18.6,4.3
2019,11,23.2,4.7,61.7,21.5,10.9,11.5,-1
2019,12,23.1,3.6,46,22.4,9.1,9.1,-2.4
2020,1,21.8,3.28,21.8,27.5,9.1,7.2,-5
2020,2,36.5,3.14,36.5,44,15.8,8.5,-4.4
2020,3,54.8,2.66,94,50.6,12.2,16.2,2.5
2020,4,31,1.61,116,30.3,9.9,19.3,5.7
2020,5,107.1,1.74,125.8,111.1,8.4,23.4,10.9
2020,6,43.4,-2.58,232.1,44.5,7.3,33.7,20.8
2020,7,125.4,-1.65,200.6,131.1,6.5,33.9,20.8
2020,8,29.8,-2.24,184.4,30.7,5.8,32.4,19.1
2020,9,58.1,-2.33,134.3,60.6,5.3,27.3,13.2
2020,10,16.7,-2.78,96.2,17.1,4.8,19.8,5.8
2020,11,30.6,-2.75,82,31.8,4.5,16.3,3.4
2020,12,21.2,-3.03,43.7,22,4.1,8.5,-3.1
2021,1,25.5,-2.91,31.9,26.5,3.8,8,-4.2
2021,2,0,-2.84,0,6.4,3.8,2.9,-10
2021,3,82.9,-2.32,99.7,80.6,3.6,17.2,3.5
2021,4,42.2,-2.7,124.6,44.2,3.4,19.3,5.7
2021,5,125,-1.92,134.4,131.4,3.2,23.7,11.2
2021,6,78.2,-2.4,186.8,82.1,3,32.5,19.6
2021,7,33,-2.84,197.7,34.6,2.9,33.4,20.3
2021,8,63.6,-2.77,193.7,66.8,2.7,34,20.7
2021,9,80.7,-2.64,159,84.8,2.6,30.9,16.8
2021,10,55.7,-2.5,110.4,58.5,2.5,23,9
2021,11,3.3,-3.06,77,3.4,2.4,15.4,2.5
2021,12,1.1,-4.22,64.6,1.1,2.3,11.7,0.1
2022,1,3.2,-4.04,3.2,9.9,2.3,5.3,-7.1
2022,2,14.4,-4.06,26.8,8.1,2.2,7.6,-5.7
2022,3,47.4,-4.06,100.4,49.8,2.1,14.5,0.4
2022,4,58.1,-4.29,153.5,61.1,2.1,20.6,6.9
2022,5,149.6,-1.95,149.6,241.6,60.2,25.6,12.7
2022,6,80.8,-2.31,197.6,45,22.1,32.3,19.3
2022,7,64.4,-2.41,209.3,60.6,15.3,34.8,21.7
2022,8,21.6,-3.23,206,19.1,11.9,34.7,21.4
2022,9,42.3,-3.82,170.2,42.3,9.7,30.5,16.2
2022,10,12.4,-4.51,127.7,11.5,8.3,22.7,8.2
2022,11,32.3,-4.07,64.8,32.9,7.2,12.7,-0.4
2022,12,11.5,-3.65,11.5,19.9,7.2,6.3,-5.4
