"Data Source: Data Downloads Tools in the Climate Toolbox (https://climatetoolbox.org/tool/data-download)"
Download Date: 06/06/2023

Product: Historical Climate (Monthly) - TerraClimate(http://www.climatologylab.org/terraclimate.html) 
"Location (Lat/Lon of 4-km Grid Cell Center): 38.6875 North,-97.6042 East" 
Variable List: 
aet: aet (Actual Evapotranspiration)
PDSI: pdsi (Palmer Drought Severity Index (PDSI))
pet: pet (Grass Reference Evapotranspiration (ETo))
ppt: ppt (Precipitation)
soil: soil (Soil Moisture)
tmax: tmax (Maximum Temperature)
tmin: tmin (Minimum Temperature)
********************************************************
Year,Month,aet(mm),PDSI(unitless),pet(mm),ppt(mm),soil(mm),tmax(degC),tmin(degC)
1962,8,68.2,1.01,205.6,70.9,6.7,33.44,18.7
1962,9,119.8,1.78,119.8,131.2,11.6,25.21,13.92
1962,10,34.5,1.34,98.5,34.1,9.6,22.41,9.23
1962,11,23.1,0.93,65.2,22.8,8.2,12.95,0.82
1962,12,10.4,-0.51,25.4,9.8,7.1,7.08,-4.55
1963,1,0,-0.89,0,16.2,7.1,-0.4,-12.89
1963,2,17,-1.54,49.2,0.7,6.3,9.59,-5.58
1963,3,47.3,-1.74,93.3,49.1,5.7,16.13,1.74
1963,4,22.9,-2.65,129.4,23.6,5.2,21.96,7.54
1963,5,60.4,-3.06,152.5,63.2,4.8,25.69,13.27
1963,6,109.6,-3.13,205.6,115,4.4,31.99,18.68
1963,7,86.1,-2.82,221.2,90.3,4.1,34.1,21.43
1963,8,41.4,-3.25,205.4,43.3,3.8,33.76,19.95
1963,9,64.9,-3.25,150.6,68.1,3.6,28.55,15.82
1963,10,59.9,-3.24,132.4,62.8,3.4,27.11,11.71
1963,11,10.4,-3.59,80.1,10.8,3.2,15.25,0.83
1963,12,0,-3.39,0,6.4,3.2,1.96,-9.44
1964,1,12.6,-3.7,34.7,6.5,3,9.14,-6.21
1964,2,10.4,-3.8,26.1,10.6,2.9,7.57,-5.56
1964,3,27.9,-4.02,86.9,29.2,2.7,12.57,-2.94
1964,4,57.5,-3.92,120,60.4,2.6,20.79,6.85
1964,5,69.2,-4.34,178.1,72.7,2.5,27.45,13.88
1964,6,121.3,-3.93,188.7,127.6,2.4,30.56,16.91
1964,7,61.6,-4.07,247.6,64.7,2.3,36.12,21.89
1964,8,90.4,-3.32,187.4,95.1,2.2,30.59,17.97
1964,9,65.7,-3.28,146.6,69.1,2.1,27.08,14.59
1964,10,16.6,-3.89,121.9,17.4,2.1,22.13,5.95
1964,11,62,-2.6,62,77.6,13.7,12.85,2.16
1964,12,2.3,-1.88,2.3,29.6,15.1,4.74,-6.71
1965,1,10.6,-0.98,10.6,32.5,24.4,6.79,-6.07
1965,2,3.3,2.26,3.3,36.7,28.7,5.57,-7.28
1965,3,33.5,2.12,33.5,20.2,39,7.34,-5.18
1965,4,101.4,2.1,120.2,48.5,21.8,21.6,7.62
1965,5,86.5,1.51,158,84,15.2,26.23,13.75
1965,6,169.4,3.3,169.4,260.6,60.2,28.85,17.16
1965,7,120.9,3.86,205.5,87.2,22.1,32.9,20.13
1965,8,80.5,3.47,195.2,77.6,15.3,32.3,18.27
1965,9,118.1,4.64,118.1,182.4,60.2,25.57,12.96
1965,10,54.1,3.86,119,17,22.1,23,7.3
1965,11,7.9,2.87,58.7,1.1,15.3,15.81,1.77
1965,12,43.2,2.77,43.2,48.4,18,9.31,-2.14
1966,1,0,2.31,0,7.5,18,2.3,-9.12
1966,2,4.8,2.46,4.8,33.3,21.2,5.97,-6.71
1966,3,41.3,1.37,101.5,4.4,14.9,16.42,0.69
1966,4,43.1,0.85,106.3,41.9,11.6,18.06,3.6
1966,5,16.6,-2.79,172.4,15.3,9.6,26.54,10.69
1966,6,97.3,-3,200.6,100.9,8.2,30.72,17.31
1966,7,69.6,-2.98,224.9,72.1,7.1,35.63,22.72
1966,8,81.9,-2.45,181.1,85.3,6.3,30.1,17.64
1966,9,44.2,-2.78,137.7,45.8,5.7,26.61,12.6
1966,10,13.7,-3.55,127.3,13.9,5.2,22.52,5.58
1966,11,1.3,-3.84,57,0.9,4.8,14.38,-0.11
1966,12,2.9,-3.22,2.9,23.4,5,5.65,-7.36
1967,1,5.9,-2.99,5.9,8.4,5,6.25,-6.58
1967,2,24.6,-3.12,42.3,2.8,4.6,9.62,-6.32
1967,3,14.9,-3.65,83.4,15.3,4.3,17.38,1.07
1967,4,87.4,-2.99,122.2,91.7,4,21.65,8.23
1967,5,49.9,-3.43,144.7,52.3,3.7,23.94,9.86
1967,6,160.1,-1.28,160.1,247.7,60.2,28.95,16.99
1967,7,147.6,3.03,184,115.4,22.1,29.94,18.12
1967,8,52.4,2.4,185.5,48,15.3,30.91,16.27
1967,9,119.9,3.94,119.9,198.4,60.2,25.06,12.26
1967,10,86.8,4.07,104.9,58.7,29.1,20.82,7.07
1967,11,22.5,3.7,60.3,11.9,17.9,12.21,-0.24
1967,12,22.4,3.43,22.4,27.7,17.9,6.48,-4.04
1968,1,1.5,2.87,1.5,4.3,17.9,4.57,-7.41
1968,2,12.1,2.41,12.7,5,17.7,6.98,-6.33
1968,3,9.7,0.94,109.1,5.5,13.2,17.13,1.01
1968,4,68.6,0.76,123.8,69.5,10.6,20.04,5.25
1968,5,71.6,-1.48,121.5,73.6,8.9,22.17,9.08
1968,6,81,-1.95,185.8,84,7.7,30.95,17.32
1968,7,92.3,-1.61,209.8,96.2,6.8,33.11,19.73
1968,8,104.5,-0.89,186.9,109.2,6,32.11,19.24
1968,9,51.7,-1.41,156.6,53.8,5.5,27.78,12.5
1968,10,118,0.83,121.2,123.9,5.2,22.48,7.97
1968,11,37.8,1.11,51.9,39.3,4.7,9.9,-0.21
1968,12,1.3,1.5,1.3,33.1,5.7,3.5,-7.25
1969,1,0,1.36,0,10.6,5.7,1.87,-7.08
1969,2,12.1,1.87,12.1,43.2,28.7,5.19,-3.95
1969,3,51.5,2.06,51.5,42.5,49.9,7.83,-3.84
1969,4,105.1,2.82,114.9,83.7,37.2,20.04,6.46
1969,5,125.3,3.23,136.4,121.9,27.7,24.03,12.61
1969,6,128.7,3.27,157.3,124.7,17.5,28.19,15.09
1969,7,102.5,3.27,198,103.3,13.1,34.1,21.29
1969,8,50.3,2.5,189.9,50.3,10.5,31.97,19.15
1969,9,90,2.37,142.7,92.9,8.8,28.34,15.1
1969,10,82.4,2.74,84.7,86.3,8.5,17.96,6.05
1969,11,3.6,1.86,70.7,2.6,7.4,14.08,-0.85
1969,12,8.8,1.72,8.8,19.9,7.4,5.37,-4.84
1970,1,0,1.32,0,5.7,7.4,2.66,-9.46
1970,2,21.4,-1.34,61,5.1,6.5,11.66,-4.88
1970,3,28.7,-1.55,65.9,29.5,5.8,10.11,-2.7
1970,4,67.3,-1.44,114.6,70.3,5.3,19.79,4.91
1970,5,103.1,-1.59,178.4,108.1,4.9,28.1,13.41
1970,6,137.4,-1.15,179.9,144.2,4.5,29.46,16.96
1970,7,28.5,-1.94,230.7,29.6,4.2,34.54,19.46
1970,8,38.5,-2.53,206.5,40.2,3.9,35.88,20.15
1970,9,124.9,-1.17,124.9,151.1,22.5,27.45,13.56
1970,10,68.1,-0.57,85.3,64.3,15.5,17.77,6.07
1970,11,8.8,-0.91,64,5.6,12,11.53,-0.93
1970,12,8.5,-1.59,35.4,6.6,9.8,9.31,-4.66
1971,1,0,-1.34,0,19.2,9.8,2.71,-9.15
1971,2,0,1.13,0,65,9.8,3.14,-7.69
1971,3,79,0.81,79,10.2,19.5,12.26,-1.32
1971,4,46.3,-0.68,133.8,42,14.1,20.61,5.95
1971,5,131.1,0.59,146.1,134.9,11.1,23.6,10.1
1971,6,127,0.02,188.1,131.7,9.3,31.82,19.09
1971,7,175.3,1.86,207,183.2,7.9,31.64,18.53
1971,8,20,0.66,193.9,20.1,7,32.03,17.72
1971,9,44.1,-1.66,156.1,45.6,6.2,28.44,14.16
1971,10,104.1,-0.77,108.9,109,5.7,23.03,8.48
1971,11,61.5,1.51,61.5,70.3,10.9,12.61,1.12
1971,12,17.2,1.29,28,16.1,9.1,6.33,-2.6
1972,1,0,0.91,0,5.4,9.1,3.79,-8.79
1972,2,11.9,-0.32,29.2,5.7,7.8,9.01,-6.54
1972,3,20.4,-1.57,107.6,20.5,6.9,17.31,1.09
1972,4,59.4,-1.66,120.8,61.7,6.1,20.06,5.69
1972,5,124.5,-0.96,134.4,130.4,5.5,23.64,11.36
1972,6,67.7,-1.7,188.2,70.8,5.1,31.55,16.81
1972,7,101.3,-1.14,190.7,106.2,4.6,31.46,19.05
1972,8,106.6,0.65,177.9,111.8,4.3,31.59,18.57
1972,9,57.8,-0.37,139.3,60.6,4,27.47,15.3
1972,10,47.4,-0.06,89.3,49.7,3.7,18.67,6.55
1972,11,39.5,1.46,39.5,75,35.4,8.24,-0.26
1972,12,0,1.83,0,29,35.4,2.38,-7.54
1973,1,0,2.45,0,32,35.4,2.86,-7.53
1973,2,30.3,2.75,30.3,34,60.2,7.36,-3.9
1973,3,63.6,5.52,63.6,198.9,60.2,12.39,4.06
1973,4,92,5.78,111,62.5,27.5,17.46,4.95
1973,5,79.7,4.95,152.8,73.3,17.4,23.82,9.6
1973,6,46.3,3.22,197.1,44.1,13,32.03,17.14
1973,7,144.6,3.81,205.4,149.6,10.5,33.18,19.8
1973,8,60.8,3.08,201.1,62.2,8.8,33.04,19.52
1973,9,113.3,5.69,113.3,268.9,60.2,24.08,14.44
1973,10,104.8,6.57,104.8,116.4,60.2,22.96,9.17
1973,11,49.4,6.58,64.5,24.7,34.2,13.39,1.68
1973,12,3.3,7.42,3.3,67.9,42.2,4,-5.26
1974,1,0,6.84,0,8.3,42.2,1.15,-9.28
1974,2,56.2,6.04,56.2,6.5,50.7,10.57,-3.5
1974,3,67.1,5.08,91.9,37.6,21.8,15.46,1.68
1974,4,99.9,4.98,127.4,98.2,15.2,20.19,6.63
1974,5,107.3,4.47,156.8,109.3,11.8,26.34,13.07
1974,6,77.5,3.38,184.8,79.3,9.7,29.73,15.53
1974,7,15,1.86,237.1,14.3,8.3,36.96,21.17
1974,8,96.7,2.09,190.3,100.7,7.2,29.85,17.52
1974,9,36.3,1.27,126,37.3,6.4,24.72,9.89
1974,10,89.4,1.54,111.3,93.4,5.7,21.82,8.91
1974,11,26.3,1.28,58.4,27.2,5.2,12.08,0.62
1974,12,21.1,1,22.1,21.8,5.1,6.94,-4.69
1975,1,6.6,1.02,6.6,23.1,5.3,5.58,-5.66
1975,2,0,1.61,0,49.8,5.3,2.77,-7.08
1975,3,63.3,1.7,63.3,37.7,36.9,9.18,-2.54
1975,4,66.4,1.46,116.2,48.6,20,18.79,5.51
1975,5,114.7,1.5,149.3,114.8,14.3,25.37,11.7
1975,6,170.6,2.31,170.6,187.6,22,29.23,16.71
1975,7,17.4,1.14,228.1,11.2,15.3,33.54,19.67
1975,8,87.1,1.19,191.3,88.1,11.8,34.4,20.05
1975,9,59.1,0.71,140.8,60,9.7,25.52,11.79
1975,10,6.9,-2.02,122.7,5.7,8.3,24.58,7.1
1975,11,56.3,-0.94,56.3,72.5,20.8,12.58,1.05
1975,12,17.9,-1.16,37.8,12.4,14.7,8.3,-3.6
1976,1,4.1,-1.47,6,3.7,14.2,6.61,-7.39
1976,2,12,-2.54,76.1,9.5,11.2,15.53,-1.88
1976,3,39.8,-2.74,92.6,39.9,9.3,14.48,-0.35
1976,4,125.9,-1.04,125.9,155.5,31.1,20.41,7.47
1976,5,99,-0.76,146.7,91,18.5,22.59,9.45
1976,6,73,-1.55,193.4,71.6,13.6,30.55,16.05
1976,7,69.2,-1.7,223.8,70,10.9,33.45,19.8
1976,8,21.3,-2.78,225.5,20.6,9.1,34.44,18.83
1976,9,66.2,-2.94,164.3,68.3,7.8,28.83,13.65
1976,10,55.9,-2.76,109.8,57.8,6.9,18.34,3.99
1976,11,2.6,-3.23,66.7,2,6.1,11.16,-4.69
1976,12,1.1,-3.63,22.6,0.6,5.5,8.94,-7.28
1977,1,0,-3.16,0,21,5.5,0.31,-11.71
1977,2,23.8,-3.71,66.6,3.6,5,12.37,-4.09
1977,3,47.7,-3.75,100.9,49.8,4.6,16.59,1.68
1977,4,72.8,-3.42,126.3,76.3,4.3,21.07,8.47
1977,5,150.2,-1.99,150.2,178.7,23.9,26.58,14.87
1977,6,164.5,-1.27,213.5,164.9,16.1,31.44,18.55
1977,7,58.9,-1.66,231,58.1,12.3,34.95,21.62
1977,8,177.7,2.51,195.4,184.7,10,30.81,18.78
1977,9,82.8,2.24,142.7,85.5,8.5,27.91,15.54
1977,10,42.4,1.65,107.4,43.4,7.4,21.87,7.48
1977,11,38,1.62,57.4,39.1,6.5,12.56,1.05
1977,12,6.1,1,15.6,5.6,5.8,7.13,-5.89
1978,1,0,0.69,0,10.1,5.8,-2.08,-12.12
1978,2,0,1,0,36.2,5.8,-1.4,-10.61
1978,3,77.7,0.77,79.7,35.2,5.6,12.46,-1.5
1978,4,44.7,-0.49,117.9,46.5,5.1,20.32,7.73
1978,5,102.3,0.19,136.5,107.3,4.7,23.34,11.65
1978,6,74.6,-1.15,179.3,78.1,4.4,31.23,17.77
1978,7,60.7,-1.48,233,63.6,4.1,35.72,20.88
1978,8,49.9,-1.81,197,52.3,3.8,33.89,19.04
1978,9,103.3,-1.4,157.5,108.5,3.6,31.2,15.9
1978,10,5.9,-2.31,117.3,6,3.4,22.85,5.6
1978,11,50.6,-1.64,58.2,53,3.2,11.68,0.93
1978,12,4.5,-1.68,4.5,6.9,3.2,5.48,-6.63
1979,1,0,-0.56,0,50.4,3.2,-4.61,-14.85
1979,2,0,-0.02,0,7.8,3.2,0.36,-11.56
1979,3,80.2,1.93,80.2,102.2,60.2,13.33,1.04
1979,4,75.2,2.14,107.9,39.2,22.1,18.55,5.63
1979,5,74.5,1.53,148.2,71.2,15.3,23.64,10.63
1979,6,111.1,1.18,187.1,113.3,11.9,30.81,16.36
1979,7,114.2,1.67,181.8,118,9.7,32.18,20.43
1979,8,36,0.83,186.4,36.4,8.3,32.62,18.63
1979,9,23.8,-1.69,156.6,23.9,7.2,30.83,13.5
1979,10,134.4,1.05,134.4,144.8,10.4,24.55,7.75
1979,11,31.2,1.29,53.7,31.2,8.7,11.03,-0.85
1979,12,21,0.65,40.5,20.9,7.5,9.62,-3.84
1980,1,2.2,1.05,2.2,34.3,9.2,3.77,-5.93
1980,2,0,1.33,0,31.9,9.2,2.62,-7.49
1980,3,69.2,2.09,69.2,82.4,60.2,10.38,-1.33
1980,4,67.5,1.99,116.3,29.8,22.1,19.27,5.42
1980,5,60.8,1.14,143.9,56.9,15.3,24.85,11.26
1980,6,32.7,-2.14,209.8,30.8,11.9,33.41,19.27
1980,7,18.8,-3.23,271,17.6,9.7,39.46,23.15
1980,8,90,-2.88,226.9,93.2,8.3,35.7,21.28
1980,9,22.1,-3.8,169.2,22.1,7.2,30.55,15.4
1980,10,48.1,-3.78,121.7,49.8,6.4,22.6,5.65
1980,11,3.1,-4.19,72.9,2.5,5.8,15.53,0.51
1980,12,37.1,-3.56,37.1,46.3,10.7,7.88,-3.69
1981,1,7.2,-3.54,18.5,3.5,8.9,8.16,-6.54
1981,2,7.9,-4.17,57.9,7,7.7,10.87,-4.18
1981,3,43.6,-4.2,97.3,44.9,6.8,15.25,1.14
1981,4,37.4,-4.9,156.2,38.6,6.1,24.53,10.15
1981,5,139.3,-3.32,139.3,167.1,25.5,22.37,10.56
1981,6,154.4,-2.41,187.7,153.2,16.7,31.32,18.91
1981,7,111.6,-1.65,184.7,113.3,12.6,32.59,21.54
1981,8,69.5,-1.42,166.5,70.7,10.2,31.04,18.17
1981,9,71.5,-1.55,151.7,73.6,8.6,28.64,14.12
1981,10,65.5,-1.2,93.9,67.8,7.5,18.72,7.63
1981,11,59.4,1.99,59.4,70.6,15.1,14.26,2
1981,12,10.1,1.73,10.1,11.3,15.1,5.23,-4.51
1982,1,0,1.8,0,22.2,15.1,1.85,-10.84
1982,2,0,1.82,0,21.4,15.1,4.06,-8.31
1982,3,82,1.76,82,43.5,16.7,13.28,0.04
1982,4,26.3,0.85,116.8,23.5,12.6,18.18,4.37
1982,5,119.8,2.08,119.8,169.9,54.2,24.07,13.06
1982,6,141,2.9,145.5,141.5,47.7,26.85,15.13
1982,7,124.4,3.37,200.4,103.5,21.6,33.36,20.57
1982,8,76.1,3.06,183.5,73.2,15.1,32.74,20.14
1982,9,54.4,2.31,138.2,53.8,11.7,27.45,14.61
1982,10,31.5,1.53,106.9,31,9.7,21.94,6.39
1982,11,16.2,1.06,56.3,15.5,8.2,12.07,-0.95
1982,12,25.6,1.15,25.6,37.9,15.8,7.27,-3.61
1983,1,2.4,1.39,2.4,26.2,17.8,3.75,-5.09
1983,2,22.6,1.87,22.6,42.5,48.1,6.53,-3.04
1983,3,59.1,2.31,59.1,63.1,59.6,10.81,0.86
1983,4,79.9,3.29,82.3,79.7,55.5,13.98,3.12
1983,5,119.1,3.72,132.9,103.4,34.6,22.13,9.53
1983,6,124.1,3.75,141.8,116.2,20.9,28.3,16.02
1983,7,34.6,2.54,228.9,30,14.8,35.58,21.11
1983,8,30.5,1.37,205.1,28.7,11.5,37.05,22.45
1983,9,41.2,-2.43,175.7,41.2,9.5,30.22,15.11
1983,10,90.9,-1.58,98.7,94.3,8.2,20.35,9.28
1983,11,41.7,-1.01,48.1,42.9,7.3,12.16,1.91
1983,12,0,-0.66,0,21.5,7.3,-3.11,-11.93
1984,1,0,-0.67,0,8.1,7.3,2.76,-8.52
1984,2,51.6,-0.72,55.8,24.1,6.7,11.67,-1.94
1984,3,63.4,1.55,63.4,104.6,42.5,9.09,-1.72
1984,4,83.8,3.27,83.8,124.9,60.2,15.64,4.59
1984,5,89.7,3.19,136.3,54.4,22.1,23.53,11
1984,6,140.7,3.13,177.3,140.9,15.3,30.62,17.99
1984,7,14.4,1.77,214.6,11.6,11.9,34.01,19.58
1984,8,45.6,1.02,193,45.7,9.7,34.96,19.46
1984,9,55.7,-1.89,156.8,57.1,8.3,27.54,13.11
1984,10,81.1,-0.92,81.1,95.7,18.1,19.22,7.45
1984,11,12.8,-1.06,67.3,8.5,13.4,13.35,0.53
1984,12,31.9,1.46,31.9,76.3,47.1,7.21,-3.76
1985,1,0,1.85,0,27,47.1,0.47,-11.08
1985,2,0,2.38,0,39.3,47.1,3.41,-8.01
1985,3,84.9,2.19,84.9,30.9,60.2,14.63,2.16
1985,4,106.6,2.58,116.1,95.1,43.9,21.15,7.96
1985,5,101.7,2.06,151,83.1,21.2,25.6,13
1985,6,135.2,2.06,179,135.7,14.9,28.77,15.52
1985,7,59.7,1.5,205.6,59.4,11.6,34.18,19.8
1985,8,104.7,1.99,175.2,108.1,9.6,30.53,18.04
1985,9,103.5,2.34,119.4,107.5,8.2,25.84,14.04
1985,10,90.3,2.78,90.3,95.4,8.5,19.66,7.27
1985,11,19.9,2.64,40.5,19.7,7.4,7.71,-2.85
1985,12,0,2.38,0,12.6,7.4,3.18,-8.92
1986,1,12.9,1.19,53,0,6.5,10.75,-5.04
1986,2,27.7,0.91,31.8,28.5,6.1,7.69,-4.42
1986,3,31.8,-1.73,108.4,32.8,5.5,18.2,2.73
1986,4,70.4,-1.67,129.1,73.6,5,21.37,7.05
1986,5,77.8,-1.77,139.3,81.5,4.6,24.42,12.4
1986,6,128.3,-1.37,167.3,134.6,4.3,31.66,18.87
1986,7,115.9,-0.76,212,121.7,4,34.26,21.35
1986,8,112.4,1.48,162.9,118,3.7,29.76,18.13
1986,9,137.7,2.24,139.8,144.8,3.6,28.06,16.43
1986,10,75.2,2.58,82.5,79,3.4,19.37,7.65
1986,11,14,2.22,52.5,14.6,3.2,11.1,-2.7
1986,12,23.2,1.87,23.2,24.5,3.2,7.2,-3.96
1987,1,2.5,1.9,2.5,24.2,4,4.7,-6.41
1987,2,49.3,1.95,49.3,42.8,14.9,10.59,-1.26
1987,3,80.6,3.03,80.6,131.2,59.3,14.09,0.95
1987,4,87.6,2.96,123.8,53.1,22.1,21.03,5.79
1987,5,126.3,3.02,148.2,125.8,15.3,26.21,14.51
1987,6,93.9,2.42,170.7,95.3,11.9,31.23,17.69
1987,7,68.5,1.96,209.4,69.8,9.7,33.26,20.25
1987,8,154.5,3.27,178.3,161.1,8.3,31.72,18.68
1987,9,40.6,2.34,131.7,41.6,7.2,27.82,13.39
1987,10,44.4,1.76,111.4,45.9,6.4,20.16,4.88
1987,11,20.4,1.31,58.4,20.8,5.8,13.78,2.27
1987,12,19.9,1.14,19.9,24.2,5.8,6.15,-3.6
1988,1,0,1.05,0,16.4,5.8,2.48,-9.16
1988,2,5.8,0.89,5.8,10.8,5.8,7.01,-7.63
1988,3,46.7,-1.22,91.2,24.2,5.2,14.15,-1.04
1988,4,72.4,-1.09,121.8,75.8,4.8,19.48,4.65
1988,5,61.1,-1.79,163.7,64,4.4,26.69,13.15
1988,6,62.8,-2.68,209.3,65.8,4.1,33.2,18.65
1988,7,76,-2.43,198.5,79.8,3.8,33.21,19.7
1988,8,40.8,-2.87,200.8,42.7,3.6,34.55,19.92
1988,9,31.4,-3.57,162.6,32.8,3.4,28.97,14.17
1988,10,15.5,-3.92,99.9,16.1,3.2,19.69,5.72
1988,11,13.3,-4.1,72.9,13.8,3,14.97,0.62
1988,12,8.9,-4.75,53.8,9.2,2.9,10.39,-4.48
1989,1,15.9,-5.04,47.2,16.6,2.8,10.05,-4.02
1989,2,0,-4.64,0,11.7,2.8,1.42,-9.8
1989,3,39.7,-4.77,94.6,30,2.6,15.72,-1.09
1989,4,8.1,-5.78,138.9,8.4,2.5,23.06,7.2
1989,5,92.5,-5.43,160.8,97.3,2.4,25.44,12.08
1989,6,146.8,-4.23,153.9,154.4,2.3,28.03,16
1989,7,65.5,-3.92,186.5,68.9,2.2,32.65,19.92
1989,8,114,-2.67,170.2,119.9,2.2,31.57,18.79
1989,9,105.6,-1.85,127.4,111,2.1,25.8,12.01
1989,10,29.7,-2.39,121.5,31.2,2,23.52,7.39
1989,11,0.1,-3.06,78.6,0,1.9,15.36,-1.68
1989,12,0,-2.87,0,8.1,1.9,3.13,-10.59
1990,1,27.5,-3.06,50.5,20.8,1.9,10.17,-3.7
1990,2,37.7,-2.97,51.4,39.6,1.8,9.47,-3.91
1990,3,74.4,-2.35,80.3,78.3,1.8,14.33,2.37
1990,4,43.3,-2.49,105.2,45.5,1.7,18.34,5.47
1990,5,100.8,-2.05,130.8,106,1.7,22.14,10.78
1990,6,67.8,-2.9,211.6,71.3,1.6,32.93,19.61
1990,7,98.6,-2.36,209.4,103.7,1.6,33.45,19.89
1990,8,81,-1.99,186.5,85.2,1.5,32.9,19.28
1990,9,37.2,-2.58,149.5,39.1,1.5,30.64,15.22
1990,10,24.5,-3.17,128,25.8,1.5,22.51,6.56
1990,11,37.5,-2.98,80.3,39.5,1.4,17.03,2.17
1990,12,1.4,-2.71,1.4,12.6,1.4,4.45,-7.88
1991,1,0,-2.46,0,14.4,1.4,2.62,-9.09
1991,2,26.3,-3.02,64.2,2.1,1.4,14.01,-2.62
1991,3,35.2,-3.39,105,37,1.4,16.92,1.37
1991,4,58,-3.27,116.3,61.1,1.3,20.74,7.89
1991,5,99.8,-2.85,138,105,1.3,26.19,14.47
1991,6,61,-3.44,183.9,64.2,1.3,31.99,19.37
1991,7,48.2,-3.66,223.2,50.8,1.2,35.88,20.95
1991,8,77.7,-3.21,188.4,81.8,1.2,33.2,18.75
1991,9,28.5,-3.83,151.7,29.9,1.2,28.47,14.07
1991,10,29.2,-4.22,127.6,30.7,1.2,23.07,6.66
